Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,54.420429,[ 21 132] ; [35 18],[ 41.59223301 111.40776699] ; [14.40776699 38.59223301],1
s6,1,0.0,30.481603,[ 57 100] ; [45 12],[74.8317757 82.1682243] ; [27.1682243 29.8317757],1
s2,1,1e-06,24.182053,[ 39 120] ; [34 22],[ 53.98604651 105.01395349] ; [19.01395349 36.98604651],1
s3,1,1e-06,23.302776,[58 97] ; [42 14],[73.45971564 81.54028436] ; [26.54028436 29.45971564],1
p8,1,0.0023,9.292896,[ 52 105] ; [32 25],[61.62616822 95.37383178] ; [22.37383178 34.62616822],0
p10,1,0.002897,8.871097,[90 65] ; [45 11],[99.17061611 55.82938389] ; [35.82938389 20.17061611],0
p4,1,0.004589,8.034555,[ 54 102] ; [32 25],[62.98591549 93.01408451] ; [23.01408451 33.98591549],0
r4,1,0.006144,7.507448,[110  49] ; [50  7],[117.77777778  41.22222222] ; [42.22222222 14.77777778],0
p1,1,0.014108,6.024527,[  7 152] ; [ 8 49],[ 11.04166667 147.95833333] ; [ 3.95833333 53.04166667],0
p11,1,0.017752,5.62042,[98 61] ; [45 12],[105.26388889  53.73611111] ; [37.73611111 19.26388889],0
p2,1,0.024438,5.063246,[106  53] ; [47 10],[112.625  46.375] ; [40.375 16.625],0
r3,1,0.027189,4.878797,[131  27] ; [54  3],[135.95348837  22.04651163] ; [49.04651163  7.95348837],0
r1,1,0.042354,4.120994,[89 70] ; [40 16],[95.4 63.6] ; [33.6 22.4],0
p9,1,0.043645,4.070232,[99 56] ; [44 12],[105.04739336  49.95260664] ; [37.95260664 18.04739336],0
v3,1,0.04568,3.993352,[ 41 115] ; [22 32],[ 46.8 109.2] ; [16.2 37.8],0
p3,1,0.055158,3.677308,[ 45 114] ; [24 33],[ 50.79166667 108.20833333] ; [18.20833333 38.79166667],0
n6,1,0.061242,3.503439,[110  48] ; [47 10],[115.37674419  42.62325581] ; [41.62325581 15.37674419],0
u3,1,0.061804,3.488303,[42 53] ; [18 10],[46.34146341 48.65853659] ; [13.65853659 14.34146341],0
s4,1,0.074129,3.189149,[ 18 139] ; [12 45],[ 22.00934579 134.99065421] ; [ 7.99065421 49.00934579],0
p7,1,0.095489,2.779311,[78 74] ; [36 20],[83.30769231 68.69230769] ; [30.69230769 25.30769231],0
n5,1,0.106747,2.601731,[97 60] ; [42 15],[101.97663551  55.02336449] ; [37.02336449 19.97663551],0
d5,1,0.110831,2.542337,[89 69] ; [39 18],[94.06511628 63.93488372] ; [33.93488372 23.06511628],0
v2,1,0.113604,2.50336,[59 91] ; [27 25],[63.86138614 86.13861386] ; [22.13861386 29.86138614],0
n4,1,0.130059,2.291805,[90 68] ; [39 18],[94.8 63.2] ; [34.2 22.8],0
a3,1,0.160267,1.971704,[63 94] ; [29 28],[67.4953271 89.5046729] ; [24.5046729 32.4953271],0
p6,1,0.173962,1.848465,[ 38 117] ; [19 37],[ 41.87203791 113.12796209] ; [15.12796209 40.87203791],0
p5,1,0.204513,1.609853,[  7 152] ; [ 5 51],[  8.8744186 150.1255814] ; [ 3.1255814 52.8744186],0
b4,1,0.212659,1.553233,[96 63] ; [29 28],[92.01388889 66.98611111] ; [32.98611111 24.01388889],0
d1,1,0.267928,1.227323,[ 46 113] ; [21 36],[ 49.31944444 109.68055556] ; [17.68055556 39.31944444],0
a8,1,0.269629,1.218634,[ 12 137] ; [ 7 46],[ 14.01485149 134.98514851] ; [ 4.98514851 48.01485149],0
v4,1,0.283184,1.151745,[135  23] ; [51  5],[137.3271028  20.6728972] ; [48.6728972  7.3271028],0
