Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,26.622002,[87  9] ; [31 26],[74.03921569 21.96078431] ; [43.96078431 13.03921569],1
p9,1,2e-06,23.098518,[82 15] ; [24 27],[69.47297297 27.52702703] ; [36.52702703 14.47297297],1
p11,1,5.4e-05,16.286461,[71 26] ; [23 34],[59.20779221 37.79220779] ; [34.79220779 22.20779221],1
p10,1,9.7e-05,15.198646,[73 24] ; [24 31],[61.90131579 35.09868421] ; [35.09868421 19.90131579],1
s6,1,0.000107,15.0155,[54 41] ; [14 43],[42.5 52.5] ; [25.5 31.5],1
r3,1,0.000157,14.286216,[83 13] ; [34 23],[73.41176471 22.58823529] ; [43.58823529 13.41176471],1
p7,1,0.000896,11.031474,[48 48] ; [13 44],[38.2745098 57.7254902] ; [22.7254902 34.2745098],1
p4,1,0.001664,9.887894,[45 52] ; [12 45],[35.9025974 61.0974026] ; [21.0974026 35.9025974],0
b3,1,0.003212,8.682872,[11 43] ; [18 18],[17.4 36.6] ; [11.6 24.4],0
b2,1,0.003212,8.682872,[11 43] ; [18 18],[17.4 36.6] ; [11.6 24.4],0
a1,1,0.004537,8.055245,[ 3 94] ; [ 9 48],[ 7.55844156 89.44155844] ; [ 4.44155844 52.55844156],0
r4,1,0.004551,8.049557,[57 40] ; [20 37],[48.5 48.5] ; [28.5 28.5],0
p8,1,0.010995,6.46619,[36 60] ; [10 46],[29.05263158 66.94736842] ; [16.94736842 39.05263158],0
s3,1,0.013849,6.057241,[47 49] ; [16 40],[39.78947368 56.21052632] ; [23.21052632 32.78947368],0
n6,1,0.019399,5.465143,[76 21] ; [34 22],[69.73856209 27.26143791] ; [40.26143791 15.73856209],0
p3,1,0.020394,5.37782,[38 59] ; [12 45],[31.49350649 65.50649351] ; [18.50649351 38.49350649],0
d2,1,0.026237,4.940356,[30 67] ; [27 28],[36.375 60.625] ; [20.625 34.375],0
p1,1,0.026722,4.908691,[ 4 93] ; [ 8 49],[ 7.55844156 89.44155844] ; [ 4.44155844 52.55844156],0
s2,1,0.036262,4.384724,[40 57] ; [14 43],[34.01298701 62.98701299] ; [19.98701299 37.01298701],0
v1,1,0.043294,4.083869,[39 54] ; [14 41],[33.30405405 59.69594595] ; [19.69594595 35.30405405],0
b1,1,0.044671,4.031001,[35 62] ; [30 27],[40.94155844 56.05844156] ; [24.05844156 32.94155844],0
