Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.024449,5.0625,[26 28] ; [ 6 21],[21.33333333 32.66666667] ; [10.66666667 16.33333333],0
p11,1,0.024859,5.033673,[34 21] ; [24  4],[38.43373494 16.56626506] ; [19.56626506  8.43373494],0
u3,1,0.075929,3.149952,[17  4] ; [5 5],[14.90322581  6.09677419] ; [7.09677419 2.90322581],0
n6,1,0.110621,2.545326,[33 21] ; [22  6],[36.2195122 17.7804878] ; [18.7804878  9.2195122],0
d4,1,0.12563,2.345687,[47  8] ; [20  8],[44.39759036 10.60240964] ; [22.60240964  5.39759036],0
d2,1,0.131574,2.273839,[23 32] ; [ 7 21],[19.87951807 35.12048193] ; [10.12048193 17.87951807],0
v1,1,0.134987,2.234198,[22 29] ; [17 11],[25.17721519 25.82278481] ; [13.82278481 14.17721519],0
d3,1,0.151888,2.053185,[40 15] ; [16 12],[37.10843373 17.89156627] ; [18.89156627  9.10843373],0
s8,1,0.181026,1.789179,[21 34] ; [15 13],[23.85542169 31.14457831] ; [12.14457831 15.85542169],0
v2,1,0.201259,1.633214,[22 28] ; [16 11],[24.67532468 25.32467532] ; [13.32467532 13.67532468],0
a7,1,0.202737,1.622546,[38 17] ; [23  5],[40.42168675 14.57831325] ; [20.57831325  7.42168675],0
a8,1,0.203963,1.613767,[ 1 50] ; [ 2 23],[ 2.01315789 48.98684211] ; [ 0.98684211 24.01315789],0
p1,1,0.218986,1.511006,[ 9 44] ; [ 2 26],[ 7.19753086 45.80246914] ; [ 3.80246914 24.19753086],0
b4,1,0.222445,1.488529,[37 18] ; [15 13],[34.45783133 20.54216867] ; [17.54216867 10.45783133],0
d1,1,0.244288,1.355675,[31 24] ; [12 16],[28.4939759 26.5060241] ; [14.5060241 13.4939759],0
p10,1,0.261213,1.262315,[36 18] ; [22  6],[38.19512195 15.80487805] ; [19.80487805  8.19512195],0
s4,1,0.265682,1.238907,[16 39] ; [ 5 23],[13.91566265 41.08433735] ; [ 7.08433735 20.91566265],0
s7,1,0.283183,1.15175,[19 32] ; [13 13],[21.19480519 29.80519481] ; [10.80519481 15.19480519],0
p9,1,0.299811,1.075037,[41 13] ; [24  4],[42.80487805 11.19512195] ; [22.19512195  5.80487805],0
r4,1,0.302425,1.063471,[48  7] ; [22  6],[46.38554217  8.61445783] ; [23.61445783  4.38554217],0
s6,1,0.329672,0.950185,[41 14] ; [18 10],[39.09638554 15.90361446] ; [19.90361446  8.09638554],0
d5,1,0.342959,0.899338,[40 15] ; [23  5],[41.74698795 13.25301205] ; [21.25301205  6.74698795],0
n3,1,0.357197,0.847724,[10  4] ; [3 3],[9.1 4.9] ; [3.9 2.1],0
p4,1,0.361551,0.8325,[38 17] ; [22  6],[39.75903614 15.24096386] ; [20.24096386  7.75903614],0
a4,1,0.375356,0.785858,[19 36] ; [ 7 21],[17.22891566 37.77108434] ; [ 8.77108434 19.22891566],0
a6,1,0.391855,0.733179,[32 23] ; [19  9],[33.79518072 21.20481928] ; [17.20481928 10.79518072],0
b5,1,0.395547,0.721823,[30 25] ; [18 10],[31.80722892 23.19277108] ; [16.19277108 11.80722892],0
b3,1,0.402023,0.702266,[ 8 21] ; [6 9],[ 9.22727273 19.77272727] ; [ 4.77272727 10.22727273],0
