Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.006069,7.529772,[35  6] ; [27 19],[29.2183908 11.7816092] ; [32.7816092 13.2183908],0
a5,1,0.027034,4.888613,[30 11] ; [23 23],[24.97701149 16.02298851] ; [28.02298851 17.97701149],0
a3,1,0.038726,4.27284,[31 10] ; [25 21],[26.3908046 14.6091954] ; [29.6091954 16.3908046],0
s4,1,0.055101,3.679021,[11 30] ; [ 5 41],[ 7.54022989 33.45977011] ; [ 8.45977011 37.54022989],0
n5,1,0.083713,2.991304,[16 24] ; [27 19],[20. 20.] ; [23. 23.],0
p9,1,0.083822,2.989183,[32  9] ; [28 18],[28.27586207 12.72413793] ; [31.72413793 14.27586207],0
d4,1,0.084595,2.974325,[33  8] ; [28 16],[29.42352941 11.57647059] ; [31.57647059 12.42352941],0
s5,1,0.099323,2.716377,[12 28] ; [ 7 39],[ 8.8372093 31.1627907] ; [10.1627907 35.8372093],0
p6,1,0.103745,2.647003,[17 22] ; [12 33],[13.46428571 25.53571429] ; [15.53571429 29.46428571],0
p8,1,0.119182,2.428044,[26 15] ; [21 24],[22.40697674 18.59302326] ; [24.59302326 20.40697674],0
v3,1,0.120399,2.412122,[12 27] ; [ 7 36],[ 9.03658537 29.96341463] ; [ 9.96341463 33.03658537],0
p4,1,0.125899,2.342358,[28 13] ; [24 22],[24.50574713 16.49425287] ; [27.49425287 18.50574713],0
r2,1,0.154122,2.030976,[35  6] ; [32 12],[32.31764706  8.68235294] ; [34.68235294  9.31764706],0
p10,1,0.156213,2.010512,[30 11] ; [27 19],[26.86206897 14.13793103] ; [30.13793103 15.86206897],0
a2,1,0.172667,1.859631,[10 31] ; [ 6 40],[ 7.54022989 33.45977011] ; [ 8.45977011 37.54022989],0
d1,1,0.174701,1.842132,[22 19] ; [18 28],[18.85057471 22.14942529] ; [21.14942529 24.85057471],0
r1,1,0.18677,1.742917,[32  9] ; [30 16],[29.2183908 11.7816092] ; [32.7816092 13.2183908],0
b1,1,0.224379,1.47614,[30 11] ; [28 18],[27.33333333 13.66666667] ; [30.66666667 15.33333333],0
v1,1,0.249314,1.327143,[19 22] ; [15 29],[16.4 24.6] ; [17.6 26.4],0
p1,1,0.25288,1.307323,[ 3 38] ; [ 1 45],[ 1.88505747 39.11494253] ; [ 2.11494253 43.88505747],0
p2,1,0.253875,1.301851,[35  6] ; [34 11],[32.89534884  8.10465116] ; [36.10465116  8.89534884],0
p5,1,0.334178,0.932638,[ 4 37] ; [ 2 43],[ 2.86046512 38.13953488] ; [ 3.13953488 41.86046512],0
v4,1,0.344063,0.895233,[38  3] ; [38  6],[36.65882353  4.34117647] ; [39.34117647  4.65882353],0
u2,1,0.362953,0.827651,[9 1] ; [16  5],[8.06451613 1.93548387] ; [16.93548387  4.06451613],0
r3,1,0.381315,0.766457,[38  3] ; [40  6],[36.75862069  4.24137931] ; [41.24137931  4.75862069],0
a8,1,0.388489,0.743666,[ 3 34] ; [ 6 36],[ 4.21518987 32.78481013] ; [ 4.78481013 37.21518987],0
a4,1,0.40012,0.707965,[16 25] ; [14 32],[14.13793103 26.86206897] ; [15.86206897 30.13793103],0
d2,1,0.429099,0.625261,[18 23] ; [16 29],[16.20930233 24.79069767] ; [17.79069767 27.20930233],0
v2,1,0.438781,0.599467,[21 18] ; [19 23],[19.25925926 19.74074074] ; [20.74074074 21.25925926],0
s7,1,0.444144,0.585552,[16 21] ; [15 28],[14.3375 22.6625] ; [16.6625 26.3375],0
a7,1,0.470494,0.520816,[28 13] ; [28 18],[26.3908046 14.6091954] ; [29.6091954 16.3908046],0
d5,1,0.48767,0.481662,[31 10] ; [31 14],[29.55813953 11.44186047] ; [32.44186047 12.55813953],0
b3,1,0.524758,0.404532,[ 6 21] ; [ 4 22],[ 5.09433962 21.90566038] ; [ 4.90566038 21.09433962],0
b2,1,0.524758,0.404532,[ 6 21] ; [ 4 22],[ 5.09433962 21.90566038] ; [ 4.90566038 21.09433962],0
b5,1,0.532802,0.389044,[25 16] ; [31 15],[26.3908046 14.6091954] ; [29.6091954 16.3908046],0
a6,1,0.534294,0.386218,[29 12] ; [29 16],[27.65116279 13.34883721] ; [30.34883721 14.65116279],0
p11,1,0.553638,0.35084,[27 14] ; [33 13],[28.27586207 12.72413793] ; [31.72413793 14.27586207],0
u3,1,0.592097,0.287081,[7 3] ; [12  8],[6.33333333 3.66666667] ; [12.66666667  7.33333333],0
u1,1,0.592641,0.286239,[ 5 36] ; [ 4 42],[ 4.24137931 36.75862069] ; [ 4.75862069 41.24137931],0
s2,1,0.59334,0.285159,[15 26] ; [19 26],[16.20930233 24.79069767] ; [17.79069767 27.20930233],0
s3,1,0.613719,0.254795,[22 19] ; [26 18],[23.15294118 17.84705882] ; [24.84705882 19.15294118],0
n2,1,0.618757,0.247619,[6 2] ; [15  3],[6.46153846 1.53846154] ; [14.53846154  3.46153846],0
d3,1,0.66739,0.18467,[27 14] ; [27 17],[26.04705882 14.95294118] ; [27.95294118 16.04705882],0
b4,1,0.788654,0.071855,[22 19] ; [26 20],[22.62068966 18.37931034] ; [25.37931034 20.62068966],0
n1,1,0.818733,0.052521,[2 6] ; [ 5 12],[2.24 5.76] ; [ 4.76 12.24],0
s6,1,0.828612,0.046864,[25 16] ; [27 19],[24.50574713 16.49425287] ; [27.49425287 18.50574713],0
s8,1,0.860872,0.030717,[15 26] ; [16 30],[14.6091954 26.3908046] ; [16.3908046 29.6091954],0
n3,1,0.882832,0.021721,[6 2] ; [13  5],[5.84615385 2.15384615] ; [13.15384615  4.84615385],0
a1,1,0.906167,0.013894,[ 2 39] ; [ 2 44],[ 1.88505747 39.11494253] ; [ 2.11494253 43.88505747],0
n4,1,0.92914,0.007908,[21 20] ; [24 22],[21.20689655 19.79310345] ; [23.79310345 22.20689655],0
p12,1,0.934358,0.006784,[ 1 40] ; [ 1 45],[ 0.94252874 40.05747126] ; [ 1.05747126 44.94252874],0
