Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,40.426144,[10 35] ; [65 16],[26.78571429 18.21428571] ; [48.21428571 32.78571429],1
u3,1,0.002131,9.433349,[12  8] ; [ 7 29],[ 6.78571429 13.21428571] ; [12.21428571 23.78571429],0
d3,1,0.009148,6.793766,[30 14] ; [35 45],[23.06451613 20.93548387] ; [41.93548387 38.06451613],0
n1,1,0.017557,5.639808,[ 2 16] ; [14 18],[ 5.76 12.24] ; [10.24 21.76],0
a7,1,0.023121,5.15941,[31 13] ; [40 41],[24.992 19.008] ; [46.008 34.992],0
p9,1,0.045511,3.999609,[25 18] ; [59 19],[29.85123967 13.14876033] ; [54.14876033 23.85123967],0
p10,1,0.062562,3.468133,[22 22] ; [53 26],[26.82926829 17.17073171] ; [48.17073171 30.82926829],0
a6,1,0.0663,3.372325,[19 26] ; [48 33],[23.92857143 21.07142857] ; [43.07142857 37.92857143],0
p11,1,0.077502,3.116522,[24 21] ; [56 25],[28.57142857 16.42857143] ; [51.42857143 29.57142857],0
p4,1,0.09831,2.732742,[14 31] ; [37 43],[18.36 26.64] ; [32.64 47.36],0
s2,1,0.104513,2.635294,[12 33] ; [12 69],[ 8.57142857 36.42857143] ; [15.42857143 65.57142857],0
p5,1,0.106232,2.609394,[ 2 43] ; [11 70],[ 4.64285714 40.35714286] ; [ 8.35714286 72.64285714],0
s5,1,0.107435,2.591556,[10 35] ; [ 9 70],[ 6.89516129 38.10483871] ; [12.10483871 66.89516129],0
b1,1,0.134481,2.24,[24 21] ; [32 49],[20. 25.] ; [36. 45.],0
n6,1,0.187197,1.739542,[30 15] ; [62 18],[33.12 11.88] ; [58.88 21.12],0
a4,1,0.218379,1.514989,[12 33] ; [30 50],[15.12 29.88] ; [26.88 53.12],0
b5,1,0.27757,1.178947,[30 15] ; [46 35],[27.14285714 17.85714286] ; [48.85714286 32.14285714],0
b2,1,0.282663,1.154244,[ 7 16] ; [21 27],[ 9.07042254 13.92957746] ; [18.92957746 29.07042254],0
b3,1,0.282663,1.154244,[ 7 16] ; [21 27],[ 9.07042254 13.92957746] ; [18.92957746 29.07042254],0
s8,1,0.293923,1.101565,[ 8 37] ; [ 9 72],[ 6.07142857 38.92857143] ; [10.92857143 70.07142857],0
n2,1,0.350826,0.870467,[10  8] ; [22 10],[11.52  6.48] ; [20.48 11.52],0
r3,1,0.351329,0.868651,[36  9] ; [58 22],[33.84 11.16] ; [60.16 19.84],0
u2,1,0.352423,0.864713,[10 10] ; [13 22],[ 8.36363636 11.63636364] ; [14.63636364 20.36363636],0
v4,1,0.371093,0.8,[37  8] ; [61 20],[35. 10.] ; [63. 18.],0
d5,1,0.39974,0.709108,[31 13] ; [51 30],[28.864 15.136] ; [53.136 27.864],0
a2,1,0.415447,0.663158,[ 3 42] ; [ 9 72],[ 4.28571429 40.71428571] ; [ 7.71428571 73.28571429],0
p1,1,0.415447,0.663158,[ 3 42] ; [ 9 72],[ 4.28571429 40.71428571] ; [ 7.71428571 73.28571429],0
a5,1,0.425498,0.635081,[20 25] ; [42 39],[22.14285714 22.85714286] ; [39.85714286 41.14285714],0
s6,1,0.462429,0.54001,[17 27] ; [26 55],[15.136 28.864] ; [27.864 53.136],0
r4,1,0.489777,0.477016,[24 21] ; [38 43],[22.14285714 22.85714286] ; [39.85714286 41.14285714],0
d4,1,0.50376,0.447007,[31 14] ; [51 30],[29.28571429 15.71428571] ; [52.71428571 28.28571429],0
v2,1,0.528859,0.396584,[14 31] ; [29 50],[15.60483871 29.39516129] ; [27.39516129 51.60483871],0
s1,1,0.544527,0.367213,[ 2 43] ; [ 2 79],[ 1.42857143 43.57142857] ; [ 2.57142857 78.42857143],0
p8,1,0.57794,0.309576,[18 27] ; [28 52],[16.56 28.44] ; [29.44 50.56],0
d2,1,0.613487,0.255129,[18 27] ; [28 51],[16.69354839 28.30645161] ; [29.30645161 49.69354839],0
n3,1,0.630428,0.231481,[10  8] ; [20 12],[10.8  7.2] ; [19.2 12.8],0
v1,1,0.631785,0.229648,[13 31] ; [27 53],[14.19354839 29.80645161] ; [25.80645161 54.19354839],0
d1,1,0.640616,0.217937,[18 27] ; [29 52],[16.78571429 28.21428571] ; [30.21428571 50.78571429],0
p3,1,0.675743,0.174957,[13 32] ; [26 54],[14.04 30.96] ; [24.96 55.04],0
u1,1,0.68486,0.164706,[ 3 42] ; [ 4 77],[ 2.5 42.5] ; [ 4.5 76.5],0
a1,1,0.694288,0.154483,[ 3 42] ; [ 7 74],[ 3.57142857 41.42857143] ; [ 6.42857143 74.57142857],0
b4,1,0.729353,0.119707,[23 22] ; [44 37],[23.92857143 21.07142857] ; [43.07142857 37.92857143],0
r2,1,0.738175,0.111737,[32 11] ; [58 23],[31.20967742 11.79032258] ; [58.79032258 22.20967742],0
s7,1,0.797765,0.06566,[ 9 34] ; [17 57],[ 9.55555556 33.44444444] ; [16.44444444 57.55555556],0
s4,1,0.803017,0.062222,[ 7 38] ; [14 67],[ 7.5 37.5] ; [13.5 67.5],0
v3,1,0.80717,0.059574,[12 33] ; [20 61],[11.42857143 33.57142857] ; [20.57142857 60.42857143],0
