Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5e-06,20.74667,[ 8 38] ; [30 17],[18.79569892 27.20430108] ; [19.20430108 27.79569892],1
v1,1,0.00016,14.256567,[12 33] ; [31 16],[21.0326087 23.9673913] ; [21.9673913 25.0326087],1
r1,1,0.000609,11.749226,[24 22] ; [40  7],[31.65591398 14.34408602] ; [32.34408602 14.65591398],1
r3,1,0.006647,7.366003,[37  9] ; [46  1],[41.05376344  4.94623656] ; [41.94623656  5.05376344],0
r4,1,0.007459,7.158964,[32 14] ; [43  4],[37.09677419  8.90322581] ; [37.90322581  9.09677419],0
a5,1,0.015741,5.83162,[22 24] ; [34 13],[27.69892473 18.30107527] ; [28.30107527 18.69892473],0
a3,1,0.022179,5.231721,[18 27] ; [30 17],[23.47826087 21.52173913] ; [24.52173913 22.47826087],0
n5,1,0.057508,3.607843,[30 16] ; [38  8],[34. 12.] ; [34. 12.],0
r2,1,0.063252,3.45,[37  9] ; [43  3],[40.  6.] ; [40.  6.],0
n4,1,0.075205,3.165591,[27 19] ; [35 11],[31. 15.] ; [31. 15.],0
d2,1,0.092928,2.822907,[ 7 39] ; [14 33],[10.38709677 35.61290323] ; [10.61290323 36.38709677],0
d1,1,0.096667,2.759681,[ 1 45] ; [ 5 42],[ 2.96774194 43.03225806] ; [ 3.03225806 43.96774194],0
s7,1,0.114833,2.48641,[20 26] ; [27 18],[23.75824176 22.24175824] ; [23.24175824 21.75824176],0
p12,1,0.116628,2.462036,[ 3 42] ; [ 8 38],[ 5.43956044 39.56043956] ; [ 5.56043956 40.43956044],0
b4,1,0.118948,2.431124,[23 23] ; [31 16],[26.70967742 19.29032258] ; [27.29032258 19.70967742],0
u2,1,0.155158,2.020793,[12 16] ; [11  6],[14.31111111 13.68888889] ; [8.68888889 8.31111111],0
b5,1,0.156248,2.010169,[32 14] ; [26 21],[28.68817204 17.31182796] ; [29.31182796 17.68817204],0
a7,1,0.166105,1.917748,[27 19] ; [34 13],[30.17204301 15.82795699] ; [30.82795699 16.17204301],0
s1,1,0.167693,1.903448,[ 4 42] ; [ 1 45],[ 2.5 43.5] ; [ 2.5 43.5],0
p3,1,0.178822,1.807383,[22 24] ; [29 18],[25.22580645 20.77419355] ; [25.77419355 21.22580645],0
p11,1,0.180715,1.79173,[34 12] ; [40  7],[36.60215054  9.39784946] ; [37.39784946  9.60215054],0
a4,1,0.213454,1.547841,[ 6 39] ; [11 36],[ 8.31521739 36.68478261] ; [ 8.68478261 38.31521739],0
s8,1,0.238182,1.391322,[16 30] ; [22 25],[18.79569892 27.20430108] ; [19.20430108 27.79569892],0
a2,1,0.2503,1.321626,[ 2 44] ; [ 5 42],[ 3.46236559 42.53763441] ; [ 3.53763441 43.46236559],0
a6,1,0.25277,1.307931,[25 21] ; [31 16],[27.69892473 18.30107527] ; [28.30107527 18.69892473],0
n3,1,0.263552,1.25,[5 4] ; [5 1],[6. 3.] ; [4. 2.],0
u1,1,0.317166,1.000599,[ 1 45] ; [ 3 44],[ 1.97849462 44.02150538] ; [ 2.02150538 44.97849462],0
s3,1,0.356379,0.850612,[22 21] ; [28 18],[24.15730337 18.84269663] ; [25.84269663 20.15730337],0
n6,1,0.372753,0.794467,[37  9] ; [41  6],[38.58064516  7.41935484] ; [39.41935484  7.58064516],0
s5,1,0.441727,0.591792,[12 32] ; [16 30],[13.68888889 30.31111111] ; [14.31111111 31.68888889],0
d3,1,0.44178,0.591655,[16 30] ; [20 27],[17.80645161 28.19354839] ; [18.19354839 28.80645161],0
v4,1,0.459292,0.547619,[41  5] ; [43  3],[42.  4.] ; [42.  4.],0
n1,1,0.518605,0.416667,[3 6] ; [3 3],[3.6 5.4] ; [2.4 3.6],0
p4,1,0.519424,0.415038,[27 19] ; [30 16],[28.5 17.5] ; [28.5 17.5],0
s4,1,0.561568,0.336996,[ 8 38] ; [ 6 40],[ 7. 39.] ; [ 7. 39.],0
p10,1,0.582237,0.302632,[37  9] ; [39  7],[38.  8.] ; [38.  8.],0
b1,1,0.592979,0.285716,[19 27] ; [22 25],[20.27956989 25.72043011] ; [20.72043011 26.27956989],0
u3,1,0.608757,0.261988,[11 17] ; [8 9],[11.82222222 16.17777778] ; [7.17777778 9.82222222],0
p1,1,0.635385,0.224829,[ 8 38] ; [10 37],[ 8.90322581 37.09677419] ; [ 9.09677419 37.90322581],0
p2,1,0.635385,0.224829,[38  8] ; [37 10],[37.09677419  8.90322581] ; [37.90322581  9.09677419],0
s2,1,0.673199,0.177882,[21 24] ; [24 23],[22.01086957 22.98913043] ; [22.98913043 24.01086957],0
a8,1,0.724632,0.124098,[ 4 39] ; [ 5 38],[ 4.5 38.5] ; [ 4.5 38.5],0
p7,1,0.764651,0.089628,[32 13] ; [34 12],[32.63736264 12.36263736] ; [33.36263736 12.63736264],0
