Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,90.057616,[129  41] ; [ 29 107],[87.77777778 82.22222222] ; [70.22222222 65.77777778],1
s2,1,0.0,67.8386,[130  42] ; [38 96],[94.43137255 77.56862745] ; [73.56862745 60.43137255],1
s3,1,0.0,43.396653,[122  48] ; [45 88],[93.69636964 76.30363036] ; [73.30363036 59.69636964],1
s6,1,0.0,41.645784,[146  23] ; [70 63],[120.87417219  48.12582781] ; [95.12582781 37.87417219],1
s5,1,5e-06,20.993726,[83 84] ; [ 32 102],[ 63.80398671 103.19601329] ; [51.19601329 82.80398671],1
a3,1,2.1e-05,18.098809,[147  25] ; [88 48],[131.23376623  40.76623377] ; [103.76623377  32.23376623],1
u1,1,0.000234,13.533918,[ 52 121] ; [ 17 119],[ 38.63106796 134.36893204] ; [ 30.36893204 105.63106796],1
p6,1,0.001052,10.733333,[92 77] ; [46 84],[78. 91.] ; [60. 70.],0
d2,1,0.002296,9.296095,[104  68] ; [58 77],[90.76221498 81.23778502] ; [71.23778502 63.76221498],0
n5,1,0.002358,9.247959,[149  21] ; [100  35],[138.78688525  31.21311475] ; [110.21311475  24.78688525],0
v3,1,0.00242,9.199816,[115  55] ; [66 65],[102.22591362  67.77408638] ; [78.77408638 52.22591362],0
a5,1,0.003478,8.537897,[147  26] ; [97 39],[136.60841424  36.39158576] ; [107.39158576  28.60841424],0
n4,1,0.003674,8.438136,[150  22] ; [101  35],[140.16883117  31.83116883] ; [110.83116883  25.16883117],0
a2,1,0.005516,7.702104,[ 56 117] ; [ 25 111],[ 45.34951456 127.65048544] ; [ 35.65048544 100.34951456],0
u2,1,0.019577,5.449249,[19  7] ; [21 26],[14.24657534 11.75342466] ; [25.75342466 21.24657534],0
a8,1,0.020926,5.332955,[ 31 118] ; [ 13 111],[ 24.01465201 124.98534799] ; [ 19.98534799 104.01465201],0
p4,1,0.024668,5.047066,[123  48] ; [80 54],[113.81311475  57.18688525] ; [89.18688525 44.81311475],0
p7,1,0.048044,3.908459,[127  39] ; [88 45],[119.36454849  46.63545151] ; [95.63545151 37.36454849],0
n6,1,0.049886,3.845274,[153  16] ; [112  23],[147.31907895  21.68092105] ; [117.68092105  17.31907895],0
r2,1,0.070733,3.265918,[165   5] ; [124  10],[161.61184211   8.38815789] ; [127.38815789   6.61184211],0
p3,1,0.078585,3.093924,[109  63] ; [71 62],[101.50819672  70.49180328] ; [78.49180328 54.50819672],0
p5,1,0.082803,3.009006,[ 30 143] ; [ 14 121],[ 24.71428571 148.28571429] ; [ 19.28571429 115.71428571],0
u4,1,0.119925,2.4183,[  8 165] ; [  2 134],[  5.5987055 167.4012945] ; [  4.4012945 131.5987055],0
r4,1,0.141135,2.165541,[163  10] ; [122  14],[159.5631068  13.4368932] ; [125.4368932  10.5631068],0
p12,1,0.153918,2.032986,[ 23 149] ; [ 11 123],[ 19.11111111 152.88888889] ; [ 14.88888889 119.11111111],0
u3,1,0.1542,2.030205,[19  7] ; [27 21],[16.16216216  9.83783784] ; [29.83783784 18.16216216],0
a4,1,0.183525,1.768845,[89 83] ; [60 76],[83.20779221 88.79220779] ; [65.79220779 70.20779221],0
p1,1,0.208939,1.578764,[ 20 152] ; [ 10 126],[ 16.75324675 155.24675325] ; [ 13.24675325 122.75324675],0
s4,1,0.220152,1.503378,[ 26 146] ; [ 14 121],[ 22.41042345 149.58957655] ; [ 17.58957655 117.41042345],0
a6,1,0.258323,1.277722,[121  50] ; [88 48],[116.41368078  54.58631922] ; [92.58631922 43.41368078],0
p11,1,0.287329,1.132095,[141  32] ; [117  19],[144.44660194  28.55339806] ; [113.55339806  22.44660194],0
a1,1,0.290903,1.115436,[ 11 162] ; [  5 131],[  8.9579288 164.0420712] ; [  7.0420712 128.9579288],0
d1,1,0.294082,1.100838,[118  55] ; [85 51],[113.65372168  59.34627832] ; [89.34627832 46.65372168],0
p10,1,0.303298,1.059639,[148  22] ; [111  23],[144.83552632  25.16447368] ; [114.16447368  19.83552632],0
d4,1,0.327941,0.957013,[152  20] ; [115  21],[149.1038961  22.8961039] ; [117.8961039  18.1038961],0
p8,1,0.333232,0.936298,[104  64] ; [75 58],[99.90697674 68.09302326] ; [79.09302326 53.90697674],0
n2,1,0.34302,0.899113,[24  5] ; [18  7],[22.55555556  6.44444444] ; [19.44444444  5.55555556],0
s1,1,0.355858,0.852459,[  7 163] ; [  3 132],[  5.57377049 164.42622951] ; [  4.42622951 130.57377049],0
r1,1,0.363212,0.826759,[147  25] ; [111  25],[144.07792208  27.92207792] ; [113.92207792  22.07792208],0
p2,1,0.398993,0.711358,[154  19] ; [115  19],[151.58631922  21.41368078] ; [117.41368078  16.58631922],0
d3,1,0.399317,0.710381,[130  42] ; [97 39],[126.76623377  45.23376623] ; [100.23376623  35.76623377],0
p9,1,0.449645,0.571547,[154  17] ; [117  17],[151.93770492  19.06229508] ; [119.06229508  14.93770492],0
v4,1,0.478072,0.503258,[166   5] ; [129   6],[164.85294118   6.14705882] ; [130.14705882   4.85294118],0
n1,1,0.510348,0.433354,[13 16] ; [ 9 16],[11.81481481 17.18518519] ; [10.18518519 14.81481481],0
d5,1,0.586772,0.295414,[148  24] ; [114  22],[146.31168831  25.68831169] ; [115.68831169  20.31168831],0
b5,1,0.589862,0.290559,[112  61] ; [84 52],[109.73462783  63.26537217] ; [86.26537217 49.73462783],0
a7,1,0.674975,0.175837,[128  45] ; [97 38],[126.37987013  46.62012987] ; [98.62012987 36.37987013],0
n3,1,0.737497,0.112339,[20  9] ; [19  7],[20.56363636  8.43636364] ; [18.43636364  7.56363636],0
b1,1,0.827225,0.047638,[ 59 114] ; [48 88],[ 59.90614887 113.09385113] ; [47.09385113 88.90614887],0
b4,1,0.861268,0.030541,[106  67] ; [82 54],[105.25566343  67.74433657] ; [82.74433657 53.25566343],0
b2,1,0.933285,0.007008,[54 75] ; [31 42],[54.28217822 74.71782178] ; [30.71782178 42.28217822],0
b3,1,0.933285,0.007008,[54 75] ; [31 42],[54.28217822 74.71782178] ; [30.71782178 42.28217822],0
r3,1,0.944198,0.004899,[168   4] ; [133   3],[168.09090909   3.90909091] ; [132.90909091   3.09090909],0
