Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,148.321951,[401  40] ; [52 73],[352.95583039  88.04416961] ; [100.04416961  24.95583039],1
p4,1,7e-06,20.19589,[300 139] ; [58 67],[278.65602837 160.34397163] ; [79.34397163 45.65602837],1
v1,1,1e-05,19.473843,[262 171] ; [45 74],[240.81702899 192.18297101] ; [66.18297101 52.81702899],1
p3,1,4.4e-05,16.711003,[246 194] ; [44 81],[225.84070796 214.15929204] ; [64.15929204 60.84070796],1
p10,1,0.000191,13.917612,[383  55] ; [89 32],[369.83184258  68.16815742] ; [102.16815742  18.83184258],1
a2,1,0.000269,13.273457,[149 293] ; [ 21 104],[132.52204586 309.47795414] ; [37.47795414 87.52204586],1
s7,1,0.000508,12.087756,[222 192] ; [44 79],[205.0726257 208.9273743] ; [60.9273743 62.0726257],1
a5,1,0.001109,10.635945,[346  96] ; [80 45],[332.08465608 109.91534392] ; [93.91534392 31.08465608],0
a4,1,0.001453,10.136789,[215 225] ; [41 84],[199.36283186 240.63716814] ; [56.63716814 68.36283186],0
p8,1,0.004041,8.265282,[250 183] ; [54 71],[235.89964158 197.10035842] ; [68.10035842 56.89964158],0
s2,1,0.004632,8.01792,[241 193] ; [51 73],[227.11111111 206.88888889] ; [64.88888889 59.11111111],0
u1,1,0.005921,7.574338,[116 326] ; [ 18 107],[104.45855379 337.54144621] ; [29.54144621 95.45855379],0
a6,1,0.007826,7.072964,[347  94] ; [84 41],[335.81448763 105.18551237] ; [95.18551237 29.81448763],0
s8,1,0.010012,6.632719,[203 233] ; [42 83],[190.40998217 245.59001783] ; [54.59001783 70.40998217],0
s6,1,0.01082,6.494678,[311 120] ; [74 49],[299.52166065 131.47833935] ; [85.47833935 37.52166065],0
p9,1,0.011365,6.407372,[384  51] ; [96 25],[375.53956835  59.46043165] ; [104.46043165  16.53956835],0
r1,1,0.01628,5.772401,[370  68] ; [94 31],[360.98046181  77.01953819] ; [103.01953819  21.98046181],0
n1,1,0.016899,5.70681,[36 43] ; [ 8 28],[30.22608696 48.77391304] ; [13.77391304 22.22608696],0
d1,1,0.019151,5.487692,[291 151] ; [68 57],[279.85537919 162.14462081] ; [79.14462081 45.85537919],0
d2,1,0.019776,5.431546,[232 209] ; [51 74],[220.5 220.5] ; [62.5 62.5],0
p6,1,0.021504,5.285514,[179 258] ; [36 86],[168.07692308 268.92307692] ; [46.92307692 75.07692308],0
p5,1,0.021825,5.259697,[ 62 376] ; [  8 116],[ 54.55516014 383.44483986] ; [ 15.44483986 108.55516014],0
s3,1,0.024488,5.05975,[253 179] ; [58 65],[242.07567568 189.92432432] ; [68.92432432 54.07567568],0
v3,1,0.028415,4.802705,[184 243] ; [38 81],[173.61538462 253.38461538] ; [48.38461538 70.61538462],0
r4,1,0.030592,4.675696,[417  25] ; [111  14],[411.5978836  30.4021164] ; [116.4021164   8.5978836],0
n2,1,0.043848,4.062404,[67 14] ; [23 12],[62.84482759 18.15517241] ; [27.15517241  7.84482759],0
p1,1,0.051345,3.796999,[ 47 393] ; [  6 117],[ 41.42095915 398.57904085] ; [ 11.57904085 111.42095915],0
p11,1,0.054576,3.695007,[363  79] ; [93 32],[355.47089947  86.52910053] ; [100.52910053  24.47089947],0
