Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,66.255581,[ 33 124] ; [67 24],[63.30645161 93.69354839] ; [36.69354839 54.30645161],1
s2,1,0.0,40.516022,[ 47 113] ; [68 29],[71.59533074 88.40466926] ; [43.40466926 53.59533074],1
s6,1,0.0,31.557619,[79 83] ; [82 16],[100.31538462  61.68461538] ; [60.68461538 37.31538462],1
s3,1,0.0,29.030792,[ 60 100] ; [70 27],[80.93385214 79.06614786] ; [49.06614786 47.93385214],1
d2,1,0.000104,15.071212,[63 99] ; [63 36],[78.20689655 83.79310345] ; [47.79310345 51.20689655],1
p3,1,0.001436,10.159263,[ 40 123] ; [43 56],[ 51.63740458 111.36259542] ; [31.36259542 67.63740458],0
u1,1,0.002197,9.376824,[ 19 145] ; [26 73],[ 28.0608365 135.9391635] ; [16.9391635 82.0608365],0
a3,1,0.003945,8.308837,[98 64] ; [77 22],[108.62068966  53.37931034] ; [66.37931034 32.62068966],0
v3,1,0.004286,8.158409,[ 44 112] ; [42 49],[ 54.31578947 101.68421053] ; [31.68421053 59.31578947],0
n6,1,0.004582,8.037637,[117  46] ; [86 13],[126.29389313  36.70610687] ; [76.70610687 22.29389313],0
p9,1,0.007209,7.220036,[109  54] ; [79 17],[118.31660232  44.68339768] ; [69.68339768 26.31660232],0
p12,1,0.008274,6.973164,[  8 155] ; [14 84],[ 13.7394636 149.2605364] ; [ 8.2605364 89.7394636],0
u3,1,0.010502,6.547619,[37 29] ; [19  3],[42. 24.] ; [14.  8.],0
p4,1,0.019515,5.45474,[ 60 103] ; [51 48],[69.05725191 93.94274809] ; [41.94274809 57.05725191],0
p6,1,0.019653,5.442454,[ 15 148] ; [19 80],[ 21.15267176 141.84732824] ; [12.84732824 86.15267176],0
d5,1,0.021264,5.305054,[121  43] ; [85 14],[128.45627376  35.54372624] ; [77.54372624 21.45627376],0
d1,1,0.022078,5.239632,[84 80] ; [65 34],[92.91254753 71.08745247] ; [56.08745247 42.91254753],0
a2,1,0.024526,5.057066,[ 30 134] ; [30 69],[ 37.41444867 126.58555133] ; [22.58555133 76.41444867],0
n5,1,0.025424,4.994763,[100  64] ; [73 25],[108.29007634  55.70992366] ; [64.70992366 33.29007634],0
v4,1,0.028753,4.782355,[146  17] ; [96  3],[150.55725191  12.44274809] ; [91.44274809  7.55725191],0
p10,1,0.032306,4.582203,[103  60] ; [73 23],[110.76447876  52.23552124] ; [65.23552124 30.76447876],0
n4,1,0.034292,4.480073,[113  51] ; [80 19],[120.34980989  43.65019011] ; [72.65019011 26.34980989],0
r4,1,0.055622,3.663327,[144  20] ; [94  5],[148.41064639  15.58935361] ; [89.58935361  9.41064639],0
s5,1,0.092388,2.832257,[ 32 126] ; [27 64],[ 37.437751 120.562249] ; [21.562249 69.437751],0
u2,1,0.171242,1.87204,[36 30] ; [15  6],[38.68965517 27.31034483] ; [12.31034483  8.68965517],0
b1,1,0.198573,1.652837,[ 55 109] ; [41 58],[ 59.86311787 104.13688213] ; [36.13688213 62.86311787],0
a8,1,0.238358,1.390278,[ 11 143] ; [10 76],[ 13.475 140.525] ; [ 7.525 78.475],0
v2,1,0.24012,1.379892,[76 80] ; [53 41],[80.496 75.504] ; [48.504 45.496],0
