Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-06,22.890724,[35  9] ; [41 70],[21.57419355 22.42580645] ; [54.42580645 56.57419355],1
s7,1,1.5e-05,18.799933,[25 18] ; [22 81],[13.84246575 29.15753425] ; [33.15753425 69.84246575],1
s2,1,0.000243,13.462316,[28 16] ; [35 76],[17.88387097 26.11612903] ; [45.11612903 65.88387097],1
p11,1,0.000611,11.743026,[35 10] ; [53 58],[25.38461538 19.61538462] ; [62.61538462 48.38461538],1
s5,1,0.000765,11.324444,[16 26] ; [14 91],[ 8.57142857 33.42857143] ; [21.42857143 83.57142857],1
p10,1,0.001722,9.824888,[34 10] ; [53 54],[25.35099338 18.64900662] ; [61.64900662 45.35099338],0
s3,1,0.007908,7.054112,[30 13] ; [51 60],[22.61688312 20.38311688] ; [58.38311688 52.61688312],0
p9,1,0.010416,6.562387,[36  8] ; [65 43],[29.23684211 14.76315789] ; [71.76315789 36.23684211],0
v1,1,0.011357,6.408518,[26 18] ; [40 69],[18.98039216 25.01960784] ; [47.01960784 61.98039216],0
s4,1,0.012893,6.183784,[12 33] ; [12 99],[ 6.92307692 38.07692308] ; [17.07692308 93.92307692],0
r4,1,0.016927,5.703959,[41  4] ; [82 29],[35.48076923  9.51923077] ; [87.51923077 23.48076923],0
p4,1,0.01966,5.441799,[25 20] ; [38 70],[18.52941176 26.47058824] ; [44.47058824 63.52941176],0
p6,1,0.022156,5.233512,[15 30] ; [17 86],[ 9.72972973 35.27027027] ; [22.27027027 80.72972973],0
p5,1,0.030323,4.690881,[ 5 39] ; [  3 106],[ 2.30065359 41.69934641] ; [  5.69934641 103.30065359],0
d1,1,0.031668,4.616387,[28 17] ; [48 63],[21.92307692 23.07692308] ; [54.07692308 56.92307692],0
r3,1,0.034155,4.486936,[43  2] ; [91 19],[38.90322581  6.09677419] ; [95.09677419 14.90322581],0
p3,1,0.037882,4.310296,[22 23] ; [34 75],[16.36363636 28.63636364] ; [39.63636364 69.36363636],0
d5,1,0.038451,4.284955,[39  6] ; [78 32],[33.96774194 11.03225806] ; [83.03225806 26.96774194],0
p7,1,0.041339,4.162081,[25 17] ; [43 62],[19.42857143 22.57142857] ; [48.57142857 56.42857143],0
u2,1,0.069944,3.284342,[12  2] ; [23 16],[9.24528302 4.75471698] ; [25.75471698 13.24528302],0
p2,1,0.093404,2.814708,[35 10] ; [69 39],[30.58823529 14.41176471] ; [73.41176471 34.58823529],0
d4,1,0.113917,2.499023,[38  7] ; [79 30],[34.18831169 10.81168831] ; [82.81168831 26.18831169],0
n2,1,0.115109,2.482639,[14  2] ; [26 13],[11.63636364  4.36363636] ; [28.36363636 10.63636364],0
b3,1,0.134764,2.236747,[14 20] ; [14 40],[10.81818182 23.18181818] ; [17.18181818 36.81818182],0
b2,1,0.134764,2.236747,[14 20] ; [14 40],[10.81818182 23.18181818] ; [17.18181818 36.81818182],0
p8,1,0.146937,2.103764,[20 25] ; [34 72],[16.09271523 28.90728477] ; [37.90728477 68.09271523],0
p12,1,0.148495,2.087639,[ 2 42] ; [  1 106],[ 0.87417219 43.12582781] ; [  2.12582781 104.87417219],0
u1,1,0.225186,1.47101,[ 6 39] ; [  8 103],[ 4.03846154 40.96153846] ; [  9.96153846 101.03846154],0
n4,1,0.233902,1.416973,[20 25] ; [61 50],[23.36538462 21.63461538] ; [57.63461538 53.36538462],0
a8,1,0.254501,1.298428,[ 5 35] ; [ 7 98],[ 3.31034483 36.68965517] ; [ 8.68965517 96.31034483],0
d3,1,0.256039,1.290049,[32 13] ; [67 42],[28.92857143 16.07142857] ; [70.07142857 38.92857143],0
s1,1,0.308342,1.037764,[ 1 42] ; [  7 102],[ 2.26315789 40.73684211] ; [  5.73684211 103.26315789],0
a4,1,0.318005,0.997136,[14 31] ; [44 67],[16.73076923 28.26923077] ; [41.26923077 69.73076923],0
