Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,9.4e-05,15.250563,[ 3 22] ; [25 16],[10.60606061 14.39393939] ; [17.39393939 23.60606061],1
s3,1,0.000265,13.302817,[17  9] ; [41  1],[22.17647059  3.82352941] ; [35.82352941  6.17647059],1
s8,1,0.000438,12.362705,[ 5 21] ; [27 16],[12.05797101 13.94202899] ; [19.94202899 23.05797101],1
n4,1,0.000441,12.349853,[11 15] ; [35  7],[17.58823529  8.41176471] ; [28.41176471 13.58823529],1
n5,1,0.000857,11.112865,[10 16] ; [33  9],[16.44117647  9.55882353] ; [26.55882353 15.44117647],1
v4,1,0.015735,5.83229,[21  5] ; [42  1],[23.73913043  2.26086957] ; [39.26086957  3.73913043],0
s5,1,0.031809,4.608758,[ 5 21] ; [18 22],[ 9.06060606 16.93939394] ; [13.93939394 26.06060606],0
p2,1,0.047951,3.91171,[14 12] ; [33 10],[17.71014493  8.28985507] ; [29.28985507 13.71014493],0
s6,1,0.052675,3.754214,[19  7] ; [39  4],[21.85507246  4.14492754] ; [36.14492754  6.85507246],0
p6,1,0.053319,3.7339,[ 5 21] ; [18 25],[ 8.66666667 17.33333333] ; [14.33333333 28.66666667],0
s4,1,0.059066,3.563411,[ 3 22] ; [14 29],[ 6.25 18.75] ; [10.75 32.25],0
u2,1,0.065952,3.380994,[3 9] ; [8 5],[5.28 6.72] ; [5.72 7.28],0
a4,1,0.097733,2.742149,[ 8 18] ; [22 21],[11.30434783 14.69565217] ; [18.69565217 24.30434783],0
a8,1,0.118806,2.432996,[ 2 23] ; [ 9 30],[ 4.296875 20.703125] ; [ 6.703125 32.296875],0
b5,1,0.123041,2.378175,[14 12] ; [31 12],[16.95652174  9.04347826] ; [28.04347826 14.95652174],0
r2,1,0.133401,2.252472,[22  4] ; [40  2],[23.70588235  2.29411765] ; [38.29411765  3.70588235],0
n1,1,0.200933,1.635577,[1 5] ; [7 8],[2.28571429 3.71428571] ; [5.71428571 9.28571429],0
b4,1,0.215295,1.535461,[13 13] ; [28 15],[15.44927536 10.55072464] ; [25.55072464 17.44927536],0
a5,1,0.218823,1.512075,[15 11] ; [31 12],[17.33333333  8.66666667] ; [28.66666667 14.33333333],0
u1,1,0.232339,1.426486,[ 4 22] ; [12 31],[ 6.02898551 19.97101449] ; [ 9.97101449 33.02898551],0
b3,1,0.235446,1.407657,[ 3 10] ; [13 18],[4.72727273 8.27272727] ; [11.27272727 19.72727273],0
b2,1,0.235446,1.407657,[ 3 10] ; [13 18],[4.72727273 8.27272727] ; [11.27272727 19.72727273],0
v3,1,0.257516,1.282062,[ 6 19] ; [15 25],[ 8.07692308 16.92307692] ; [12.92307692 27.07692308],0
a3,1,0.258753,1.275418,[14 12] ; [29 14],[16.20289855  9.79710145] ; [26.79710145 16.20289855],0
u3,1,0.262871,1.253571,[6 6] ; [10  4],[7.38461538 4.61538462] ; [8.61538462 5.38461538],0
v1,1,0.263766,1.248881,[10 16] ; [22 20],[12.23529412 13.76470588] ; [19.76470588 22.23529412],0
p1,1,0.284942,1.143366,[ 1 24] ; [ 5 38],[ 2.20588235 22.79411765] ; [ 3.79411765 39.20588235],0
r4,1,0.286703,1.135038,[19  7] ; [36  7],[20.72463768  5.27536232] ; [34.27536232  8.72463768],0
d2,1,0.318198,0.996337,[11 15] ; [23 19],[13. 13.] ; [21. 21.],0
a2,1,0.319688,0.990221,[ 4 22] ; [11 32],[ 5.65217391 20.34782609] ; [ 9.34782609 33.65217391],0
n6,1,0.334519,0.931324,[17  9] ; [32 10],[18.73529412  7.26470588] ; [30.26470588 11.73529412],0
d4,1,0.355422,0.854003,[20  6] ; [36  6],[21.41176471  4.58823529] ; [34.58823529  7.41176471],0
p7,1,0.365135,0.820154,[15 11] ; [19 22],[13.19402985 12.80597015] ; [20.80597015 20.19402985],0
b1,1,0.368013,0.810364,[11 15] ; [23 20],[12.8115942 13.1884058] ; [21.1884058 21.8115942],0
s1,1,0.396914,0.717657,[ 1 25] ; [ 4 39],[ 1.88405797 24.11594203] ; [ 3.11594203 39.88405797],0
d1,1,0.436316,0.605952,[12 14] ; [24 19],[13.56521739 12.43478261] ; [22.43478261 20.56521739],0
a6,1,0.442106,0.59081,[13 13] ; [25 17],[14.52941176 11.47058824] ; [23.47058824 18.52941176],0
n2,1,0.445009,0.583333,[5 1] ; [10  5],[4.28571429 1.71428571] ; [10.71428571  4.28571429],0
d5,1,0.527274,0.399642,[18  8] ; [32 10],[19.11764706  6.88235294] ; [30.88235294 11.11764706],0
r1,1,0.567603,0.326709,[19  7] ; [34  9],[19.97101449  6.02898551] ; [33.02898551  9.97101449],0
d3,1,0.586644,0.295616,[15 11] ; [27 15],[16.05882353  9.94117647] ; [25.94117647 16.05882353],0
v2,1,0.592021,0.2872,[12 13] ; [23 19],[13.05970149 11.94029851] ; [21.94029851 20.05970149],0
a7,1,0.674116,0.176825,[15 11] ; [27 16],[15.82608696 10.17391304] ; [26.17391304 16.82608696],0
p11,1,0.686734,0.162643,[14 12] ; [21 22],[13.1884058 12.8115942] ; [21.8115942 21.1884058],0
p3,1,0.727375,0.121536,[12 14] ; [18 25],[11.30434783 14.69565217] ; [18.69565217 24.30434783],0
n3,1,0.776258,0.080769,[4 2] ; [9 6],[3.71428571 2.28571429] ; [9.28571429 5.71428571],0
r3,1,0.818091,0.052901,[24  2] ; [39  4],[23.73913043  2.26086957] ; [39.26086957  3.73913043],0
p8,1,0.868942,0.027226,[10 16] ; [17 25],[10.32352941 15.67647059] ; [16.67647059 25.32352941],0
p4,1,0.976961,0.000834,[14 12] ; [23 20],[13.94202899 12.05797101] ; [23.05797101 19.94202899],0
