Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,110.422443,[319   4] ; [29 20],[302.16129032  20.83870968] ; [45.83870968  3.16129032],1
r1,1,0.0,75.325386,[267  55] ; [13 37],[242.3655914  79.6344086] ; [37.6344086 12.3655914],1
r2,1,0.0,65.084391,[306  14] ; [28 19],[291.22615804  28.77384196] ; [42.77384196  4.22615804],1
v4,1,0.0,40.435573,[311  12] ; [35 14],[300.42473118  22.57526882] ; [45.57526882  3.42473118],1
a6,1,4.4e-05,16.708198,[235  88] ; [22 28],[222.54959786 100.45040214] ; [34.45040214 15.54959786],1
n6,1,5.3e-05,16.347246,[276  47] ; [31 19],[265.84718499  57.15281501] ; [41.15281501  8.84718499],1
b1,1,0.0001,15.141503,[ 97 226] ; [29 21],[109.10991957 213.89008043] ; [16.89008043 33.10991957],1
d1,1,0.000107,15.001219,[179 144] ; [13 37],[166.26273458 156.73726542] ; [25.73726542 24.26273458],1
v2,1,0.000155,14.309912,[181 129] ; [14 34],[168.8547486 141.1452514] ; [26.1452514 21.8547486],1
p11,1,0.000562,11.898945,[281  42] ; [34 16],[272.77479893  50.22520107] ; [42.22520107  7.77479893],1
d5,1,0.000753,11.35474,[262  61] ; [30 20],[252.85790885  70.14209115] ; [39.14209115 10.85790885],1
p3,1,0.00145,10.140715,[167 156] ; [13 35],[156.7115903 166.2884097] ; [23.2884097 24.7115903],0
p8,1,0.002234,9.346324,[184 133] ; [17 32],[174.09016393 142.90983607] ; [26.90983607 22.09016393],0
p7,1,0.002389,9.223814,[209 110] ; [20 27],[199.59289617 119.40710383] ; [29.40710383 17.59289617],0
p10,1,0.006096,7.521587,[287  36] ; [35 12],[281.0972973  41.9027027] ; [40.9027027  6.0972973],0
a5,1,0.006948,7.286359,[235  88] ; [27 23],[226.87935657  96.12064343] ; [35.12064343 14.87935657],0
a7,1,0.008098,7.011627,[234  89] ; [27 23],[226.01340483  96.98659517] ; [34.98659517 15.01340483],0
d3,1,0.01446,5.981134,[222 101] ; [25 24],[214.46505376 108.53494624] ; [32.53494624 16.46505376],0
n4,1,0.015342,5.87674,[246  77] ; [30 20],[239.00268097  83.99731903] ; [36.99731903 13.00268097],0
s1,1,0.021554,5.281393,[  4 317] ; [ 3 47],[  6.05660377 314.94339623] ; [ 0.94339623 49.05660377],0
p2,1,0.023648,5.120259,[280  42] ; [35 12],[274.87804878  47.12195122] ; [40.12195122  6.87804878],0
p6,1,0.026813,4.902844,[105 213] ; [ 8 39],[ 98.44931507 219.55068493] ; [14.55068493 32.44931507],0
v3,1,0.027197,4.87825,[119 193] ; [11 39],[112.0441989 199.9558011] ; [17.9558011 32.0441989],0
s6,1,0.030272,4.69379,[160 157] ; [17 33],[152.88555858 164.11444142] ; [24.11444142 25.88555858],0
d4,1,0.031856,4.606223,[257  66] ; [33 17],[251.12600536  71.87399464] ; [38.87399464 11.12600536],0
p4,1,0.033867,4.501383,[183 138] ; [20 29],[176.11621622 144.88378378] ; [26.88378378 22.11621622],0
u3,1,0.055828,3.657195,[51 48] ; [ 6 15],[47.025 51.975] ; [ 9.975 11.025],0
a3,1,0.077032,3.126445,[224  97] ; [28 21],[218.62702703 102.37297297] ; [33.37297297 15.62702703],0
a2,1,0.087981,2.910926,[ 65 258] ; [ 5 45],[ 60.61662198 262.38337802] ; [ 9.38337802 40.61662198],0
a1,1,0.089549,2.882466,[ 10 313] ; [ 4 46],[ 12.1233244 310.8766756] ; [ 1.8766756 48.1233244],0
s5,1,0.091253,2.852121,[ 64 250] ; [ 5 44],[ 59.68595041 254.31404959] ; [ 9.31404959 39.68595041],0
n5,1,0.100427,2.698747,[239  82] ; [31 18],[234.24324324  86.75675676] ; [35.75675676 13.24324324],0
s8,1,0.108546,2.575261,[ 93 229] ; [ 9 41],[ 88.29032258 233.70967742] ; [13.70967742 36.29032258],0
a4,1,0.142351,2.152363,[138 183] ; [16 34],[133.24528302 187.75471698] ; [20.75471698 29.24528302],0
d2,1,0.147018,2.10292,[138 184] ; [16 34],[133.30107527 188.69892473] ; [20.69892473 29.30107527],0
