Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001383,10.228187,[ 4 22] ; [54 54],[11.25373134 14.74626866] ; [46.74626866 61.25373134],0
s2,1,0.003104,8.745283,[15 10] ; [33 81],[ 8.63309353 16.36690647] ; [39.36690647 74.63309353],0
s7,1,0.027761,4.842847,[16 10] ; [40 66],[11.03030303 14.96969697] ; [44.96969697 61.03030303],0
s5,1,0.077176,3.123388,[ 9 16] ; [22 90],[ 5.65693431 19.34306569] ; [25.34306569 86.65693431],0
s6,1,0.088631,2.899068,[17  7] ; [58 54],[13.23529412 10.76470588] ; [61.76470588 50.23529412],0
p9,1,0.099352,2.715909,[17  9] ; [90 22],[20.15942029  5.84057971] ; [86.84057971 25.15942029],0
s3,1,0.121831,2.393628,[16  9] ; [53 60],[12.5 12.5] ; [56.5 56.5],0
p6,1,0.124349,2.361668,[ 5 21] ; [39 73],[ 8.28985507 17.71014493] ; [35.71014493 76.28985507],0
b1,1,0.202725,1.622635,[ 7 19] ; [46 68],[ 9.84285714 16.15714286] ; [43.15714286 70.84285714],0
u1,1,0.209562,1.574449,[ 2 24] ; [  3 111],[ 0.92857143 25.07142857] ; [  4.07142857 109.92857143],0
p11,1,0.209562,1.574449,[17  9] ; [88 26],[19.5  6.5] ; [85.5 28.5],0
v3,1,0.256328,1.288481,[ 5 21] ; [34 78],[ 7.34782609 18.65217391] ; [31.65217391 80.34782609],0
p5,1,0.284848,1.143814,[ 1 25] ; [ 12 101],[ 2.43165468 23.56834532] ; [ 10.56834532 102.43165468],0
p4,1,0.315009,1.009556,[12 14] ; [65 49],[14.3 11.7] ; [62.7 51.3],0
n2,1,0.33211,0.940652,[8 1] ; [25  9],[6.90697674 2.09302326] ; [26.09302326  7.90697674],0
d3,1,0.335913,0.925968,[10 15] ; [34 79],[ 7.97101449 17.02898551] ; [36.02898551 76.97101449],0
n1,1,0.370102,0.803322,[2 7] ; [13 21],[3.13953488 5.86046512] ; [11.86046512 22.13953488],0
p1,1,0.383263,0.760209,[ 2 24] ; [16 98],[ 3.34285714 22.65714286] ; [14.65714286 99.34285714],0
u3,1,0.393153,0.729167,[7 7] ; [21 35],[5.6 8.4] ; [22.4 33.6],0
a5,1,0.447973,0.575776,[12 14] ; [62 52],[13.74285714 12.25714286] ; [60.25714286 53.74285714],0
r3,1,0.492441,0.471188,[22  4] ; [101  12],[23.00719424  2.99280576] ; [99.99280576 13.00719424],0
a7,1,0.504574,0.445303,[14 11] ; [72 42],[15.4676259  9.5323741] ; [70.5323741 43.4676259],0
d5,1,0.533398,0.387914,[14 11] ; [56 58],[12.58992806 12.41007194] ; [57.41007194 56.58992806],0
p3,1,0.536541,0.381989,[10 16] ; [51 62],[11.41007194 14.58992806] ; [49.58992806 63.41007194],0
v1,1,0.542499,0.370928,[10 16] ; [50 61],[11.38686131 14.61313869] ; [48.61313869 62.38686131],0
s8,1,0.595688,0.281549,[ 8 18] ; [41 72],[ 9.16546763 16.83453237] ; [39.83453237 73.16546763],0
a6,1,0.646237,0.210678,[14 12] ; [67 47],[15.04285714 10.95714286] ; [65.95714286 48.04285714],0
n5,1,0.650404,0.205391,[20  6] ; [82 31],[19.07913669  6.92086331] ; [82.92086331 30.07913669],0
r4,1,0.663805,0.188934,[20  6] ; [92 22],[20.8  5.2] ; [91.2 22.8],0
a3,1,0.663805,0.188934,[12 14] ; [58 56],[13. 13.] ; [57. 57.],0
n6,1,0.663805,0.188934,[20  6] ; [92 22],[20.8  5.2] ; [91.2 22.8],0
a4,1,0.676485,0.17411,[ 5 21] ; [26 87],[ 5.79856115 20.20143885] ; [25.20143885 87.79856115],0
n3,1,0.753799,0.098366,[7 2] ; [28  6],[7.3255814 1.6744186] ; [27.6744186  6.3255814],0
a2,1,0.756388,0.096241,[ 2 24] ; [ 11 103],[ 2.41428571 23.58571429] ; [ 10.58571429 103.41428571],0
d1,1,0.76482,0.089495,[ 1 25] ; [  6 108],[ 1.3 24.7] ; [  5.7 108.3],0
p8,1,0.787552,0.072626,[12 14] ; [54 56],[12.61764706 13.38235294] ; [53.38235294 56.61764706],0
u2,1,0.810386,0.057566,[6 8] ; [26 30],[6.4 7.6] ; [25.6 30.4],0
b5,1,0.854591,0.033586,[15 11] ; [68 46],[15.41428571 10.58571429] ; [67.58571429 46.41428571],0
p10,1,0.85819,0.031926,[19  7] ; [83 28],[19.35766423  6.64233577] ; [82.64233577 28.35766423],0
b4,1,0.871689,0.026086,[13 13] ; [59 55],[13.37142857 12.62857143] ; [58.62857143 55.37142857],0
v4,1,0.872393,0.025799,[23  2] ; [105   8],[23.1884058  1.8115942] ; [104.8115942   8.1884058],0
n4,1,0.886447,0.020392,[19  7] ; [81 32],[18.70503597  7.29496403] ; [81.29496403 31.70503597],0
p7,1,0.915989,0.011128,[17  9] ; [72 40],[16.76811594  9.23188406] ; [72.23188406 39.76811594],0
d2,1,0.94751,0.004334,[ 6 20] ; [27 87],[ 6.12857143 19.87142857] ; [26.87142857 87.12857143],0
r1,1,0.984145,0.000395,[17  9] ; [73 39],[16.95652174  9.04347826] ; [73.04347826 38.95652174],0
r2,1,0.996088,2.4e-05,[23  3] ; [100  13],[23.00719424  2.99280576] ; [99.99280576 13.00719424],0
