Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.019743,5.434513,[4 7] ; [ 3 34],[1.60416667 9.39583333] ; [ 5.39583333 31.60416667],0
s1,1,0.033698,4.509961,[3 8] ; [ 2 36],[1.12244898 9.87755102] ; [ 3.87755102 34.12244898],0
a3,1,0.043396,4.079915,[9 2] ; [17 19],[6.08510638 4.91489362] ; [19.91489362 16.08510638],0
p2,1,0.073592,3.201021,[3 8] ; [22 16],[5.6122449 5.3877551] ; [19.3877551 18.6122449],0
v1,1,0.078709,3.091362,[6 5] ; [10 28],[3.59183673 7.40816327] ; [12.40816327 25.59183673],0
p1,1,0.084244,2.981056,[3 8] ; [ 3 35],[1.34693878 9.65306122] ; [ 4.65306122 33.34693878],0
d3,1,0.10646,2.605999,[5 6] ; [ 8 30],[2.91836735 8.08163265] ; [10.08163265 27.91836735],0
a6,1,0.113789,2.500797,[7 4] ; [14 24],[4.71428571 6.28571429] ; [16.28571429 21.71428571],0
r2,1,0.147222,2.100804,[9 2] ; [22 16],[6.95918367 4.04081633] ; [24.04081633 13.95918367],0
a5,1,0.155941,2.01315,[7 4] ; [15 23],[4.93877551 6.06122449] ; [17.06122449 20.93877551],0
r4,1,0.162184,1.953748,[3 8] ; [ 4 34],[1.57142857 9.42857143] ; [ 5.42857143 32.57142857],0
a7,1,0.164092,1.936101,[6 5] ; [12 26],[4.04081633 6.95918367] ; [13.95918367 24.04081633],0
p6,1,0.174407,1.844652,[3 8] ; [ 4 33],[1.60416667 9.39583333] ; [ 5.39583333 31.60416667],0
s2,1,0.209123,1.577488,[4 7] ; [ 7 31],[2.46938776 8.53061224] ; [ 8.53061224 29.46938776],0
b3,1,0.209351,1.575906,[4 2] ; [10 16],[2.625 3.375] ; [11.375 14.625],0
b2,1,0.209351,1.575906,[4 2] ; [10 16],[2.625 3.375] ; [11.375 14.625],0
n3,1,0.238271,1.390797,[1 3] ; [12  9],[2.08 1.92] ; [10.92 10.08],0
s7,1,0.26707,1.231736,[4 7] ; [ 7 28],[2.63043478 8.36956522] ; [ 8.36956522 26.63043478],0
n2,1,0.34509,0.891429,[4 1] ; [12  9],[3.07692308 1.92307692] ; [12.92307692  8.07692308],0
d5,1,0.394542,0.724898,[5 6] ; [12 26],[3.81632653 7.18367347] ; [13.18367347 24.81632653],0
p7,1,0.424852,0.636855,[3 8] ; [15 22],[4.125 6.875] ; [13.875 23.125],0
s6,1,0.430179,0.62234,[4 7] ; [ 9 28],[2.97916667 8.02083333] ; [10.02083333 26.97916667],0
d4,1,0.459785,0.546419,[3 8] ; [15 23],[4.04081633 6.95918367] ; [13.95918367 24.04081633],0
p11,1,0.459785,0.546419,[3 8] ; [15 23],[4.04081633 6.95918367] ; [13.95918367 24.04081633],0
p8,1,0.46088,0.543758,[4 7] ; [ 9 27],[3.04255319 7.95744681] ; [ 9.95744681 26.04255319],0
s3,1,0.481924,0.494505,[2 8] ; [11 24],[2.88888889 7.11111111] ; [10.11111111 24.88888889],0
p9,1,0.497225,0.460853,[6 5] ; [15 20],[5.02173913 5.97826087] ; [15.97826087 19.02173913],0
p4,1,0.515936,0.42201,[4 7] ; [10 28],[3.14285714 7.85714286] ; [10.85714286 27.14285714],0
v2,1,0.516339,0.4212,[2 9] ; [ 4 33],[1.375 9.625] ; [ 4.625 32.375],0
u3,1,0.529138,0.396046,[1 1] ; [ 6 15],[0.60869565 1.39130435] ; [ 6.39130435 14.60869565],0
n4,1,0.621176,0.244219,[7 4] ; [21 17],[6.28571429 4.71428571] ; [21.71428571 16.28571429],0
a2,1,0.640982,0.217461,[ 1 10] ; [ 2 36],[ 0.67346939 10.32653061] ; [ 2.32653061 35.67346939],0
p5,1,0.657512,0.19656,[ 1 10] ; [ 2 35],[ 0.6875 10.3125] ; [ 2.3125 34.6875],0
n6,1,0.674975,0.175837,[6 5] ; [18 20],[5.3877551 5.6122449] ; [18.6122449 19.3877551],0
b5,1,0.674975,0.175837,[5 6] ; [20 18],[5.6122449 5.3877551] ; [19.3877551 18.6122449],0
a1,1,0.674975,0.175837,[2 9] ; [ 5 33],[1.57142857 9.42857143] ; [ 5.42857143 32.57142857],0
a4,1,0.695413,0.153288,[3 8] ; [ 8 29],[2.52083333 8.47916667] ; [ 8.47916667 28.52083333],0
b1,1,0.722279,0.12632,[6 5] ; [23 15],[6.51020408 4.48979592] ; [22.48979592 15.51020408],0
v4,1,0.732954,0.116416,[7 4] ; [22 16],[6.51020408 4.48979592] ; [22.48979592 15.51020408],0
u2,1,0.741681,0.108655,[1 1] ; [ 8 13],[0.7826087 1.2173913] ; [ 8.2173913 12.7826087],0
n1,1,0.758742,0.094331,[3 2] ; [11 10],[2.69230769 2.30769231] ; [11.30769231  9.69230769],0
p10,1,0.803584,0.061858,[4 7] ; [15 22],[4.35416667 6.64583333] ; [14.64583333 22.35416667],0
d2,1,0.80744,0.059405,[3 8] ; [ 9 29],[2.69387755 8.30612245] ; [ 9.30612245 28.69387755],0
p3,1,0.835193,0.043283,[2 9] ; [ 8 30],[2.24489796 8.75510204] ; [ 7.75510204 30.24489796],0
s5,1,0.850055,0.035739,[2 9] ; [ 6 32],[1.79591837 9.20408163] ; [ 6.20408163 31.79591837],0
r1,1,0.894893,0.017454,[4 7] ; [13 25],[3.81632653 7.18367347] ; [13.18367347 24.81632653],0
n5,1,0.913781,0.011722,[8 3] ; [27 11],[7.85714286 3.14285714] ; [27.14285714 10.85714286],0
b4,1,0.966384,0.001776,[6 5] ; [21 17],[6.06122449 4.93877551] ; [20.93877551 17.06122449],0
