Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,51.882489,[230  75] ; [40 68],[199.39467312 105.60532688] ; [70.60532688 37.39467312],1
d3,1,0.0,40.183388,[243  63] ; [51 57],[217.30434783  88.69565217] ; [76.69565217 31.30434783],1
a2,1,5e-06,20.946429,[ 85 221] ; [  7 101],[ 68. 238.] ; [24. 84.],1
b5,1,4.2e-05,16.786523,[186 120] ; [41 67],[167.7826087 138.2173913] ; [59.2173913 48.7826087],1
u1,1,0.000405,12.510725,[ 66 240] ; [  7 101],[ 53.95652174 252.04347826] ; [19.04347826 88.95652174],1
n2,1,0.005012,7.875,[42  6] ; [14 10],[37.33333333 10.66666667] ; [18.66666667  5.33333333],0
r1,1,0.012064,6.301427,[258  46] ; [80 28],[249.39805825  54.60194175] ; [88.60194175 19.39805825],0
r2,1,0.016374,5.762269,[293   9] ; [96  9],[288.64373464  13.35626536] ; [100.35626536   4.64373464],0
d5,1,0.023394,5.13899,[254  52] ; [78 29],[245.98547215  60.01452785] ; [86.01452785 20.98547215],0
s8,1,0.024938,5.028207,[141 161] ; [64 44],[151. 151.] ; [54. 54.],0
b1,1,0.045317,4.006802,[103 203] ; [48 60],[111.60869565 194.39130435] ; [39.39130435 68.60869565],0
d1,1,0.047609,3.923748,[200 106] ; [59 49],[191.43478261 114.56521739] ; [67.56521739 40.43478261],0
p2,1,0.053591,3.725405,[285  19] ; [95 13],[280.38834951  23.61165049] ; [99.61165049  8.38834951],0
d4,1,0.057468,3.608996,[264  42] ; [84 23],[257.8401937  48.1598063] ; [90.1598063 16.8401937],0
u3,1,0.06511,3.402192,[47 35] ; [14 22],[42.38983051 39.61016949] ; [18.61016949 17.38983051],0
b4,1,0.067113,3.35225,[184 122] ; [54 54],[175.91304348 130.08695652] ; [62.08695652 45.91304348],0
r4,1,0.071552,3.247059,[288  18] ; [96 12],[283.82608696  22.17391304] ; [100.17391304   7.82608696],0
a5,1,0.083487,2.995676,[243  63] ; [77 31],[236.52173913  69.47826087] ; [83.47826087 24.52173913],0
n5,1,0.105451,2.621109,[250  54] ; [96 12],[255.30097087  48.69902913] ; [90.69902913 17.30097087],0
r3,1,0.108485,2.576159,[292  11] ; [100   8],[288.99270073  14.00729927] ; [103.00729927   4.99270073],0
s4,1,0.109715,2.558315,[ 46 252] ; [24 84],[ 51.37931034 246.62068966] ; [18.62068966 89.37931034],0
v1,1,0.113998,2.497903,[186 114] ; [57 50],[179.11547912 120.88452088] ; [63.88452088 43.11547912],0
v4,1,0.142974,2.14566,[297   6] ; [103   5],[294.89051095   8.10948905] ; [105.10948905   2.89051095],0
v2,1,0.15168,2.055274,[180 118] ; [55 50],[173.77171216 124.22828784] ; [61.22828784 43.77171216],0
a3,1,0.169438,1.887911,[223  80] ; [72 36],[217.48175182  85.51824818] ; [77.51824818 30.48175182],0
p12,1,0.181069,1.788829,[ 37 267] ; [ 8 99],[ 33.28467153 270.71532847] ; [11.71532847 95.28467153],0
u4,1,0.214495,1.540826,[  7 298] ; [  5 103],[  8.86198547 296.13801453] ; [  3.13801453 104.86198547],0
p11,1,0.228456,1.450446,[269  37] ; [90 18],[265.34782609  40.65217391] ; [93.65217391 14.34782609],0
p1,1,0.247572,1.336956,[ 41 262] ; [10 98],[ 37.59854015 265.40145985] ; [13.40145985 94.59854015],0
p4,1,0.250488,1.320583,[231  74] ; [75 32],[226.52912621  78.47087379] ; [79.47087379 27.52912621],0
b3,1,0.261615,1.260189,[ 65 118] ; [29 38],[ 68.808 114.192] ; [25.192 41.808],0
b2,1,0.261615,1.260189,[ 65 118] ; [29 38],[ 68.808 114.192] ; [25.192 41.808],0
n4,1,0.284932,1.143416,[252  53] ; [94 14],[255.52058111  49.47941889] ; [90.47941889 17.52058111],0
s5,1,0.287248,1.132477,[111 179] ; [46 58],[115.55837563 174.44162437] ; [41.44162437 62.55837563],0
n3,1,0.304291,1.055295,[35 13] ; [14  9],[33.12676056 14.87323944] ; [15.87323944  7.12676056],0
s7,1,0.396744,0.718172,[154 135] ; [61 44],[157.70304569 131.29695431] ; [57.29695431 47.70304569],0
a8,1,0.418169,0.655456,[ 46 224] ; [14 89],[ 43.43163539 226.56836461] ; [16.56836461 86.43163539],0
n1,1,0.430631,0.62112,[17 30] ; [11 13],[18.53521127 28.46478873] ; [ 9.46478873 14.53521127],0
s6,1,0.537204,0.380747,[210  85] ; [70 33],[207.53768844  87.46231156] ; [72.46231156 30.53768844],0
s2,1,0.647225,0.209417,[161 140] ; [55 53],[158.96332518 142.03667482] ; [57.03667482 50.96332518],0
s3,1,0.672474,0.178721,[169 130] ; [63 44],[170.85714286 128.14285714] ; [61.14285714 45.85714286],0
a1,1,0.712274,0.136016,[ 17 289] ; [  5 103],[ 16.26086957 289.73913043] ; [  5.73913043 102.26086957],0
p3,1,0.822213,0.05049,[194 111] ; [70 38],[194.96368039 110.03631961] ; [69.03631961 38.96368039],0
p10,1,0.83582,0.04295,[267  34] ; [95 13],[266.41075795  34.58924205] ; [95.58924205 12.41075795],0
u2,1,0.85623,0.032824,[43 40] ; [18 18],[42.54621849 40.45378151] ; [18.45378151 17.54621849],0
d2,1,0.860918,0.030697,[150 156] ; [54 54],[150.7826087 155.2173913] ; [53.2173913 54.7826087],0
p6,1,0.868809,0.027282,[151 151] ; [53 55],[150.26341463 151.73658537] ; [53.73658537 54.26341463],0
p9,1,0.916857,0.010898,[273  29] ; [98 10],[273.27317073  28.72682927] ; [97.72682927 10.27317073],0
p5,1,0.922571,0.009447,[ 58 247] ; [21 87],[ 58.34140436 246.65859564] ; [20.65859564 87.34140436],0
s1,1,0.922716,0.009412,[  9 295] ; [  3 105],[  8.85436893 295.14563107] ; [  3.14563107 104.85436893],0
p7,1,0.955144,0.003164,[246  54] ; [88 19],[246.19164619  53.80835381] ; [87.80835381 19.19164619],0
a4,1,0.966769,0.001736,[133 171] ; [47 61],[132.81553398 171.18446602] ; [47.18446602 60.81553398],0
v3,1,0.97399,0.001063,[131 166] ; [47 60],[130.85643564 166.14356436] ; [47.14356436 59.85643564],0
