Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,33.825487,[60 14] ; [107 144],[38.02461538 35.97538462] ; [128.97538462 122.02461538],1
p4,1,0.0,30.322985,[54 22] ; [ 89 163],[33.13414634 42.86585366] ; [109.86585366 142.13414634],1
p3,1,1e-06,24.009791,[43 33] ; [ 67 187],[25.33333333 50.66666667] ; [ 84.66666667 169.33333333],1
p8,1,4e-06,21.201182,[49 27] ; [ 88 165],[31.64741641 44.35258359] ; [105.35258359 147.64741641],1
p2,1,0.000426,12.415564,[66 10] ; [168  87],[53.72809668 22.27190332] ; [180.27190332  74.72809668],1
b3,1,0.001644,9.909758,[20 21] ; [ 33 108],[11.93956044 29.06043956] ; [41.06043956 99.93956044],0
b2,1,0.001644,9.909758,[20 21] ; [ 33 108],[11.93956044 29.06043956] ; [41.06043956 99.93956044],0
b4,1,0.00252,9.126163,[31 45] ; [154 101],[42.47734139 33.52265861] ; [142.52265861 112.47734139],0
s7,1,0.003441,8.557436,[34 40] ; [ 67 174],[23.72698413 50.27301587] ; [ 77.27301587 163.72698413],0
s8,1,0.004133,8.224501,[32 44] ; [ 64 191],[22.04229607 53.95770393] ; [ 73.95770393 181.04229607],0
p12,1,0.004805,7.951267,[ 6 70] ; [  4 250],[ 2.3030303 73.6969697] ; [  7.6969697 246.3030303],0
s6,1,0.01517,5.89667,[44 32] ; [106 146],[34.75609756 41.24390244] ; [115.24390244 136.75609756],0
r3,1,0.026702,4.909993,[72  4] ; [217  38],[66.35649547  9.64350453] ; [222.64350453  32.35649547],0
s2,1,0.027705,4.846309,[35 41] ; [ 82 172],[26.94545455 49.05454545] ; [ 90.05454545 163.94545455],0
p5,1,0.043339,4.082135,[ 6 70] ; [  7 247],[ 2.99393939 73.00606061] ; [ 10.00606061 243.99393939],0
v4,1,0.043623,4.071108,[72  4] ; [219  35],[67.01818182  8.98181818] ; [223.98181818  30.01818182],0
p9,1,0.055475,3.667755,[59 17] ; [165  85],[52.2208589 23.7791411] ; [171.7791411  78.2208589],0
n6,1,0.055613,3.663609,[62 14] ; [179  75],[55.5030303 20.4969697] ; [185.4969697  68.5030303],0
r4,1,0.060215,3.531464,[65 11] ; [192  63],[59.00906344 16.99093656] ; [197.99093656  57.00906344],0
a8,1,0.074549,3.179899,[13 60] ; [ 24 214],[ 8.68488746 64.31511254] ; [ 28.31511254 209.68488746],0
p11,1,0.07583,3.152077,[58 18] ; [167  88],[51.66163142 24.33836858] ; [173.33836858  81.66163142],0
n3,1,0.086799,2.932752,[18  5] ; [50 35],[14.48148148  8.51851852] ; [53.51851852 31.48148148],0
d2,1,0.091864,2.841401,[38 38] ; [ 99 154],[31.64741641 44.35258359] ; [105.35258359 147.64741641],0
u1,1,0.101044,2.688982,[13 63] ; [ 26 229],[ 8.95468278 67.04531722] ; [ 30.04531722 224.95468278],0
u2,1,0.125218,2.350805,[15  8] ; [47 52],[11.68852459 11.31147541] ; [50.31147541 48.68852459],0
p1,1,0.140759,2.169644,[ 7 69] ; [ 12 242],[ 4.37575758 71.62424242] ; [ 14.62424242 239.37575758],0
a4,1,0.144888,2.125263,[33 43] ; [ 87 167],[27.63636364 48.36363636] ; [ 92.36363636 161.63636364],0
v2,1,0.157885,1.994369,[21 53] ; [ 90 151],[26.07619048 47.92380952] ; [ 84.92380952 156.07619048],0
a3,1,0.167422,1.90588,[53 23] ; [155  99],[47.9030303 28.0969697] ; [160.0969697  93.9030303],0
r2,1,0.21786,1.51841,[67  7] ; [214  38],[63.78527607 10.21472393] ; [217.21472393  34.78527607],0
s3,1,0.264918,1.242873,[39 37] ; [111 141],[34.75609756 41.24390244] ; [115.24390244 136.75609756],0
n4,1,0.308961,1.035111,[55 21] ; [168  86],[51.35757576 24.64242424] ; [171.64242424  82.35757576],0
s4,1,0.318537,0.994943,[13 61] ; [ 33 221],[10.37804878 63.62195122] ; [ 35.62195122 218.37804878],0
a2,1,0.356391,0.850569,[16 60] ; [ 42 213],[13.31722054 62.68277946] ; [ 44.68277946 210.31722054],0
u4,1,0.361788,0.831676,[ 1 75] ; [  1 254],[ 0.4592145 75.5407855] ; [  1.5407855 253.4592145],0
u3,1,0.364132,0.823592,[12 10] ; [43 55],[10.08333333 11.91666667] ; [44.91666667 53.08333333],0
n5,1,0.436632,0.605118,[51 24] ; [159  93],[48.16513761 26.83486239] ; [161.83486239  90.16513761],0
a6,1,0.450317,0.569855,[47 29] ; [169  85],[49.74545455 26.25454545] ; [166.25454545  87.74545455],0
d1,1,0.463579,0.53724,[40 36] ; [122 133],[37.19637462 38.80362538] ; [124.80362538 130.19637462],0
s1,1,0.488694,0.4794,[ 4 71] ; [  9 244],[ 2.97256098 72.02743902] ; [ 10.02743902 242.97256098],0
r1,1,0.641478,0.216814,[54 22] ; [174  81],[52.35045317 23.64954683] ; [175.64954683  79.35045317],0
d5,1,0.676485,0.174109,[54 21] ; [189  65],[55.39513678 19.60486322] ; [187.60486322  66.39513678],0
v3,1,0.678387,0.171947,[17 59] ; [ 61 186],[18.35294118 57.64705882] ; [ 59.64705882 187.35294118],0
n2,1,0.705947,0.142359,[15  8] ; [53 34],[14.21818182  8.78181818] ; [53.78181818 33.21818182],0
d3,1,0.722156,0.126436,[48 26] ; [159  95],[46.70121951 27.29878049] ; [160.29878049  93.70121951],0
a7,1,0.736921,0.112851,[53 22] ; [175  80],[51.81818182 23.18181818] ; [176.18181818  78.81818182],0
n1,1,0.757286,0.09551,[ 8 15] ; [27 59],[ 7.3853211 15.6146789] ; [27.6146789 58.3853211],0
