Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.971972,[2 8] ; [90  6],[8.67924528 1.32075472] ; [83.32075472 12.67924528],1
p10,1,3e-06,22.016693,[3 7] ; [85 11],[8.30188679 1.69811321] ; [79.69811321 16.30188679],1
p9,1,1.2e-05,19.106209,[4 6] ; [87  9],[8.58490566 1.41509434] ; [82.41509434 13.58490566],1
r1,1,5.5e-05,16.280722,[3 7] ; [81 15],[7.9245283 2.0754717] ; [76.0754717 19.9245283],1
r2,1,5.5e-05,16.26383,[4 4] ; [90  6],[7.23076923 0.76923077] ; [86.76923077  9.23076923],1
v4,1,8.1e-05,15.523421,[7 3] ; [93  2],[9.52380952 0.47619048] ; [90.47619048  4.52380952],1
p11,1,0.003015,8.798323,[4 6] ; [78 18],[7.73584906 2.26415094] ; [74.26415094 21.73584906],0
s1,1,0.005038,7.865742,[3 7] ; [ 5 90],[0.76190476 9.23809524] ; [ 7.23809524 87.76190476],0
p7,1,0.015555,5.852491,[3 7] ; [65 30],[6.47619048 3.52380952] ; [61.52380952 33.47619048],0
a6,1,0.022127,5.23577,[3 7] ; [64 32],[6.32075472 3.67924528] ; [60.67924528 35.32075472],0
s8,1,0.024389,5.066753,[2 8] ; [55 41],[5.37735849 4.62264151] ; [51.62264151 44.37735849],0
v1,1,0.033952,4.497127,[2 8] ; [53 43],[5.18867925 4.81132075] ; [49.81132075 46.18867925],0
s6,1,0.039116,4.255822,[6 4] ; [78 13],[8.31683168 1.68316832] ; [75.68316832 15.31683168],0
d2,1,0.061528,3.495701,[8 2] ; [47 49],[5.18867925 4.81132075] ; [49.81132075 46.18867925],0
n2,1,0.061587,3.494118,[2 3] ; [14  3],[3.63636364 1.36363636] ; [12.36363636  4.63636364],0
p3,1,0.064033,3.429715,[3 7] ; [58 38],[5.75471698 4.24528302] ; [55.24528302 40.75471698],0
p4,1,0.080233,3.060181,[4 6] ; [65 31],[6.50943396 3.49056604] ; [62.49056604 33.50943396],0
s3,1,0.083536,2.994721,[5 5] ; [71 23],[7.30769231 2.69230769] ; [68.69230769 25.30769231],0
a7,1,0.09424,2.800413,[4 6] ; [64 32],[6.41509434 3.58490566] ; [61.58490566 34.41509434],0
p8,1,0.097316,2.748984,[3 7] ; [54 40],[5.48076923 4.51923077] ; [51.51923077 42.48076923],0
n6,1,0.099335,2.716181,[7 3] ; [85 11],[8.67924528 1.32075472] ; [83.32075472 12.67924528],0
p2,1,0.114825,2.486526,[6 4] ; [78 18],[7.9245283 2.0754717] ; [76.0754717 19.9245283],0
a4,1,0.145506,2.11874,[7 3] ; [44 52],[4.81132075 5.18867925] ; [46.18867925 49.81132075],0
n3,1,0.150164,2.070588,[3 2] ; [15  2],[4.09090909 0.90909091] ; [13.90909091  3.09090909],0
b3,1,0.173559,1.851933,[3 5] ; [ 9 44],[1.57377049 6.42622951] ; [10.42622951 42.57377049],0
b2,1,0.173559,1.851933,[3 5] ; [ 9 44],[1.57377049 6.42622951] ; [10.42622951 42.57377049],0
b1,1,0.188455,1.729657,[6 4] ; [37 59],[4.05660377 5.94339623] ; [38.94339623 57.05660377],0
s7,1,0.215115,1.536667,[4 5] ; [62 33],[5.71153846 3.28846154] ; [60.28846154 34.71153846],0
u2,1,0.222423,1.488668,[3 1] ; [11 15],[1.86666667 2.13333333] ; [12.13333333 13.86666667],0
v2,1,0.228802,1.448296,[3 7] ; [47 47],[4.80769231 5.19230769] ; [45.19230769 48.80769231],0
a1,1,0.277588,1.17886,[1 9] ; [ 3 93],[0.37735849 9.62264151] ; [ 3.62264151 92.37735849],0
a2,1,0.287633,1.130667,[1 9] ; [24 72],[2.35849057 7.64150943] ; [22.64150943 73.35849057],0
u1,1,0.315517,1.00744,[1 9] ; [23 73],[2.26415094 7.73584906] ; [21.73584906 74.26415094],0
b4,1,0.325882,0.965194,[4 6] ; [54 42],[5.47169811 4.52830189] ; [52.52830189 43.47169811],0
d3,1,0.38818,0.744635,[6 4] ; [70 26],[7.16981132 2.83018868] ; [68.83018868 27.16981132],0
