Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,28.139681,[21 29] ; [139  34],[35.87443946 14.12556054] ; [124.12556054  48.87443946],1
n6,1,0.001917,9.627594,[29 21] ; [137  35],[37.38738739 12.61261261] ; [128.61261261  43.38738739],0
r2,1,0.002392,9.22143,[40 10] ; [159  10],[45.43378995  4.56621005] ; [153.56621005  15.43378995],0
v3,1,0.009477,6.730713,[10 38] ; [69 98],[17.6372093 30.3627907] ; [ 61.3627907 105.6372093],0
p10,1,0.0305,4.680911,[29 20] ; [129  43],[35.03167421 13.96832579] ; [122.96832579  49.03167421],0
d2,1,0.036462,4.375347,[21 29] ; [101  71],[27.47747748 22.52252252] ; [94.52252252 77.47747748],0
d1,1,0.03674,4.362417,[24 26] ; [112  62],[30.35714286 19.64285714] ; [105.64285714  68.35714286],0
p2,1,0.037636,4.321416,[31 18] ; [134  38],[36.58371041 12.41628959] ; [128.41628959  43.58371041],0
b4,1,0.04464,4.032177,[21 29] ; [101  73],[27.23214286 22.76785714] ; [94.76785714 79.23214286],0
p1,1,0.060801,3.515392,[ 1 49] ; [ 18 155],[ 4.26008969 45.73991031] ; [ 14.73991031 158.26008969],0
a4,1,0.067452,3.343965,[21 29] ; [98 75],[26.68161435 23.31838565] ; [92.31838565 80.68161435],0
p6,1,0.073463,3.203907,[ 7 40] ; [ 47 123],[11.69585253 35.30414747] ; [ 42.30414747 127.69585253],0
b1,1,0.083284,2.999625,[27 23] ; [ 70 104],[21.65178571 28.34821429] ; [75.34821429 98.65178571],0
s5,1,0.085459,2.957891,[ 3 47] ; [ 26 143],[ 6.62100457 43.37899543] ; [ 22.37899543 146.62100457],0
s2,1,0.088378,2.903677,[ 5 44] ; [ 36 136],[ 9.09049774 39.90950226] ; [ 31.90950226 140.09049774],0
p3,1,0.08956,2.882258,[16 32] ; [81 91],[21.16363636 26.83636364] ; [75.83636364 96.16363636],0
p11,1,0.095407,2.78069,[33 17] ; [135  39],[37.5 12.5] ; [130.5  43.5],0
s8,1,0.126432,2.335779,[ 7 43] ; [ 42 132],[10.9375 39.0625] ; [ 38.0625 135.9375],0
a2,1,0.128775,2.307207,[ 9 41] ; [ 50 124],[13.16964286 36.83035714] ; [ 45.83035714 128.16964286],0
r3,1,0.147029,2.102808,[41  9] ; [155  18],[43.94618834  6.05381166] ; [152.05381166  20.94618834],0
r4,1,0.199228,1.648024,[37 13] ; [143  31],[40.17857143  9.82142857] ; [139.82142857  34.17857143],0
a3,1,0.216428,1.527899,[43  7] ; [135  38],[39.9103139 10.0896861] ; [138.0896861  34.9103139],0
a6,1,0.227371,1.457235,[34 16] ; [133  41],[37.27678571 12.72321429] ; [129.72321429  44.27678571],0
u3,1,0.268046,1.226718,[5 2] ; [19 20],[3.65217391 3.34782609] ; [20.34782609 18.65217391],0
d3,1,0.277076,1.181377,[31 19] ; [122  52],[34.15178571 15.84821429] ; [118.84821429  55.15178571],0
u1,1,0.284084,1.147448,[ 5 45] ; [ 28 146],[ 7.36607143 42.63392857] ; [ 25.63392857 148.36607143],0
s1,1,0.305686,1.049224,[ 3 47] ; [  5 166],[ 1.80995475 48.19004525] ; [  6.19004525 164.80995475],0
a8,1,0.33297,0.937312,[ 3 43] ; [ 18 139],[ 4.75862069 41.24137931] ; [ 16.24137931 140.75862069],0
n3,1,0.346777,0.885214,[10  8] ; [28 13],[11.59322034  6.40677966] ; [26.40677966 14.59322034],0
b3,1,0.351856,0.866751,[11 19] ; [49 57],[13.23529412 16.76470588] ; [46.76470588 59.23529412],0
b2,1,0.351856,0.866751,[11 19] ; [49 57],[13.23529412 16.76470588] ; [46.76470588 59.23529412],0
s7,1,0.391557,0.7341,[ 9 36] ; [ 42 118],[11.19512195 33.80487805] ; [ 39.80487805 120.19512195],0
s3,1,0.393389,0.72844,[11 39] ; [ 48 123],[13.34841629 36.65158371] ; [ 45.65158371 125.34841629],0
p9,1,0.409596,0.679972,[33 15] ; [127  43],[35.2293578 12.7706422] ; [124.7706422  45.2293578],0
p7,1,0.41942,0.65194,[24 25] ; [96 77],[26.48648649 22.51351351] ; [93.51351351 79.48648649],0
b5,1,0.452172,0.565202,[24 26] ; [94 80],[26.33928571 23.66071429] ; [91.66071429 82.33928571],0
p8,1,0.483777,0.490337,[20 28] ; [81 90],[22.1369863 25.8630137] ; [78.8630137 92.1369863],0
d5,1,0.504105,0.446284,[39 11] ; [143  31],[40.625  9.375] ; [141.375  32.625],0
n1,1,0.510501,0.43304,[ 5 13] ; [15 26],[ 6.10169492 11.89830508] ; [13.89830508 27.10169492],0
v1,1,0.54833,0.360317,[22 28] ; [83 87],[23.86363636 26.13636364] ; [81.13636364 88.86363636],0
n2,1,0.587353,0.294497,[11  8] ; [28 15],[11.9516129  7.0483871] ; [27.0483871 15.9516129],0
r1,1,0.610672,0.259198,[37 13] ; [134  39],[38.34080717 11.65919283] ; [132.65919283  40.34080717],0
p5,1,0.623044,0.241613,[ 4 44] ; [ 11 163],[ 3.24324324 44.75675676] ; [ 11.75675676 162.24324324],0
a1,1,0.628699,0.233829,[ 2 48] ; [ 10 164],[ 2.67857143 47.32142857] ; [  9.32142857 164.67857143],0
v2,1,0.640327,0.218314,[25 23] ; [95 75],[26.42201835 21.57798165] ; [93.57798165 76.42201835],0
s4,1,0.72182,0.126755,[ 3 47] ; [ 13 161],[ 3.57142857 46.42857143] ; [ 12.42857143 161.57142857],0
d4,1,0.724864,0.12388,[40 10] ; [143  31],[40.84821429  9.15178571] ; [142.15178571  31.84821429],0
a7,1,0.799721,0.064368,[35 15] ; [125  49],[35.71428571 14.28571429] ; [124.28571429  49.71428571],0
u2,1,0.825986,0.048335,[3 4] ; [18 20],[3.26666667 3.73333333] ; [17.73333333 20.26666667],0
v4,1,0.840833,0.040332,[44  6] ; [154  19],[44.39461883  5.60538117] ; [153.60538117  19.39461883],0
p12,1,0.850201,0.035669,[ 2 47] ; [  6 165],[ 1.78181818 47.21818182] ; [  6.21818182 164.78181818],0
p4,1,0.870676,0.026504,[23 26] ; [83 89],[23.50226244 25.49773756] ; [82.49773756 89.50226244],0
