Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4.1e-05,16.803582,[18 68] ; [46 45],[31.0960452 54.9039548] ; [32.9039548 58.0960452],1
r1,1,0.000326,12.912505,[38 49] ; [64 27],[49.85393258 37.14606742] ; [52.14606742 38.85393258],1
d5,1,0.00086,11.106778,[29 58] ; [53 38],[40.07865169 46.92134831] ; [41.92134831 49.07865169],1
a3,1,0.008752,6.872776,[39 48] ; [58 32],[47.6779661 39.3220339] ; [49.3220339 40.6779661],0
r3,1,0.023613,5.122805,[63 23] ; [79 12],[68.99435028 17.00564972] ; [73.00564972 17.99435028],0
b4,1,0.030825,4.66267,[39 49] ; [55 36],[46.2122905 41.7877095] ; [47.7877095 43.2122905],0
u2,1,0.040609,4.192248,[17 32] ; [19 14],[21.51219512 27.48780488] ; [14.48780488 18.51219512],0
r4,1,0.055065,3.680119,[54 34] ; [68 23],[59.97765363 28.02234637] ; [62.02234637 28.97765363],0
s7,1,0.07751,3.116362,[12 70] ; [22 64],[16.5952381 65.4047619] ; [17.4047619 68.5952381],0
p9,1,0.079461,3.075894,[49 36] ; [64 27],[54.57386364 30.42613636] ; [58.42613636 32.57386364],0
a5,1,0.085319,2.96054,[38 50] ; [51 40],[43.75418994 44.24581006] ; [45.24581006 45.75418994],0
u3,1,0.08763,2.917383,[16 33] ; [17 16],[19.7195122 29.2804878] ; [13.2804878 19.7195122],0
d2,1,0.095039,2.786889,[19 69] ; [11 79],[14.83146067 73.16853933] ; [15.16853933 74.83146067],0
n5,1,0.096401,2.764099,[58 29] ; [49 41],[52.59322034 34.40677966] ; [54.40677966 35.59322034],0
s2,1,0.103447,2.651586,[12 76] ; [21 70],[16.22346369 71.77653631] ; [16.77653631 74.22346369],0
p10,1,0.108774,2.571948,[45 40] ; [59 32],[50.22727273 34.77272727] ; [53.77272727 37.22727273],0
p11,1,0.113945,2.49863,[53 35] ; [65 26],[58.01117318 29.98882682] ; [59.98882682 31.01117318],0
a8,1,0.116892,2.458478,[ 6 75] ; [13 73],[ 9.21556886 71.78443114] ; [ 9.78443114 76.21556886],0
a6,1,0.119314,2.426306,[42 46] ; [54 37],[47.19553073 40.80446927] ; [48.80446927 42.19553073],0
a7,1,0.123211,2.376026,[44 42] ; [57 34],[49.07344633 36.92655367] ; [51.92655367 39.07344633],0
p6,1,0.141611,2.16037,[23 63] ; [16 75],[18.94915254 67.05084746] ; [20.05084746 70.94915254],0
s5,1,0.169652,1.886014,[ 5 83] ; [10 77],[ 7.54285714 80.45714286] ; [ 7.45714286 79.54285714],0
b5,1,0.210965,1.564789,[48 40] ; [58 33],[52.11173184 35.88826816] ; [53.88826816 37.11173184],0
n1,1,0.227606,1.45576,[15 17] ; [ 6 14],[12.92307692 19.07692308] ; [ 8.07692308 11.92307692],0
p7,1,0.230985,1.434785,[44 41] ; [38 51],[40.05747126 44.94252874] ; [41.94252874 47.05747126],0
p8,1,0.262632,1.25483,[32 53] ; [27 64],[28.49431818 56.50568182] ; [30.50568182 60.49431818],0
u1,1,0.266286,1.235782,[ 2 86] ; [ 5 86],[ 3.44134078 84.55865922] ; [ 3.55865922 87.44134078],0
n3,1,0.331887,0.941521,[24  7] ; [13  7],[22.49019608  8.50980392] ; [14.50980392  5.49019608],0
v2,1,0.363141,0.827001,[28 54] ; [36 52],[30.87058824 51.12941176] ; [33.12941176 54.87058824],0
s4,1,0.384513,0.756222,[ 8 80] ; [12 79],[ 9.83240223 78.16759777] ; [10.16759777 80.83240223],0
p2,1,0.395193,0.722903,[58 29] ; [66 25],[60.60674157 26.39325843] ; [63.39325843 27.60674157],0
p1,1,0.401521,0.703766,[10 77] ; [ 7 83],[ 8.3559322 78.6440678] ; [ 8.6440678 81.3559322],0
a4,1,0.474239,0.512082,[21 67] ; [26 65],[23.10614525 64.89385475] ; [23.89385475 67.10614525],0
n6,1,0.543229,0.369588,[57 30] ; [55 35],[55.05084746 31.94915254] ; [56.94915254 33.05084746],0
r2,1,0.598081,0.2779,[69 18] ; [75 16],[70.38202247 16.61797753] ; [73.61797753 17.38202247],0
n2,1,0.677828,0.172581,[23 10] ; [15  5],[23.66037736  9.33962264] ; [14.33962264  5.66037736],0
v1,1,0.680898,0.169116,[34 54] ; [31 56],[32.68571429 55.31428571] ; [32.31428571 54.68571429],0
v4,1,0.683839,0.165836,[69 16] ; [76 15],[70.02840909 14.97159091] ; [74.97159091 16.02840909],0
s8,1,0.710331,0.137947,[10 78] ; [12 79],[10.81564246 77.18435754] ; [11.18435754 79.81564246],0
p3,1,0.755108,0.097289,[29 59] ; [32 59],[29.98882682 58.01117318] ; [31.01117318 59.98882682],0
p4,1,0.786245,0.073544,[34 54] ; [33 57],[33.12359551 54.87640449] ; [33.87640449 56.12359551],0
