Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,80.995792,[215  95] ; [ 38 114],[169.76190476 140.23809524] ; [83.23809524 68.76190476],1
p6,1,0.0,44.010248,[170 142] ; [ 33 118],[136.79481641 175.20518359] ; [66.20518359 84.79481641],1
p2,1,0.0,28.584108,[288  25] ; [112  40],[269.24731183  43.75268817] ; [130.75268817  21.24731183],1
p10,1,4.6e-05,16.605361,[280  30] ; [115  36],[265.61822126  44.38177874] ; [129.38177874  21.61822126],1
p3,1,0.000102,15.097523,[193 119] ; [65 87],[173.48275862 138.51724138] ; [84.51724138 67.48275862],1
p4,1,0.000354,12.758497,[231  81] ; [87 64],[214.28941685  97.71058315] ; [103.71058315  47.28941685],1
b5,1,0.001547,10.022348,[179 134] ; [110  42],[194.5311828 118.4688172] ; [94.4688172 57.5311828],0
r3,1,0.001819,9.72395,[305   6] ; [140  12],[298.90928726  12.09071274] ; [146.09071274   5.90928726],0
s5,1,0.002531,9.118337,[147 161] ; [47 97],[132.19469027 175.80530973] ; [61.80530973 82.19469027],0
p11,1,0.011807,6.33965,[265  48] ; [114  38],[255.11182796  57.88817204] ; [123.88817204  28.11182796],0
p5,1,0.027774,4.842044,[ 58 254] ; [ 16 135],[ 49.86609071 262.13390929] ; [ 24.13390929 126.86609071],0
p9,1,0.027935,4.832084,[283  28] ; [127  24],[275.995671  35.004329] ; [134.004329  16.995671],0
s7,1,0.046739,3.954756,[204  98] ; [84 61],[194.57718121 107.42281879] ; [93.42281879 51.57718121],0
d2,1,0.057097,3.619769,[154 157] ; [89 62],[163.57792208 147.42207792] ; [79.42207792 71.57792208],0
d5,1,0.058013,3.593296,[268  42] ; [121  31],[261.01731602  48.98268398] ; [127.98268398  24.01731602],0
b4,1,0.068232,3.325047,[174 139] ; [98 54],[183.08817204 129.91182796] ; [88.91182796 63.08817204],0
v1,1,0.077227,3.122305,[189 118] ; [76 68],[180.38802661 126.61197339] ; [84.61197339 59.38802661],0
d3,1,0.081909,3.02661,[227  84] ; [99 53],[218.9762419  92.0237581] ; [107.0237581  44.9762419],0
s8,1,0.08418,2.982285,[189 122] ; [79 72],[180.40692641 130.59307359] ; [87.59307359 63.40692641],0
a1,1,0.08438,2.978449,[ 23 290] ; [  5 147],[ 18.84731183 294.15268817] ; [  9.15268817 142.84731183],0
a8,1,0.131798,2.2712,[ 55 232] ; [ 18 118],[ 49.52955083 237.47044917] ; [ 23.47044917 112.52955083],0
v4,1,0.136607,2.215765,[303   8] ; [144   8],[300.25269978  10.74730022] ; [146.74730022   5.25269978],0
n5,1,0.149229,2.080112,[281  31] ; [130  22],[276.36206897  35.63793103] ; [134.63793103  17.36206897],0
a3,1,0.158185,1.991491,[240  72] ; [107  44],[233.83153348  78.16846652] ; [113.16846652  37.83153348],0
n3,1,0.171362,1.870986,[34 16] ; [30  7],[36.7816092 13.2183908] ; [27.2183908  9.7816092],0
d4,1,0.176165,1.829679,[266  44] ; [123  29],[261.01731602  48.98268398] ; [127.98268398  24.01731602],0
s1,1,0.182246,1.779214,[ 12 298] ; [ 10 139],[ 14.8583878 295.1416122] ; [  7.1416122 141.8583878],0
n1,1,0.185738,1.751107,[21 30] ; [20 16],[24.03448276 26.96551724] ; [16.96551724 19.03448276],0
v2,1,0.212506,1.554272,[183 122] ; [78 67],[176.9 128.1] ; [84.1 60.9],0
b1,1,0.214014,1.544064,[130 183] ; [54 98],[123.85376344 189.14623656] ; [60.14623656 91.85376344],0
n2,1,0.29112,1.114435,[42  9] ; [27 10],[39.98863636 11.01136364] ; [29.01136364  7.98863636],0
r1,1,0.30396,1.05674,[268  44] ; [125  27],[264.25862069  47.74137931] ; [128.74137931  23.25862069],0
s3,1,0.305238,1.05117,[224  87] ; [99 48],[219.32969432  91.67030568] ; [103.67030568  43.32969432],0
r4,1,0.321251,0.983846,[294  19] ; [139  13],[291.46021505  21.53978495] ; [141.53978495  10.46021505],0
a7,1,0.409915,0.679048,[227  85] ; [105  47],[223.24137931  88.75862069] ; [108.75862069  43.24137931],0
p12,1,0.420124,0.64997,[ 35 277] ; [ 21 131],[ 37.65517241 274.34482759] ; [ 18.34482759 133.65517241],0
a2,1,0.429576,0.623971,[ 87 226] ; [ 37 115],[ 83.46666667 229.53333333] ; [ 40.53333333 111.46666667],0
v3,1,0.430341,0.621902,[134 171] ; [58 87],[130.13333333 174.86666667] ; [61.86666667 83.13333333],0
p1,1,0.513868,0.426182,[ 27 285] ; [ 16 136],[ 28.9137931 283.0862069] ; [ 14.0862069 137.9137931],0
r2,1,0.529414,0.395516,[293  14] ; [143   9],[291.61655773  15.38344227] ; [144.38344227   7.61655773],0
a6,1,0.623773,0.2406,[207 103] ; [98 54],[204.65367965 105.34632035] ; [100.34632035  51.65367965],0
d1,1,0.662748,0.190203,[196 117] ; [92 60],[193.85806452 119.14193548] ; [94.14193548 57.85806452],0
b2,1,0.681799,0.168108,[ 78 128] ; [34 62],[ 76.39735099 129.60264901] ; [35.60264901 60.39735099],0
b3,1,0.681799,0.168108,[ 78 128] ; [34 62],[ 76.39735099 129.60264901] ; [35.60264901 60.39735099],0
s2,1,0.685098,0.164443,[207 105] ; [96 53],[205.06724512 106.93275488] ; [97.93275488 51.06724512],0
s4,1,0.720774,0.127753,[ 58 250] ; [ 26 123],[ 56.61269147 251.38730853] ; [ 27.38730853 121.61269147],0
u3,1,0.743387,0.107172,[46 27] ; [27 18],[45.16101695 27.83898305] ; [27.83898305 17.16101695],0
u2,1,0.788181,0.072186,[44 27] ; [29 16],[44.68103448 26.31896552] ; [28.31896552 16.68103448],0
u4,1,0.806378,0.060075,[  9 304] ; [  5 147],[  9.42365591 303.57634409] ; [  4.57634409 147.42365591],0
a4,1,0.827809,0.047312,[147 164] ; [73 78],[148.0952381 162.9047619] ; [71.9047619 79.0952381],0
u1,1,0.872743,0.025656,[ 70 243] ; [ 35 117],[ 70.67741935 242.32258065] ; [ 34.32258065 117.67741935],0
