Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,87.362951,[227  12] ; [38 38],[201.06349206  37.93650794] ; [63.93650794 12.06349206],1
r3,1,0.0,30.292363,[228  10] ; [56 19],[215.94888179  22.05111821] ; [68.05111821  6.94888179],1
r2,1,0.0,28.213108,[226  10] ; [55 18],[214.61488673  21.38511327] ; [66.38511327  6.61488673],1
a5,1,1e-06,24.182545,[198  41] ; [42 34],[182.0952381  56.9047619] ; [57.9047619 18.0952381],1
v4,1,1e-06,23.309467,[227  12] ; [58 18],[216.23809524  22.76190476] ; [68.76190476  7.23809524],1
d3,1,7.1e-05,15.778654,[167  72] ; [34 42],[152.5047619  86.4952381] ; [48.4952381 27.5047619],1
v1,1,0.000159,14.261281,[139  97] ; [25 49],[124.8516129 111.1483871] ; [39.1483871 34.8516129],1
p2,1,0.000191,13.92207,[197  41] ; [46 28],[185.36538462  52.63461538] ; [57.63461538 16.36538462],1
u3,1,0.000338,12.844922,[41 30] ; [ 5 23],[32.98989899 38.01010101] ; [13.01010101 14.98989899],1
s8,1,0.000421,12.438669,[ 77 159] ; [ 9 67],[ 65.05128205 170.94871795] ; [20.94871795 55.05128205],1
d5,1,0.000981,10.86375,[204  35] ; [52 24],[194.23492063  44.76507937] ; [61.76507937 14.23492063],1
p7,1,0.00105,10.737499,[147  87] ; [31 44],[134.7961165  99.2038835] ; [43.2038835 31.7961165],0
p10,1,0.001551,10.016501,[191  45] ; [46 27],[181.00970874  54.99029126] ; [55.99029126 17.00970874],0
d1,1,0.002364,9.24329,[145  94] ; [31 45],[133.53650794 105.46349206] ; [42.46349206 33.53650794],0
p8,1,0.002775,8.949735,[126 105] ; [26 49],[114.74509804 116.25490196] ; [37.25490196 37.74509804],0
a7,1,0.003195,8.692819,[177  61] ; [43 33],[166.75159236  71.24840764] ; [53.24840764 22.75159236],0
v2,1,0.004759,7.968631,[140  91] ; [31 43],[129.51147541 101.48852459] ; [41.48852459 32.51147541],0
s6,1,0.006827,7.318039,[115 118] ; [24 52],[104.81229773 128.18770227] ; [34.18770227 41.81229773],0
u1,1,0.007435,7.164705,[ 47 192] ; [ 5 71],[ 39.45396825 199.54603175] ; [12.54603175 63.45396825],0
p4,1,0.008796,6.863699,[145  92] ; [33 42],[135.21153846 101.78846154] ; [42.78846154 32.21153846],0
d4,1,0.009453,6.735108,[196  42] ; [52 24],[187.97452229  50.02547771] ; [60.02547771 15.97452229],0
s5,1,0.009769,6.676603,[ 62 170] ; [ 9 65],[ 53.83006536 178.16993464] ; [17.16993464 56.83006536],0
a6,1,0.013444,6.109772,[177  62] ; [45 31],[168.43809524  70.56190476] ; [53.56190476 22.43809524],0
a2,1,0.017506,5.644938,[ 63 176] ; [10 66],[ 55.38730159 183.61269841] ; [17.61269841 58.38730159],0
p3,1,0.01777,5.618664,[123 115] ; [27 48],[114.05750799 123.94249201] ; [35.94249201 39.05750799],0
p11,1,0.026437,4.927212,[190  49] ; [51 25],[182.85396825  56.14603175] ; [58.14603175 17.85396825],0
d2,1,0.071817,3.241003,[125 113] ; [30 44],[118.23717949 119.76282051] ; [36.76282051 37.23717949],0
u2,1,0.096628,2.760333,[38 32] ; [10 18],[34.28571429 35.71428571] ; [13.71428571 14.28571429],0
p9,1,0.10678,2.601239,[192  44] ; [53 20],[187.1197411  48.8802589] ; [57.8802589 15.1197411],0
p6,1,0.115242,2.480828,[ 86 150] ; [19 53],[ 80.45454545 155.54545455] ; [24.54545455 47.45454545],0
a8,1,0.134522,2.239533,[ 33 174] ; [ 6 63],[ 29.25 177.75] ; [ 9.75 59.25],0
a3,1,0.139039,2.188568,[168  69] ; [47 29],[162.79552716  74.20447284] ; [52.20447284 23.79552716],0
a1,1,0.181444,1.78576,[ 12 227] ; [ 7 69],[ 14.41587302 224.58412698] ; [ 4.58412698 71.41587302],0
v3,1,0.192968,1.694808,[ 95 135] ; [25 51],[ 90.19607843 139.80392157] ; [29.80392157 46.19607843],0
