Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,51.417862,[43 58] ; [227  55],[71.20104439 29.79895561] ; [198.79895561  83.20104439],1
d3,1,0.0,38.607375,[50 51] ; [229  52],[73.76701571 27.23298429] ; [205.23298429  75.76701571],1
a2,1,0.000117,14.833925,[ 8 93] ; [ 74 208],[21.62402089 79.37597911] ; [ 60.37597911 221.62402089],1
u1,1,0.004007,8.280449,[ 6 95] ; [ 50 232],[14.76762402 86.23237598] ; [ 41.23237598 240.76762402],0
s5,1,0.008887,6.845495,[27 69] ; [ 44 232],[18.32258065 77.67741935] ; [ 52.67741935 223.32258065],0
r3,1,0.012664,6.215384,[85 15] ; [263  19],[91.09947644  8.90052356] ; [256.90052356  25.09947644],0
b1,1,0.01363,6.085467,[48 53] ; [ 95 187],[37.71018277 63.28981723] ; [105.28981723 176.71018277],0
u3,1,0.02183,5.259256,[10 19] ; [48 33],[15.29090909 13.70909091] ; [42.70909091 38.29090909],0
b5,1,0.02486,5.033593,[52 49] ; [181 101],[61.44386423 39.55613577] ; [171.55613577 110.44386423],0
r4,1,0.038535,4.28124,[79 22] ; [245  37],[85.44125326 15.55874674] ; [238.55874674  43.44125326],0
d2,1,0.065266,3.398252,[57 42] ; [132 150],[49.11023622 49.88976378] ; [139.88976378 142.11023622],0
r1,1,0.093288,2.816708,[71 30] ; [220  60],[77.14173228 23.85826772] ; [213.85826772  66.14173228],0
v4,1,0.124182,2.363773,[87 13] ; [259  22],[90.81364829  9.18635171] ; [255.18635171  25.81364829],0
b2,1,0.155279,2.019609,[26 33] ; [ 57 112],[21.47807018 37.52192982] ; [ 61.52192982 107.47807018],0
b3,1,0.155279,2.019609,[26 33] ; [ 57 112],[21.47807018 37.52192982] ; [ 61.52192982 107.47807018],0
s4,1,0.16397,1.937226,[13 87] ; [ 23 256],[ 9.49868074 90.50131926] ; [ 26.50131926 252.49868074],0
a8,1,0.171891,1.866376,[ 8 88] ; [ 34 214],[11.72093023 84.27906977] ; [ 30.27906977 217.72093023],0
s8,1,0.175225,1.837662,[19 80] ; [ 73 208],[23.96842105 75.03157895] ; [ 68.03157895 212.96842105],0
p8,1,0.216234,1.52919,[43 54] ; [143 134],[48.24064171 48.75935829] ; [137.75935829 139.24064171],0
a1,1,0.242391,1.366636,[ 2 99] ; [ 13 269],[ 3.95561358 97.04438642] ; [ 11.04438642 270.95561358],0
v2,1,0.24927,1.32739,[49 51] ; [151 120],[53.9083558 46.0916442] ; [146.0916442 124.9083558],0
v1,1,0.260816,1.264423,[42 56] ; [137 140],[46.77866667 51.22133333] ; [132.22133333 144.77866667],0
p5,1,0.295541,1.094208,[12 87] ; [ 24 257],[ 9.37894737 89.62105263] ; [ 26.62105263 254.37894737],0
n3,1,0.327903,0.957163,[21  7] ; [46 25],[18.94949495  9.05050505] ; [48.05050505 22.94949495],0
s6,1,0.330098,0.948511,[40 57] ; [131 148],[44.1143617 52.8856383] ; [126.8856383 152.1143617],0
n5,1,0.338909,0.914553,[73 27] ; [190  90],[69.21052632 30.78947368] ; [193.78947368  86.21052632],0
d1,1,0.383446,0.759625,[61 40] ; [184  98],[64.60835509 36.39164491] ; [180.39164491 101.60835509],0
p2,1,0.385188,0.754078,[74 23] ; [226  55],[76.98412698 20.01587302] ; [223.01587302  57.98412698],0
p12,1,0.385207,0.75402,[ 2 95] ; [ 11 269],[ 3.34482759 93.65517241] ; [  9.65517241 270.34482759],0
p3,1,0.404286,0.695542,[41 58] ; [130 151],[44.55 54.45] ; [126.45 154.55],0
s1,1,0.47093,0.519794,[ 3 97] ; [  5 274],[ 2.11081794 97.88918206] ; [  5.88918206 273.11081794],0
n4,1,0.47931,0.500433,[77 23] ; [207  75],[74.34554974 25.65445026] ; [209.65445026  72.34554974],0
s7,1,0.481022,0.496545,[28 68] ; [ 68 199],[25.38842975 70.61157025] ; [ 70.61157025 196.38842975],0
u2,1,0.501202,0.45239,[14 14] ; [47 35],[15.52727273 12.47272727] ; [45.47272727 36.52727273],0
a4,1,0.504011,0.44648,[48 52] ; [124 157],[45.14435696 54.85564304] ; [126.85564304 154.14435696],0
d4,1,0.532243,0.390107,[86 15] ; [247  35],[87.81462141 13.18537859] ; [245.18537859  36.81462141],0
r2,1,0.548862,0.35936,[87 10] ; [254  23],[88.44117647  8.55882353] ; [252.55882353  24.44117647],0
p9,1,0.552452,0.352944,[74 24] ; [218  60],[76.10638298 21.89361702] ; [215.89361702  62.10638298],0
n2,1,0.562883,0.334737,[20 10] ; [43 28],[18.71287129 11.28712871] ; [44.28712871 26.71287129],0
p4,1,0.564445,0.332066,[49 48] ; [152 130],[51.44327177 45.55672823] ; [149.55672823 132.44327177],0
p7,1,0.591657,0.287764,[60 38] ; [161 116],[57.75466667 40.24533333] ; [163.24533333 113.75466667],0
s3,1,0.631644,0.229838,[23 75] ; [ 59 220],[21.31564987 76.68435013] ; [ 60.68435013 218.31564987],0
p10,1,0.644568,0.212817,[71 27] ; [208  70],[72.71808511 25.28191489] ; [206.28191489  71.71808511],0
v3,1,0.655523,0.199008,[35 61] ; [ 93 181],[33.21081081 62.78918919] ; [ 94.78918919 179.21081081],0
p6,1,0.702018,0.146381,[29 67] ; [ 78 199],[27.53887399 68.46112601] ; [ 79.46112601 197.53887399],0
b4,1,0.706354,0.141946,[58 43] ; [168 114],[59.59791123 41.40208877] ; [166.40208877 115.59791123],0
n1,1,0.712481,0.135812,[11 19] ; [23 47],[10.2 19.8] ; [23.8 46.2],0
u4,1,0.783502,0.075492,[  1 100] ; [  2 280],[  0.79112272 100.20887728] ; [  2.20887728 279.79112272],0
p1,1,0.785582,0.074012,[ 6 94] ; [ 19 261],[ 6.57894737 93.42105263] ; [ 18.42105263 261.57894737],0
p11,1,0.854769,0.033503,[75 26] ; [212  70],[75.68407311 25.31592689] ; [211.31592689  70.68407311],0
n6,1,0.89234,0.018318,[78 22] ; [221  60],[78.47769029 21.52230971] ; [220.52230971  60.47769029],0
a5,1,0.932633,0.007146,[76 25] ; [211  71],[75.68407311 25.31592689] ; [211.31592689  70.68407311],0
a3,1,0.982876,0.000461,[72 29] ; [200  81],[71.91623037 29.08376963] ; [200.08376963  80.91623037],0
