Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.003221,8.677851,[38 38] ; [ 44 103],[27.94618834 48.05381166] ; [54.05381166 92.94618834],0
u2,1,0.016972,5.699275,[24  8] ; [29 30],[18.63736264 13.36263736] ; [34.36263736 24.63736264],0
p11,1,0.017049,5.691304,[41 35] ; [103  44],[49.07623318 26.92376682] ; [94.92376682 52.07623318],0
u3,1,0.023185,5.154614,[26  6] ; [34 25],[21.0989011 10.9010989] ; [38.9010989 20.0989011],0
n5,1,0.03376,4.506818,[19 55] ; [59 88],[26.11764706 47.88235294] ; [51.88235294 95.11764706],0
r3,1,0.04162,4.150594,[65 10] ; [139   8],[68.91891892  6.08108108] ; [135.08108108  11.91891892],0
p2,1,0.05491,3.684824,[49 26] ; [113  33],[54.97737557 20.02262443] ; [107.02262443  38.97737557],0
p9,1,0.067913,3.332751,[50 23] ; [114  29],[55.42592593 17.57407407] ; [108.57407407  34.42592593],0
s5,1,0.115219,2.481133,[16 57] ; [46 97],[20.9537037 52.0462963] ; [ 41.0462963 101.9537037],0
r4,1,0.128112,2.31523,[59 17] ; [126  21],[63.04932735 12.95067265] ; [121.95067265  25.04932735],0
n3,1,0.140996,2.167052,[22  7] ; [36 24],[18.8988764 10.1011236] ; [39.1011236 20.8988764],0
a6,1,0.147265,2.100352,[53 23] ; [88 59],[48.05381166 27.94618834] ; [92.94618834 54.05381166],0
n1,1,0.162431,1.951444,[10 18] ; [13 47],[ 7.31818182 20.68181818] ; [15.68181818 44.31818182],0
s4,1,0.177496,1.818467,[14 62] ; [ 39 108],[18.06278027 57.93721973] ; [ 34.93721973 112.06278027],0
p10,1,0.184093,1.764267,[47 26] ; [106  39],[51.23394495 21.76605505] ; [101.76605505  43.23394495],0
s1,1,0.184251,1.762995,[ 4 71] ; [  3 144],[ 2.36486486 72.63513514] ; [  4.63513514 142.36486486],0
s6,1,0.185242,1.75506,[38 37] ; [87 58],[42.61363636 32.38636364] ; [82.38636364 62.61363636],0
a5,1,0.190303,1.71527,[38 38] ; [87 60],[42.60089686 33.39910314] ; [82.39910314 64.60089686],0
s3,1,0.212693,1.552998,[40 36] ; [64 82],[35.6036036 40.3963964] ; [68.3963964 77.6036036],0
n2,1,0.226747,1.461151,[18 11] ; [44 15],[20.43181818  8.56818182] ; [41.56818182 17.43181818],0
p1,1,0.236639,1.400505,[ 6 70] ; [  6 140],[ 4.10810811 71.89189189] ; [  7.89189189 138.10810811],0
p7,1,0.248749,1.330314,[34 36] ; [82 62],[37.94392523 32.05607477] ; [78.05607477 65.94392523],0
p12,1,0.27406,1.196312,[ 1 73] ; [  6 141],[ 2.3438914 71.6561086] ; [  4.6561086 142.3438914],0
a7,1,0.28152,1.159735,[51 25] ; [108  38],[54.43243243 21.56756757] ; [104.56756757  41.43243243],0
a8,1,0.329443,0.951087,[ 2 70] ; [  8 130],[ 3.42857143 68.57142857] ; [  6.57142857 131.42857143],0
b5,1,0.331928,0.941363,[43 33] ; [93 54],[46.34977578 29.65022422] ; [89.65022422 57.34977578],0
a1,1,0.333305,0.936014,[ 4 72] ; [  4 143],[ 2.7264574 73.2735426] ; [  5.2735426 141.7264574],0
d2,1,0.33535,0.928126,[23 53] ; [54 93],[26.24215247 49.75784753] ; [50.75784753 96.24215247],0
d5,1,0.360994,0.834432,[58 18] ; [103  43],[55.11711712 20.88288288] ; [105.88288288  40.11711712],0
b4,1,0.40184,0.702812,[40 36] ; [86 61],[42.94170404 33.05829596] ; [83.05829596 63.94170404],0
s8,1,0.413977,0.66735,[27 49] ; [ 44 102],[24.30630631 51.69369369] ; [46.69369369 99.30630631],0
v3,1,0.453048,0.563015,[16 56] ; [ 38 103],[18.25352113 53.74647887] ; [ 35.74647887 105.25352113],0
r2,1,0.476625,0.506576,[67  9] ; [134  13],[68.50224215  7.49775785] ; [132.49775785  14.50224215],0
v2,1,0.520413,0.413075,[31 38] ; [70 71],[33.18571429 35.81428571] ; [67.81428571 73.18571429],0
s2,1,0.609174,0.261379,[35 41] ; [62 84],[33.20720721 42.79279279] ; [63.79279279 82.20720721],0
v1,1,0.624583,0.239479,[33 42] ; [58 85],[31.30733945 43.69266055] ; [59.69266055 83.30733945],0
d3,1,0.642426,0.215584,[48 27] ; [98 48],[49.54751131 25.45248869] ; [96.45248869 49.54751131],0
a3,1,0.665748,0.186616,[43 33] ; [87 59],[44.5045045 31.4954955] ; [85.4954955 60.5045045],0
p4,1,0.670848,0.180611,[31 43] ; [66 81],[32.47963801 41.52036199] ; [64.52036199 82.47963801],0
s7,1,0.753282,0.098794,[21 50] ; [45 97],[22. 49.] ; [44. 98.],0
a4,1,0.792173,0.069427,[23 53] ; [ 42 105],[22.15246637 53.84753363] ; [ 42.84753363 104.15246637],0
p6,1,0.814752,0.054896,[16 55] ; [ 35 111],[16.68663594 54.31336406] ; [ 34.31336406 111.68663594],0
b2,1,0.820284,0.051611,[12 29] ; [21 46],[12.52777778 28.47222222] ; [20.47222222 46.52777778],0
b3,1,0.820284,0.051611,[12 29] ; [21 46],[12.52777778 28.47222222] ; [20.47222222 46.52777778],0
p8,1,0.89105,0.018762,[31 43] ; [63 84],[31.47511312 42.52488688] ; [62.52488688 84.47511312],0
p3,1,0.89307,0.018069,[25 49] ; [51 96],[25.4479638 48.5520362] ; [50.5520362 96.4479638],0
d4,1,0.897975,0.01644,[59 17] ; [113  34],[58.61883408 17.38116592] ; [113.38116592  33.61883408],0
a2,1,0.926034,0.008619,[10 66] ; [ 20 127],[10.22421525 65.77578475] ; [ 19.77578475 127.22421525],0
u1,1,0.944373,0.004868,[ 6 70] ; [ 12 135],[ 6.13452915 69.86547085] ; [ 11.86547085 135.13452915],0
d1,1,0.976682,0.000854,[35 41] ; [68 79],[35.10313901 40.89686099] ; [67.89686099 79.10313901],0
p5,1,0.990917,0.00013,[ 4 70] ; [  8 139],[ 4.01809955 69.98190045] ; [  7.98190045 139.01809955],0
r1,1,0.993362,6.9e-05,[52 23] ; [102  45],[52.02702703 22.97297297] ; [101.97297297  45.02702703],0
