Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,32.879069,[118   8] ; [3 6],[112.93333333  13.06666667] ; [8.06666667 0.93333333],1
r3,1,0.0,26.109725,[124   4] ; [5 4],[120.52554745   7.47445255] ; [8.47445255 0.52554745],1
r4,1,2e-06,22.479904,[115  13] ; [3 6],[110.24817518  17.75182482] ; [7.75182482 1.24817518],1
p11,1,0.00696,7.28336,[96 32] ; [3 6],[92.49635036 35.50364964] ; [6.50364964 2.49635036],0
d5,1,0.009112,6.800835,[94 33] ; [3 6],[90.58088235 36.41911765] ; [6.41911765 2.58088235],0
p10,1,0.011139,6.443045,[93 34] ; [3 6],[89.64705882 37.35294118] ; [6.35294118 2.64705882],0
d1,1,0.011441,6.395481,[70 58] ; [1 8],[66.33576642 61.66423358] ; [4.66423358 4.33576642],0
v2,1,0.01891,5.509779,[63 59] ; [1 8],[59.60305344 62.39694656] ; [4.39694656 4.60305344],0
p9,1,0.038964,4.262443,[97 31] ; [4 5],[94.3649635 33.6350365] ; [6.6350365 2.3649635],0
d3,1,0.040692,4.188805,[96 31] ; [4 5],[93.38235294 33.61764706] ; [6.61764706 2.38235294],0
a7,1,0.06502,3.404459,[93 34] ; [4 5],[90.58088235 36.41911765] ; [6.41911765 2.58088235],0
a6,1,0.066324,3.371727,[82 46] ; [3 6],[79.41605839 48.58394161] ; [5.58394161 3.41605839],0
p2,1,0.082935,3.006422,[111  16] ; [6 3],[109.25735294  17.74264706] ; [7.74264706 1.25735294],0
n6,1,0.109993,2.554327,[89 38] ; [4 5],[86.84558824 40.15441176] ; [6.15441176 2.84558824],0
s8,1,0.116183,2.46804,[47 80] ; [1 8],[44.82352941 82.17647059] ; [3.17647059 5.82352941],0
n4,1,0.222263,1.489701,[55 73] ; [2 7],[53.25547445 74.74452555] ; [3.74452555 5.25547445],0
r1,1,0.246773,1.341479,[94 34] ; [5 4],[92.49635036 35.50364964] ; [6.50364964 2.49635036],0
d4,1,0.287747,1.130135,[104  24] ; [6 3],[102.77372263  25.22627737] ; [7.22627737 1.77372263],0
v3,1,0.354156,0.858511,[34 90] ; [1 7],[32.87878788 91.12121212] ; [2.12121212 5.87878788],0
b1,1,0.37974,0.771543,[52 76] ; [5 4],[53.25547445 74.74452555] ; [3.74452555 5.25547445],0
b3,1,0.423711,0.64,[18 57] ; [2 3],[18.75 56.25] ; [1.25 3.75],0
b2,1,0.423711,0.64,[18 57] ; [2 3],[18.75 56.25] ; [1.25 3.75],0
u2,1,0.444639,0.584282,[23 18] ; [1 2],[22.36363636 18.63636364] ; [1.63636364 1.36363636],0
s6,1,0.458102,0.550529,[72 54] ; [4 5],[70.93333333 55.06666667] ; [5.06666667 3.93333333],0
a5,1,0.475084,0.510127,[86 42] ; [5 4],[85.02189781 42.97810219] ; [5.97810219 3.02189781],0
p5,1,0.485326,0.486872,[  7 121] ; [1 8],[  7.47445255 120.52554745] ; [0.52554745 8.47445255],0
s1,1,0.485326,0.486872,[  7 121] ; [1 8],[  7.47445255 120.52554745] ; [0.52554745 8.47445255],0
d2,1,0.541851,0.372121,[56 72] ; [3 6],[55.12408759 72.87591241] ; [3.87591241 5.12408759],0
n3,1,0.607046,0.264498,[30  4] ; [4 1],[29.64102564  4.35897436] ; [4.35897436 0.64102564],0
p3,1,0.614196,0.25411,[68 60] ; [4 5],[67.27007299 60.72992701] ; [4.72992701 4.27007299],0
a8,1,0.621707,0.243476,[  9 109] ; [1 7],[  9.36507937 108.63492063] ; [0.63492063 7.36507937],0
n2,1,0.63196,0.229412,[24 10] ; [3 2],[23.53846154 10.46153846] ; [3.46153846 1.53846154],0
p1,1,0.660549,0.192857,[  9 117] ; [1 8],[  9.33333333 116.66666667] ; [0.66666667 8.33333333],0
s2,1,0.666217,0.186059,[52 76] ; [3 6],[51.38686131 76.61313869] ; [3.61313869 5.38686131],0
s3,1,0.695407,0.153295,[64 61] ; [4 5],[63.43283582 61.56716418] ; [4.56716418 4.43283582],0
s5,1,0.724513,0.12421,[34 89] ; [2 7],[33.54545455 89.45454545] ; [2.45454545 6.54545455],0
b4,1,0.733017,0.116359,[78 50] ; [6 3],[78.48175182 49.51824818] ; [5.51824818 3.48175182],0
p6,1,0.757038,0.095711,[47 75] ; [3 6],[46.5648855 75.4351145] ; [3.4351145 5.5648855],0
b5,1,0.767487,0.087417,[79 49] ; [6 3],[79.41605839 48.58394161] ; [5.58394161 3.41605839],0
s4,1,0.844482,0.03848,[ 25 103] ; [2 7],[ 25.22627737 102.77372263] ; [1.77372263 7.22627737],0
n1,1,0.898141,0.016387,[ 6 28] ; [1 4],[ 6.1025641 27.8974359] ; [0.8974359 4.1025641],0
p8,1,0.910169,0.01273,[73 54] ; [5 4],[72.83823529 54.16176471] ; [5.16176471 3.83823529],0
a4,1,0.911775,0.012277,[45 83] ; [3 6],[44.84671533 83.15328467] ; [3.15328467 5.84671533],0
s7,1,0.923895,0.009126,[49 76] ; [3 5],[48.87218045 76.12781955] ; [3.12781955 4.87218045],0
a3,1,0.948127,0.004233,[86 41] ; [6 3],[85.91176471 41.08823529] ; [6.08823529 2.91176471],0
v1,1,0.973742,0.001083,[42 82] ; [3 6],[41.95488722 82.04511278] ; [3.04511278 5.95488722],0
p4,1,0.983698,0.000417,[71 56] ; [5 4],[70.97058824 56.02941176] ; [5.02941176 3.97058824],0
