Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-06,20.785963,[37  4] ; [35 39],[25.66956522 15.33043478] ; [46.33043478 27.66956522],1
s8,1,7.1e-05,15.775484,[26 15] ; [19 55],[16.04347826 24.95652174] ; [28.95652174 45.04347826],1
s2,1,0.000377,12.644687,[28 13] ; [25 49],[18.89565217 22.10434783] ; [34.10434783 39.89565217],1
p10,1,0.00057,11.87113,[31  9] ; [32 41],[22.30088496 17.69911504] ; [40.69911504 32.30088496],1
n2,1,0.003315,8.625702,[16  3] ; [14 19],[10.96153846  8.03846154] ; [19.03846154 13.96153846],0
s7,1,0.004146,8.218771,[24 12] ; [24 41],[17.10891089 18.89108911] ; [30.89108911 34.10891089],0
p4,1,0.007209,7.220258,[25 15] ; [26 46],[18.21428571 21.78571429] ; [32.78571429 39.21428571],0
s4,1,0.00911,6.801086,[14 27] ; [10 64],[ 8.55652174 32.44347826] ; [15.44347826 58.55652174],0
d2,1,0.009394,6.7463,[38  3] ; [52 20],[32.65486726  8.34513274] ; [57.34513274 14.65486726],0
p3,1,0.009769,6.676543,[24 16] ; [25 47],[17.5 22.5] ; [31.5 40.5],0
p6,1,0.023757,5.112312,[19 21] ; [19 53],[13.57142857 26.42857143] ; [24.42857143 47.57142857],0
s3,1,0.023961,5.097465,[27 14] ; [32 41],[21.21929825 19.78070175] ; [37.78070175 35.21929825],0
v1,1,0.02997,4.71099,[22 19] ; [24 49],[16.54385965 24.45614035] ; [29.45614035 43.54385965],0
a3,1,0.031434,4.629095,[38  3] ; [56 17],[33.80701754  7.19298246] ; [60.19298246 12.80701754],0
p2,1,0.047554,3.925666,[30 10] ; [41 32],[25.13274336 14.86725664] ; [45.86725664 27.13274336],0
b1,1,0.049867,3.845912,[25 16] ; [31 43],[19.96521739 21.03478261] ; [36.03478261 37.96521739],0
p9,1,0.050482,3.825379,[30 10] ; [40 31],[25.22522523 14.77477477] ; [44.77477477 26.22522523],0
p7,1,0.073638,3.2,[22 18] ; [27 45],[17.5 22.5] ; [31.5 40.5],0
n1,1,0.075917,3.150219,[12  7] ; [12 20],[ 8.94117647 10.05882353] ; [15.05882353 16.94117647],0
a7,1,0.083253,3.000219,[26 15] ; [58 16],[29.94782609 11.05217391] ; [54.05217391 19.94782609],0
r4,1,0.088404,2.903195,[36  5] ; [55 19],[32.44347826  8.55652174] ; [58.55652174 15.44347826],0
p12,1,0.088614,2.899367,[ 3 37] ; [ 1 73],[ 1.40350877 38.59649123] ; [ 2.59649123 71.40350877],0
a5,1,0.095806,2.774009,[35  6] ; [53 21],[31.37391304  9.62608696] ; [56.62608696 17.37391304],0
a4,1,0.127694,2.320316,[30 11] ; [43 30],[26.25438596 14.74561404] ; [46.74561404 26.25438596],0
n3,1,0.213113,1.550154,[14  5] ; [18 14],[11.92156863  7.07843137] ; [20.07843137 11.92156863],0
u1,1,0.219459,1.507906,[15 26] ; [19 55],[12.12173913 28.87826087] ; [21.87826087 52.12173913],0
b4,1,0.22471,1.474035,[28 13] ; [42 32],[24.95652174 16.04347826] ; [45.04347826 28.95652174],0
a8,1,0.226873,1.46036,[ 4 32] ; [ 3 61],[ 2.52 33.48] ; [ 4.48 59.52],0
v3,1,0.358803,0.84208,[15 25] ; [20 49],[12.8440367 27.1559633] ; [22.1559633 46.8440367],0
u3,1,0.368066,0.810185,[1 2] ; [11  7],[1.71428571 1.28571429] ; [10.28571429  7.71428571],0
p1,1,0.374425,0.788926,[ 6 34] ; [ 7 67],[ 4.56140351 35.43859649] ; [ 8.43859649 65.56140351],0
v2,1,0.402439,0.701026,[23 18] ; [34 37],[20.86607143 20.13392857] ; [36.13392857 34.86607143],0
r1,1,0.434411,0.611002,[35  6] ; [58 15],[33.44736842  7.55263158] ; [59.55263158 13.44736842],0
b2,1,0.466386,0.530526,[ 7 18] ; [14 24],[ 8.33333333 16.66666667] ; [12.66666667 25.33333333],0
b3,1,0.466386,0.530526,[ 7 18] ; [14 24],[ 8.33333333 16.66666667] ; [12.66666667 25.33333333],0
r3,1,0.478851,0.501478,[35  5] ; [61 13],[33.68421053  6.31578947] ; [62.31578947 11.68421053],0
s1,1,0.514321,0.425266,[ 2 39] ; [ 6 68],[ 2.85217391 38.14782609] ; [ 5.14782609 68.85217391],0
v4,1,0.527393,0.399412,[38  3] ; [65  8],[37.04385965  3.95614035] ; [65.95614035  7.04385965],0
n6,1,0.545426,0.365576,[29 10] ; [51 23],[27.61061947 11.38938053] ; [52.38938053 21.61061947],0
a2,1,0.598908,0.276646,[17 24] ; [27 47],[15.68695652 25.31304348] ; [28.31304348 45.68695652],0
d3,1,0.66348,0.189324,[36  5] ; [66  7],[36.68421053  4.31578947] ; [65.31578947  7.68421053],0
n5,1,0.74903,0.102348,[22 18] ; [43 31],[22.80701754 17.19298246] ; [42.19298246 31.80701754],0
p8,1,0.842155,0.039656,[15 25] ; [26 47],[14.51327434 25.48672566] ; [26.48672566 46.51327434],0
a6,1,0.861519,0.03043,[28 13] ; [51 22],[28.4122807 12.5877193] ; [50.5877193 22.4122807],0
n4,1,0.874586,0.024912,[26 14] ; [47 27],[25.61403509 14.38596491] ; [47.38596491 26.61403509],0
b5,1,0.876411,0.024186,[26 15] ; [48 26],[26.3826087 14.6173913] ; [47.6173913 26.3826087],0
a1,1,0.909933,0.012797,[ 3 38] ; [ 5 69],[ 2.85217391 38.14782609] ; [ 5.14782609 68.85217391],0
p5,1,0.913445,0.011815,[ 2 38] ; [ 4 69],[ 2.12389381 37.87610619] ; [ 3.87610619 69.12389381],0
