Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,28.638195,[37 15] ; [ 6 34],[24.30434783 27.69565217] ; [18.69565217 21.30434783],1
d5,1,0.0,27.604423,[51  1] ; [21 19],[40.69565217 11.30434783] ; [31.30434783  8.69565217],1
d3,1,0.0,26.28117,[46  6] ; [15 25],[34.47826087 17.52173913] ; [26.52173913 13.47826087],1
d4,1,8e-06,19.918396,[51  1] ; [25 15],[42.95652174  9.04347826] ; [33.04347826  6.95652174],1
a3,1,0.000238,13.504645,[47  6] ; [22 18],[39.32258065 13.67741935] ; [29.67741935 10.32258065],1
a2,1,0.003995,8.285877,[15 38] ; [ 2 38],[ 9.68817204 43.31182796] ; [ 7.31182796 32.68817204],0
a5,1,0.006348,7.448701,[46  7] ; [25 15],[40.46236559 12.53763441] ; [30.53763441  9.46236559],0
a4,1,0.008672,6.889106,[29 24] ; [11 29],[22.79569892 30.20430108] ; [17.20430108 22.79569892],0
n3,1,0.012052,6.303236,[5 8] ; [9 1],[7.91304348 5.08695652] ; [6.08695652 3.91304348],0
s3,1,0.026564,4.918919,[36 16] ; [18 21],[30.85714286 21.14285714] ; [23.14285714 15.85714286],0
s2,1,0.069621,3.291928,[32 20] ; [17 23],[27.69565217 24.30434783] ; [21.30434783 18.69565217],0
a6,1,0.093279,2.816859,[35 17] ; [20 20],[31.08695652 20.91304348] ; [23.91304348 16.08695652],0
b5,1,0.140871,2.168422,[21 32] ; [22 18],[24.50537634 28.49462366] ; [18.49462366 21.50537634],0
p4,1,0.142082,2.155263,[46  6] ; [30  9],[43.42857143  8.57142857] ; [32.57142857  6.42857143],0
p11,1,0.145723,2.116459,[48  5] ; [32  8],[45.59139785  7.40860215] ; [34.40860215  5.59139785],0
v1,1,0.163801,1.938778,[36 15] ; [22 17],[32.86666667 18.13333333] ; [25.13333333 13.86666667],0
r1,1,0.221568,1.494184,[44  9] ; [29 11],[41.60215054 11.39784946] ; [31.39784946  8.60215054],0
u3,1,0.223543,1.481481,[5 1] ; [10  8],[3.75 2.25] ; [11.25  6.75],0
p6,1,0.288082,1.128565,[27 24] ; [25 14],[29.46666667 21.53333333] ; [22.53333333 16.46666667],0
p3,1,0.331356,0.94359,[41 11] ; [28 12],[39. 13.] ; [30. 10.],0
v3,1,0.367342,0.812637,[31 20] ; [20 19],[28.9 22.1] ; [22.1 16.9],0
s6,1,0.36856,0.808515,[39 12] ; [32  6],[40.68539326 10.31460674] ; [30.31460674  7.68539326],0
a1,1,0.379038,0.77382,[ 7 46] ; [ 3 37],[ 5.69892473 47.30107527] ; [ 4.30107527 35.69892473],0
n5,1,0.410559,0.677181,[48  5] ; [34  6],[46.7311828  6.2688172] ; [35.2688172  4.7311828],0
n4,1,0.410559,0.677181,[48  5] ; [34  6],[46.7311828  6.2688172] ; [35.2688172  4.7311828],0
p9,1,0.411274,0.675115,[50  3] ; [35  4],[48.9673913  4.0326087] ; [36.0326087  2.9673913],0
s1,1,0.432249,0.616774,[ 3 50] ; [ 4 36],[ 3.98924731 49.01075269] ; [ 3.01075269 36.98924731],0
p8,1,0.436367,0.605816,[43 10] ; [29 10],[41.47826087 11.52173913] ; [30.52173913  8.47826087],0
b2,1,0.450536,0.569302,[23 20] ; [11 14],[21.5 21.5] ; [12.5 12.5],0
b3,1,0.450536,0.569302,[23 20] ; [11 14],[21.5 21.5] ; [12.5 12.5],0
r4,1,0.468118,0.526415,[45  8] ; [36  4],[46.16129032  6.83870968] ; [34.83870968  5.16129032],0
r3,1,0.51804,0.417794,[46  6] ; [37  3],[46.91304348  5.08695652] ; [36.08695652  3.91304348],0
n2,1,0.559847,0.33997,[9 4] ; [8 2],[9.60869565 3.39130435] ; [7.39130435 2.60869565],0
p10,1,0.575372,0.313776,[48  5] ; [33  5],[47.17582418  5.82417582] ; [33.82417582  4.17582418],0
p1,1,0.580946,0.304708,[16 37] ; [10 30],[14.8172043 38.1827957] ; [11.1827957 28.8172043],0
r2,1,0.606049,0.265968,[48  5] ; [34  5],[47.23913043  5.76086957] ; [34.76086957  4.23913043],0
p2,1,0.625041,0.238846,[46  6] ; [34  6],[45.2173913  6.7826087] ; [34.7826087  5.2173913],0
s5,1,0.628277,0.234404,[32 18] ; [23 16],[30.8988764 19.1011236] ; [24.1011236 14.8988764],0
a8,1,0.63212,0.229197,[ 7 41] ; [ 7 31],[ 7.81395349 40.18604651] ; [ 6.18604651 31.81395349],0
v2,1,0.636787,0.222968,[30 21] ; [21 18],[28.9 22.1] ; [22.1 16.9],0
s8,1,0.636787,0.222968,[30 21] ; [21 18],[28.9 22.1] ; [22.1 16.9],0
n1,1,0.664558,0.188034,[7 6] ; [4 5],[6.5 6.5] ; [4.5 4.5],0
s7,1,0.689839,0.15926,[37 14] ; [24 11],[36.1744186 14.8255814] ; [24.8255814 10.1744186],0
v4,1,0.738905,0.111091,[49  3] ; [37  3],[48.60869565  3.39130435] ; [37.39130435  2.60869565],0
b1,1,0.788985,0.071625,[24 29] ; [17 23],[23.3655914 29.6344086] ; [17.6344086 22.3655914],0
