Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,283.393391,[ 67 239] ; [281  35],[171.20257235 134.79742765] ; [176.79742765 139.20257235],1
s7,1,0.0,118.090027,[ 82 213] ; [225  88],[148.95559211 146.04440789] ; [158.04440789 154.95559211],1
s6,1,0.0,116.812079,[142 160] ; [277  39],[204.75404531  97.24595469] ; [214.24595469 101.75404531],1
s8,1,0.0,91.043025,[ 81 227] ; [205 114],[140.49122807 167.50877193] ; [145.50877193 173.49122807],1
s5,1,0.0,57.752005,[ 62 240] ; [153 153],[106.79276316 195.20723684] ; [108.20723684 197.79276316],1
s4,1,1.1e-05,19.312104,[ 28 278] ; [ 69 245],[ 47.87419355 258.12580645] ; [ 49.12580645 264.87419355],1
a3,1,0.000336,12.85982,[204 106] ; [250  68],[224.10828025  85.89171975] ; [229.89171975  88.10828025],1
p6,1,0.00034,12.838237,[ 97 209] ; [144 171],[118.75362319 187.24637681] ; [122.24637681 192.75362319],1
d1,1,0.000345,12.80746,[164 146] ; [214 106],[186. 124.] ; [192. 128.],1
n5,1,0.000858,11.112255,[234  73] ; [277  43],[250.20255183  56.79744817] ; [260.79744817  59.20255183],1
p12,1,0.001916,9.628111,[ 18 288] ; [ 42 276],[ 29.42307692 276.57692308] ; [ 30.57692308 287.42307692],0
u1,1,0.001932,9.612912,[ 42 268] ; [ 74 246],[ 57.07936508 252.92063492] ; [ 58.92063492 261.07936508],0
p4,1,0.002055,9.499976,[174 135] ; [217 101],[192.6937799 116.3062201] ; [198.3062201 119.6937799],0
a2,1,0.002212,9.364482,[ 57 253] ; [ 92 228],[ 73.31746032 236.68253968] ; [ 75.68253968 244.31746032],0
d4,1,0.002449,9.178096,[242  67] ; [278  40],[256.26794258  52.73205742] ; [263.73205742  54.26794258],0
p7,1,0.00423,8.182435,[188 118] ; [222  85],[204.66557912 101.33442088] ; [205.33442088 101.66557912],0
n4,1,0.004828,7.942621,[241  68] ; [277  43],[254.47058824  54.52941176] ; [263.52941176  56.47058824],0
p10,1,0.005456,7.721583,[257  48] ; [291  27],[268.28250401  36.71749599] ; [279.71749599  38.28250401],0
d2,1,0.007166,7.230911,[133 175] ; [172 147],[149.8245614 158.1754386] ; [155.1754386 163.8245614],0
v4,1,0.012885,6.184781,[290  19] ; [312   7],[296.20700637  12.79299363] ; [305.79299363  13.20700637],0
v1,1,0.012928,6.178893,[153 149] ; [188 122],[168.27124183 133.72875817] ; [172.72875817 137.27124183],0
a4,1,0.019892,5.421383,[125 183] ; [159 160],[139.50877193 168.49122807] ; [144.49122807 174.50877193],0
a5,1,0.020391,5.378093,[219  91] ; [251  68],[231.63751987  78.36248013] ; [238.36248013  80.63751987],0
u4,1,0.02202,5.244217,[  3 307] ; [ 12 308],[  7.38095238 302.61904762] ; [  7.61904762 312.38095238],0
v3,1,0.029647,4.729621,[113 189] ; [142 166],[126.24590164 175.75409836] ; [128.75409836 179.24590164],0
r4,1,0.031819,4.608201,[277  33] ; [301  19],[284.41269841  25.58730159] ; [293.58730159  26.41269841],0
p3,1,0.032386,4.577938,[151 159] ; [182 136],[164.37898089 145.62101911] ; [168.62101911 149.37898089],0
s1,1,0.03291,4.550447,[  4 302] ; [ 13 305],[  8.33653846 297.66346154] ; [  8.66346154 309.33653846],0
r2,1,0.034823,4.453856,[282  22] ; [308  11],[287.89727127  16.10272873] ; [302.10272873  16.89727127],0
p9,1,0.047291,3.935003,[267  39] ; [291  25],[274.51446945  31.48553055] ; [283.48553055  32.51446945],0
u3,1,0.054262,3.704622,[52 53] ; [45 25],[58.2 46.8] ; [38.8 31.2],0
r1,1,0.055191,3.676311,[238  71] ; [266  54],[247.59300477  61.40699523] ; [256.40699523  63.59300477],0
d5,1,0.072163,3.233117,[242  68] ; [267  52],[250.85850556  59.14149444] ; [258.14149444  60.85850556],0
a1,1,0.074755,3.175403,[ 10 300] ; [ 20 300],[ 14.76190476 295.23809524] ; [ 15.23809524 304.76190476],0
p5,1,0.088087,2.908982,[ 34 276] ; [ 49 265],[ 41.23397436 268.76602564] ; [ 41.76602564 272.23397436],0
a6,1,0.093001,2.821639,[223  87] ; [209 109],[213.24840764  96.75159236] ; [218.75159236  99.24840764],0
p8,1,0.164178,1.935316,[166 137] ; [190 125],[174.54368932 128.45631068] ; [181.45631068 133.54368932],0
n1,1,0.175572,1.834713,[19 48] ; [22 33],[22.51639344 44.48360656] ; [18.48360656 36.51639344],0
a8,1,0.177557,1.817954,[ 35 242] ; [ 50 251],[ 40.73529412 236.26470588] ; [ 44.26470588 256.73529412],0
n2,1,0.218758,1.5125,[45 21] ; [43 12],[48. 18.] ; [40. 15.],0
b4,1,0.254831,1.296623,[193 117] ; [185 135],[186. 124.] ; [192. 128.],0
n3,1,0.270768,1.212851,[52 13] ; [40 16],[49.4214876 15.5785124] ; [42.5785124 13.4214876],0
b1,1,0.284321,1.146321,[ 97 213] ; [113 207],[103.33333333 206.66666667] ; [106.66666667 213.33333333],0
p2,1,0.345403,0.890276,[263  46] ; [278  39],[267.04313099  41.95686901] ; [273.95686901  43.04313099],0
d3,1,0.352241,0.865368,[208 102] ; [225  94],[213.40222576  96.59777424] ; [219.59777424  99.40222576],0
v2,1,0.357236,0.847587,[168 130] ; [185 123],[173.58745875 124.41254125] ; [179.41254125 128.58745875],0
b5,1,0.408572,0.682953,[173 137] ; [189 131],[178.12698413 131.87301587] ; [183.87301587 136.12698413],0
a7,1,0.561848,0.336515,[219  90] ; [232  86],[222.26315789  86.73684211] ; [228.73684211  89.26315789],0
b2,1,0.826956,0.047789,[ 76 115] ; [ 85 123],[ 77.07017544 113.92982456] ; [ 83.92982456 124.07017544],0
b3,1,0.826956,0.047789,[ 76 115] ; [ 85 123],[ 77.07017544 113.92982456] ; [ 83.92982456 124.07017544],0
u2,1,0.85241,0.034612,[57 48] ; [39 31],[57.6 47.4] ; [38.4 31.6],0
p1,1,0.929999,0.007717,[ 28 281] ; [ 28 288],[ 27.6864 281.3136] ; [ 28.3136 287.6864],0
r3,1,0.930779,0.007545,[298  10] ; [310  10],[298.1910828   9.8089172] ; [309.8089172  10.1910828],0
