Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,26.322229,[ 20 115] ; [47 58],[37.6875 97.3125] ; [29.3125 75.6875],1
v1,1,1.3e-05,19.034469,[ 35 100] ; [58 51],[51.45491803 83.54508197] ; [41.54508197 67.45491803],1
d5,1,0.001139,10.586561,[88 47] ; [92 18],[99.18367347 35.81632653] ; [80.81632653 29.18367347],0
d4,1,0.001389,10.220692,[92 44] ; [93 16],[102.69387755  33.30612245] ; [82.30612245 26.69387755],0
d3,1,0.004791,7.956875,[70 64] ; [77 33],[80.7295082 53.2704918] ; [66.2704918 43.7295082],0
d1,1,0.006086,7.524518,[54 82] ; [63 47],[64.68292683 71.31707317] ; [52.31707317 57.68292683],0
r1,1,0.008571,6.910164,[79 56] ; [82 28],[88.71428571 46.28571429] ; [72.28571429 37.71428571],0
v4,1,0.010023,6.630865,[109  27] ; [101   9],[116.09756098  19.90243902] ; [93.90243902 16.09756098],0
r3,1,0.010128,6.612279,[108  27] ; [100   9],[115.08196721  19.91803279] ; [92.91803279 16.08196721],0
r4,1,0.025973,4.957827,[93 43] ; [89 21],[100.61788618  35.38211382] ; [81.38211382 28.61788618],0
p2,1,0.040112,4.213147,[84 51] ; [82 28],[91.46938776 43.53061224] ; [74.53061224 35.46938776],0
p4,1,0.04817,3.90405,[36 99] ; [42 67],[43.1557377 91.8442623] ; [34.8442623 74.1557377],0
s2,1,0.048868,3.879884,[ 12 122] ; [19 90],[ 17.09465021 116.90534979] ; [13.90534979 95.09465021],0
p11,1,0.063759,3.436809,[85 51] ; [81 29],[91.77235772 44.22764228] ; [74.22764228 35.77235772],0
s1,1,0.100836,2.692266,[  6 129] ; [  1 108],[  3.87295082 131.12704918] ; [  3.12704918 105.87295082],0
p10,1,0.101719,2.678378,[79 55] ; [76 34],[85.12295082 48.87704918] ; [69.87704918 40.12295082],0
u1,1,0.104873,2.629826,[ 10 126] ; [15 95],[ 13.82113821 122.17886179] ; [11.17886179 98.82113821],0
b1,1,0.13063,2.285002,[56 80] ; [35 75],[50.30894309 85.69105691] ; [40.69105691 69.30894309],0
r2,1,0.135186,2.231917,[109  26] ; [94 13],[113.24380165  21.75619835] ; [89.75619835 17.24380165],0
p9,1,0.144289,2.131614,[84 48] ; [79 30],[89.2780083 42.7219917] ; [73.7219917 35.2780083],0
b3,1,0.150424,2.067945,[31 47] ; [19 48],[26.89655172 51.10344828] ; [23.10344828 43.89655172],0
b2,1,0.150424,2.067945,[31 47] ; [19 48],[26.89655172 51.10344828] ; [23.10344828 43.89655172],0
a6,1,0.162693,1.949018,[81 55] ; [75 35],[86.24390244 49.75609756] ; [69.75609756 40.24390244],0
a3,1,0.169254,1.889536,[78 57] ; [73 37],[83.20408163 51.79591837] ; [67.79591837 42.20408163],0
n6,1,0.192462,1.69867,[97 38] ; [87 23],[101.3877551  33.6122449] ; [82.6122449 27.3877551],0
p7,1,0.202804,1.622067,[49 87] ; [48 61],[53.84489796 82.15510204] ; [43.15510204 65.84489796],0
s4,1,0.221688,1.493408,[ 19 115] ; [ 10 100],[ 15.92622951 118.07377049] ; [13.07377049 96.92622951],0
s6,1,0.224423,1.475863,[44 90] ; [44 65],[48.52674897 85.47325103] ; [39.47325103 69.52674897],0
n5,1,0.229718,1.44261,[90 46] ; [64 45],[85.48571429 50.51428571] ; [68.51428571 40.48571429],0
a7,1,0.267701,1.22849,[85 50] ; [76 33],[89.07786885 45.92213115] ; [71.92213115 37.07786885],0
s8,1,0.270962,1.211871,[ 22 113] ; [24 86],[ 25.34693878 109.65306122] ; [20.65306122 89.34693878],0
p6,1,0.276725,1.183103,[ 23 111] ; [25 85],[ 26.36065574 107.63934426] ; [21.63934426 88.36065574],0
a5,1,0.310955,1.026615,[83 53] ; [74 36],[86.79674797 49.20325203] ; [70.20325203 39.79674797],0
n3,1,0.322158,0.980163,[29 24] ; [21 11],[31.17647059 21.82352941] ; [18.82352941 13.17647059],0
n4,1,0.326891,0.961174,[82 54] ; [73 37],[85.69105691 50.30894309] ; [69.30894309 40.69105691],0
p1,1,0.352686,0.863771,[ 10 125] ; [  5 105],[  8.26530612 126.73469388] ; [  6.73469388 103.26530612],0
a4,1,0.390416,0.737645,[48 87] ; [45 65],[51.24489796 83.75510204] ; [41.75510204 68.24489796],0
s5,1,0.401927,0.702552,[ 18 115] ; [19 90],[ 20.33471074 112.66528926] ; [16.66528926 92.33471074],0
n1,1,0.416017,0.661538,[18 36] ; [ 8 24],[16.3255814 37.6744186] ; [ 9.6744186 22.3255814],0
u4,1,0.441655,0.591979,[  1 135] ; [  2 108],[  1.65853659 134.34146341] ; [  1.34146341 108.65853659],0
a8,1,0.449275,0.572479,[ 15 118] ; [ 8 89],[ 13.3 119.7] ; [ 9.7 87.3],0
s7,1,0.452521,0.564329,[ 24 108] ; [23 81],[ 26.28813559 105.71186441] ; [20.71186441 83.28813559],0
p8,1,0.547466,0.361876,[45 90] ; [40 68],[47.22222222 87.77777778] ; [37.77777778 70.22222222],0
p12,1,0.564192,0.332497,[  4 131] ; [  2 108],[  3.30612245 131.69387755] ; [  2.69387755 107.30612245],0
a1,1,0.568673,0.324908,[  7 129] ; [  4 106],[  6.08130081 129.91869919] ; [  4.91869919 105.08130081],0
u2,1,0.600177,0.274729,[29 29] ; [20 16],[30.23404255 27.76595745] ; [18.76595745 17.23404255],0
