Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.11256,[40 11] ; [25 49],[26.52 24.48] ; [38.48 35.52],1
p4,1,0.000162,14.22865,[41 11] ; [33 40],[30.784 21.216] ; [43.216 29.784],1
s6,1,0.00031,13.009983,[44  7] ; [40 32],[34.82926829 16.17073171] ; [49.17073171 22.82926829],1
p7,1,0.000465,12.250064,[42 10] ; [36 36],[32.70967742 19.29032258] ; [45.29032258 26.70967742],1
s8,1,0.001177,10.526291,[37 15] ; [31 43],[28.06349206 23.93650794] ; [39.93650794 34.06349206],0
s7,1,0.001584,9.978022,[38 13] ; [30 36],[29.64102564 21.35897436] ; [38.35897436 27.64102564],0
p3,1,0.004957,7.895036,[36 16] ; [32 41],[28.288 23.712] ; [39.712 33.288],0
a6,1,0.013076,6.158836,[12 40] ; [33 41],[18.57142857 33.42857143] ; [26.42857143 47.57142857],0
v4,1,0.042774,4.104324,[50  2] ; [62 11],[46.592  5.408] ; [65.408  7.592],0
a1,1,0.045237,4.009787,[ 6 46] ; [ 2 72],[ 3.3015873 48.6984127] ; [ 4.6984127 69.3015873],0
p9,1,0.04901,3.875023,[46  5] ; [55 17],[41.87804878  9.12195122] ; [59.12195122 12.87804878],0
r4,1,0.052086,3.773018,[48  4] ; [59 15],[44.15873016  7.84126984] ; [62.84126984 11.15873016],0
u3,1,0.058856,3.56933,[8 3] ; [4 8],[5.73913043 5.26086957] ; [6.26086957 5.73913043],0
s2,1,0.062049,3.481746,[33 19] ; [34 39],[27.872 24.128] ; [39.128 33.872],0
s4,1,0.078081,3.104395,[15 36] ; [12 62],[11.016 39.984] ; [15.984 58.016],0
r2,1,0.082151,3.02182,[50  1] ; [64  7],[47.6557377  3.3442623] ; [66.3442623  4.6557377],0
s5,1,0.090481,2.865786,[27 22] ; [28 43],[22.45833333 26.54166667] ; [32.54166667 38.45833333],0
p10,1,0.124847,2.355442,[43  8] ; [53 20],[39.48387097 11.51612903] ; [56.51612903 16.48387097],0
r3,1,0.154481,2.027436,[50  2] ; [66  8],[47.87301587  4.12698413] ; [68.12698413  5.87301587],0
b5,1,0.155703,2.01547,[18 34] ; [35 39],[21.87301587 30.12698413] ; [31.12698413 42.87301587],0
a2,1,0.157137,2.001569,[ 4 48] ; [12 62],[ 6.6031746 45.3968254] ; [ 9.3968254 64.6031746],0
n3,1,0.184346,1.762238,[8 2] ; [14 11],[6.28571429 3.71428571] ; [15.71428571  9.28571429],0
n1,1,0.19068,1.712356,[7 4] ; [10 15],[5.19444444 5.80555556] ; [11.80555556 13.19444444],0
u4,1,0.195389,1.676507,[ 4 48] ; [ 2 72],[ 2.47619048 49.52380952] ; [ 3.52380952 70.47619048],0
v3,1,0.209368,1.575791,[24 27] ; [25 45],[20.65289256 30.34710744] ; [28.34710744 41.65289256],0
s3,1,0.229577,1.443477,[33 19] ; [39 35],[29.71428571 22.28571429] ; [42.28571429 31.71428571],0
p11,1,0.240504,1.377639,[42 10] ; [53 21],[39.20634921 12.79365079] ; [55.79365079 18.20634921],0
n2,1,0.245237,1.350234,[8 3] ; [13 12],[6.41666667 4.58333333] ; [14.58333333 10.41666667],0
p2,1,0.2491,1.328342,[43  9] ; [54 19],[40.352 11.648] ; [56.648 16.352],0
a5,1,0.264363,1.245766,[46  6] ; [60 14],[43.74603175  8.25396825] ; [62.25396825 11.74603175],0
b4,1,0.266048,1.23701,[25 27] ; [43 31],[28.06349206 23.93650794] ; [39.93650794 34.06349206],0
v2,1,0.311404,1.024712,[24 27] ; [40 31],[26.75409836 24.24590164] ; [37.24590164 33.75409836],0
n6,1,0.335867,0.926143,[46  6] ; [60 13],[44.096  7.904] ; [61.904 11.096],0
u2,1,0.391805,0.733333,[7 4] ; [5 6],[6. 5.] ; [6. 5.],0
a3,1,0.479951,0.498974,[41 11] ; [62 12],[42.50793651  9.49206349] ; [60.49206349 13.50793651],0
b1,1,0.491539,0.473155,[27 25] ; [43 31],[28.88888889 23.11111111] ; [41.11111111 32.88888889],0
s1,1,0.501778,0.451173,[ 1 51] ; [ 3 71],[ 1.65079365 50.34920635] ; [ 2.34920635 71.65079365],0
n5,1,0.586942,0.295145,[42 10] ; [56 17],[40.768 11.232] ; [57.232 15.768],0
v1,1,0.60083,0.273746,[25 25] ; [40 33],[26.42276423 23.57723577] ; [38.57723577 34.42276423],0
b2,1,0.615561,0.252156,[18 20] ; [21 29],[16.84090909 21.15909091] ; [22.15909091 27.84090909],0
b3,1,0.615561,0.252156,[18 20] ; [21 29],[16.84090909 21.15909091] ; [22.15909091 27.84090909],0
p12,1,0.632604,0.228546,[ 3 47] ; [ 3 70],[ 2.43902439 47.56097561] ; [ 3.56097561 69.43902439],0
d3,1,0.668141,0.183785,[37 15] ; [50 24],[35.9047619 16.0952381] ; [51.0952381 22.9047619],0
n4,1,0.720916,0.127617,[44  8] ; [60 13],[43.264  8.736] ; [60.736 12.264],0
p1,1,0.767927,0.087076,[ 5 47] ; [ 6 68],[ 4.53968254 47.46031746] ; [ 6.46031746 67.53968254],0
a8,1,0.789182,0.071488,[ 5 45] ; [ 6 64],[ 4.58333333 45.41666667] ; [ 6.41666667 63.58333333],0
p5,1,0.815517,0.054436,[ 8 44] ; [10 62],[ 7.5483871 44.4516129] ; [10.4516129 61.5483871],0
d2,1,0.839673,0.04093,[42 10] ; [60 13],[42.432  9.568] ; [59.568 13.432],0
a4,1,0.965874,0.00183,[34 18] ; [48 25],[34.112 17.888] ; [47.888 25.112],0
u1,1,0.976582,0.000862,[ 5 47] ; [ 7 67],[ 4.95238095 47.04761905] ; [ 7.04761905 66.95238095],0
r1,1,0.989111,0.000186,[40 12] ; [57 17],[40.03174603 11.96825397] ; [56.96825397 17.03174603],0
