Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.00207,9.486048,[ 5 21] ; [57 51],[12.02985075 13.97014925] ; [49.97014925 58.02985075],0
b2,1,0.00207,9.486048,[ 5 21] ; [57 51],[12.02985075 13.97014925] ; [49.97014925 58.02985075],0
s5,1,0.003201,8.689045,[23 15] ; [ 53 101],[15.04166667 22.95833333] ; [60.95833333 93.04166667],0
s6,1,0.012287,6.268994,[33  6] ; [100  57],[26.46428571 12.53571429] ; [106.53571429  50.46428571],0
d3,1,0.014531,5.972408,[25 16] ; [64 97],[18.06435644 22.93564356] ; [70.93564356 90.06435644],0
b5,1,0.027395,4.865736,[12 29] ; [78 83],[18.26732673 22.73267327] ; [71.73267327 89.26732673],0
s3,1,0.037767,4.315476,[29 11] ; [87 73],[23.2 16.8] ; [92.8 67.2],0
s7,1,0.04008,4.214479,[28 12] ; [81 75],[22.24489796 17.75510204] ; [86.75510204 69.24489796],0
p8,1,0.055451,3.668478,[27 13] ; [81 79],[21.6 18.4] ; [86.4 73.6],0
a8,1,0.073631,3.200163,[ 1 38] ; [ 19 135],[ 4.04145078 34.95854922] ; [ 15.95854922 138.04145078],0
p3,1,0.080552,3.053731,[26 15] ; [77 83],[21.00995025 19.99004975] ; [81.99004975 78.00995025],0
s2,1,0.083357,2.998205,[25 15] ; [76 85],[20.09950249 19.90049751] ; [80.90049751 80.09950249],0
v2,1,0.092102,2.837251,[15 24] ; [83 72],[19.70103093 19.29896907] ; [78.29896907 76.70103093],0
p7,1,0.108352,2.578098,[31  9] ; [100  56],[26.73469388 13.26530612] ; [104.26530612  51.73469388],0
n2,1,0.114828,2.48648,[11  1] ; [29 13],[8.88888889 3.11111111] ; [31.11111111 10.88888889],0
s1,1,0.123797,2.368616,[ 3 37] ; [  4 156],[ 1.4 38.6] ; [  5.6 154.4],0
n5,1,0.15244,2.047662,[31 10] ; [136  24],[34.06467662  6.93532338] ; [132.93532338  27.06467662],0
p1,1,0.153479,2.037325,[ 6 35] ; [ 12 148],[ 3.67164179 37.32835821] ; [ 14.32835821 145.67164179],0
r4,1,0.174985,1.839707,[37  4] ; [131  30],[34.0990099  6.9009901] ; [133.9009901  27.0990099],0
p6,1,0.186156,1.747781,[18 22] ; [ 53 104],[14.41624365 25.58375635] ; [ 56.58375635 100.41624365],0
