Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,85.563242,[209 153] ; [ 51 201],[153.28990228 208.71009772] ; [106.71009772 145.28990228],1
v1,1,0.0,48.056877,[243 119] ; [ 97 153],[201.11111111 160.88888889] ; [138.88888889 111.11111111],1
p7,1,0.006944,7.287385,[249 111] ; [147 104],[233.32242226 126.67757774] ; [162.67757774  88.32242226],0
a3,1,0.007611,7.122767,[294  75] ; [178  75],[280.01286174  88.98713826] ; [191.98713826  61.01286174],0
p10,1,0.01268,6.213245,[317  49] ; [200  53],[305.68982229  60.31017771] ; [211.31017771  41.68982229],0
s8,1,0.012776,6.199829,[187 179] ; [104 150],[171.78387097 194.21612903] ; [119.21612903 134.78387097],0
d2,1,0.014287,6.002379,[219 150] ; [125 128],[204.07717042 164.92282958] ; [139.92282958 113.07717042],0
d1,1,0.018275,5.569551,[276  94] ; [168  87],[262.848 107.152] ; [181.152  73.848],0
p3,1,0.023547,5.127667,[206 164] ; [118 136],[192.11538462 177.88461538] ; [131.88461538 122.11538462],0
a2,1,0.025602,4.98273,[111 259] ; [ 56 199],[ 98.864 271.136] ; [ 68.136 186.864],0
a5,1,0.027159,4.880688,[299  71] ; [187  68],[287.712  82.288] ; [198.288  56.712],0
r1,1,0.030314,4.691381,[311  59] ; [196  58],[300.625  69.375] ; [206.375  47.625],0
p11,1,0.030321,4.691017,[310  60] ; [196  59],[299.552  70.448] ; [206.448  48.552],0
d5,1,0.037343,4.33468,[335  35] ; [217  38],[326.784  43.216] ; [225.216  29.784],0
u1,1,0.048202,3.902918,[ 93 277] ; [ 47 208],[ 82.88 287.12] ; [ 57.12 197.88],0
s7,1,0.057153,3.618125,[197 157] ; [117 128],[185.56928214 168.43071786] ; [128.43071786 116.56928214],0
n4,1,0.058584,3.577013,[310  59] ; [199  56],[300.99519231  68.00480769] ; [208.00480769  46.99519231],0
a1,1,0.061615,3.493381,[ 26 344] ; [  9 246],[ 20.72 349.28] ; [ 14.28 240.72],0
a6,1,0.062074,3.481093,[262 107] ; [163  92],[251.32211538 117.67788462] ; [173.67788462  81.32211538],0
p9,1,0.065227,3.399239,[322  42] ; [209  42],[314.28292683  49.71707317] ; [216.71707317  34.28292683],0
r3,1,0.072861,3.21735,[358  11] ; [239  15],[353.60032103  15.39967897] ; [243.39967897  10.60032103],0
a4,1,0.103631,2.648752,[193 176] ; [116 138],[183.01926164 185.98073836] ; [125.98073836 128.01926164],0
