Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.005471,7.716657,[ 56 224] ; [4 2],[ 58.74125874 221.25874126] ; [1.25874126 4.74125874],0
r4,1,0.010369,6.570445,[263  18] ; [4 2],[261.41811847  19.58188153] ; [5.58188153 0.41811847],0
n4,1,0.015443,5.865223,[240  40] ; [3 3],[237.9020979  42.0979021] ; [5.0979021 0.9020979],0
r1,1,0.017544,5.641071,[239  41] ; [3 3],[236.92307692  43.07692308] ; [5.07692308 0.92307692],0
b1,1,0.028851,4.776509,[110 171] ; [5 1],[112.59581882 168.40418118] ; [2.40418118 3.59581882],0
p11,1,0.04425,4.046991,[231  50] ; [3 3],[229.10801394  51.89198606] ; [4.89198606 1.10801394],0
s8,1,0.049053,3.873531,[197  82] ; [2 4],[194.81052632  84.18947368] ; [4.18947368 1.81052632],0
r3,1,0.097959,2.738464,[271  10] ; [5 1],[270.22996516  10.77003484] ; [5.77003484 0.22996516],0
r2,1,0.099774,2.709158,[269  10] ; [5 1],[268.23157895  10.76842105] ; [5.76842105 0.23157895],0
d4,1,0.155345,2.018964,[243  37] ; [4 2],[241.81818182  38.18181818] ; [5.18181818 0.81818182],0
s2,1,0.18921,1.723757,[207  73] ; [3 3],[205.59440559  74.40559441] ; [4.40559441 1.59440559],0
n5,1,0.19215,1.701052,[240  40] ; [4 2],[238.88111888  41.11888112] ; [5.11888112 0.88111888],0
a7,1,0.249744,1.324736,[201  80] ; [3 3],[199.73519164  81.26480836] ; [4.26480836 1.73519164],0
v1,1,0.251461,1.31517,[165 109] ; [5 1],[166.35714286 107.64285714] ; [3.64285714 2.35714286],0
a6,1,0.36295,0.82766,[190  91] ; [3 3],[188.96515679  92.03484321] ; [4.03484321 1.96515679],0
d1,1,0.36295,0.82766,[190  91] ; [3 3],[188.96515679  92.03484321] ; [4.03484321 1.96515679],0
a4,1,0.370896,0.80066,[145 135] ; [2 4],[143.91608392 136.08391608] ; [3.08391608 2.91608392],0
p2,1,0.404422,0.695139,[259  21] ; [5 1],[258.46153846  21.53846154] ; [5.53846154 0.46153846],0
a2,1,0.442676,0.589336,[ 88 193] ; [1 5],[ 87.13937282 193.86062718] ; [1.86062718 4.13937282],0
n6,1,0.459994,0.54591,[257  23] ; [5 1],[256.5034965  23.4965035] ; [5.4965035 0.5034965],0
p8,1,0.463022,0.538581,[180  99] ; [3 3],[179.14736842  99.85263158] ; [3.85263158 2.14736842],0
d3,1,0.527406,0.399387,[218  63] ; [4 2],[217.35888502  63.64111498] ; [4.64111498 1.35888502],0
s5,1,0.581829,0.303287,[128 141] ; [3 2],[128.60948905 140.39051095] ; [2.39051095 2.60948905],0
p6,1,0.599463,0.275806,[156 123] ; [4 2],[156.63157895 122.36842105] ; [3.36842105 2.63157895],0
b5,1,0.633782,0.226967,[160 121] ; [4 2],[160.57142857 120.42857143] ; [3.42857143 2.57142857],0
b4,1,0.645904,0.211103,[161 120] ; [4 2],[161.55052265 119.44947735] ; [3.44947735 2.55052265],0
s3,1,0.677365,0.173108,[207  72] ; [4 2],[206.55789474  72.44210526] ; [4.44210526 1.55789474],0
b2,1,0.678686,0.171609,[ 84 117] ; [2 4],[ 83.50724638 117.49275362] ; [2.49275362 3.50724638],0
b3,1,0.678686,0.171609,[ 84 117] ; [2 4],[ 83.50724638 117.49275362] ; [2.49275362 3.50724638],0
d2,1,0.682893,0.166888,[164 117] ; [4 2],[164.48780488 116.51219512] ; [3.51219512 2.48780488],0
p1,1,0.693842,0.154958,[ 32 247] ; [1 5],[ 32.30526316 246.69473684] ; [0.69473684 5.30526316],0
p12,1,0.714729,0.1336,[ 33 247] ; [1 5],[ 33.28671329 246.71328671] ; [0.71328671 5.28671329],0
v2,1,0.715195,0.133144,[163 112] ; [4 2],[163.4341637 111.5658363] ; [3.5658363 2.4341637],0
p10,1,0.737959,0.111929,[246  34] ; [5 1],[245.73426573  34.26573427] ; [5.26573427 0.73426573],0
v3,1,0.748178,0.103068,[128 143] ; [2 3],[127.64492754 143.35507246] ; [2.35507246 2.64492754],0
s6,1,0.765533,0.088937,[235  42] ; [4 1],[234.76241135  42.23758865] ; [4.23758865 0.76241135],0
p5,1,0.783556,0.075454,[ 59 218] ; [1 5],[ 58.72791519 218.27208481] ; [1.27208481 4.72791519],0
d5,1,0.889785,0.019203,[239  41] ; [5 1],[238.88111888  41.11888112] ; [5.11888112 0.88111888],0
a8,1,0.989789,0.000164,[ 42 213] ; [1 5],[ 42.01149425 212.98850575] ; [0.98850575 5.01149425],0
