Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,28.69393,[275  45] ; [18 18],[263.37078652  56.62921348] ; [29.62921348  6.37078652],1
n4,1,1.5e-05,18.699282,[283  37] ; [23 14],[274.28571429  45.71428571] ; [31.71428571  5.28571429],1
p4,1,0.000779,11.290786,[225  94] ; [16 21],[215.95224719 103.04775281] ; [25.04775281 11.95224719],1
d2,1,0.001666,9.885625,[194 126] ; [12 24],[185.16853933 134.83146067] ; [20.83146067 15.16853933],0
a4,1,0.001723,9.822929,[173 146] ; [10 27],[163.98033708 155.01966292] ; [19.01966292 17.98033708],0
u1,1,0.005357,7.754834,[ 95 225] ; [ 3 34],[ 87.84313725 232.15686275] ; [10.15686275 26.84313725],0
r4,1,0.013933,6.046648,[311   9] ; [33  4],[308.34733894  11.65266106] ; [35.65266106  1.34733894],0
p6,1,0.023406,5.138137,[151 166] ; [10 26],[144.58073654 172.41926346] ; [16.41926346 19.58073654],0
s8,1,0.026853,4.900256,[228  90] ; [20 17],[222.15211268  95.84788732] ; [25.84788732 11.15211268],0
a2,1,0.038936,4.26367,[105 215] ; [ 6 31],[ 99.49579832 220.50420168] ; [11.50420168 25.49579832],0
p3,1,0.039084,4.257226,[186 133] ; [15 22],[180.10955056 138.89044944] ; [20.89044944 16.10955056],0
d1,1,0.040864,4.181628,[218 102] ; [19 18],[212.43697479 107.56302521] ; [24.56302521 12.43697479],0
a3,1,0.063151,3.452624,[270  48] ; [27 10],[266.04507042  51.95492958] ; [30.95492958  6.04507042],0
p11,1,0.063587,3.441259,[258  62] ; [25 12],[253.66946779  66.33053221] ; [29.33053221  7.66946779],0
s6,1,0.080197,3.060911,[274  43] ; [28  9],[270.43502825  46.56497175] ; [31.56497175  5.43502825],0
a5,1,0.080506,3.054666,[263  57] ; [26 11],[259.04761905  60.95238095] ; [29.95238095  7.04761905],0
s5,1,0.083794,2.989726,[145 165] ; [11 24],[140.17391304 169.82608696] ; [15.82608696 19.17391304],0
b1,1,0.085532,2.956519,[126 194] ; [20 17],[130.86834734 189.13165266] ; [15.13165266 21.86834734],0
v3,1,0.092557,2.829322,[151 159] ; [11 22],[146.41399417 163.58600583] ; [15.58600583 17.41399417],0
p10,1,0.093428,2.8143,[280  39] ; [28  8],[276.76619718  42.23380282] ; [31.23380282  4.76619718],0
p12,1,0.104426,2.636614,[ 36 282] ; [ 1 36],[ 33.14366197 284.85633803] ; [ 3.85633803 33.14366197],0
s2,1,0.105189,2.625047,[238  81] ; [23 14],[233.87359551  85.12640449] ; [27.12640449  9.87359551],0
u2,1,0.116703,2.461023,[31 19] ; [8 1],[33.05084746 16.94915254] ; [5.94915254 3.05084746],0
p5,1,0.144169,2.132891,[ 57 260] ; [ 3 33],[ 53.88101983 263.11898017] ; [ 6.11898017 29.88101983],0
u3,1,0.158726,1.98632,[34 16] ; [9 1],[35.83333333 14.16666667] ; [7.16666667 2.83333333],0
