Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3e-06,21.692799,[24 33] ; [71 18],[37.0890411 19.9109589] ; [57.9109589 31.0890411],1
n1,1,0.019981,5.41351,[ 4 18] ; [14 14],[ 7.92 14.08] ; [10.08 17.92],0
p7,1,0.020803,5.343228,[30 26] ; [30 58],[23.33333333 32.66666667] ; [36.66666667 51.33333333],0
p3,1,0.069777,3.28826,[11 47] ; [29 60],[15.78231293 42.21768707] ; [24.21768707 64.78231293],0
n6,1,0.095665,2.776369,[36 22] ; [66 22],[40.52054795 17.47945205] ; [61.47945205 26.52054795],0
a1,1,0.108672,2.573434,[ 1 57] ; [ 7 82],[ 3.15646259 54.84353741] ; [ 4.84353741 84.15646259],0
s7,1,0.11833,2.439288,[12 43] ; [29 56],[16.10714286 38.89285714] ; [24.89285714 60.10714286],0
b3,1,0.158094,1.992368,[ 6 20] ; [24 38],[ 8.86363636 17.13636364] ; [21.13636364 40.86363636],0
b2,1,0.158094,1.992368,[ 6 20] ; [24 38],[ 8.86363636 17.13636364] ; [21.13636364 40.86363636],0
s6,1,0.174802,1.84127,[24 34] ; [46 41],[28. 30.] ; [42. 45.],0
a5,1,0.194888,1.680274,[23 35] ; [45 44],[26.82993197 31.17006803] ; [41.17006803 47.82993197],0
p1,1,0.205684,1.601548,[ 3 55] ; [10 79],[ 5.1292517 52.8707483] ; [ 7.8707483 81.1292517],0
p8,1,0.256075,1.289854,[17 40] ; [34 53],[20.1875 36.8125] ; [30.8125 56.1875],0
p10,1,0.25803,1.279294,[34 24] ; [59 28],[37.2 20.8] ; [55.8 31.2],0
r1,1,0.282045,1.15721,[32 26] ; [57 32],[35.11564626 22.88435374] ; [53.88435374 35.11564626],0
r2,1,0.29322,1.104779,[44 14] ; [73 15],[46.47945205 11.52054795] ; [70.52054795 17.47945205],0
a6,1,0.313212,1.017083,[27 31] ; [49 40],[29.98639456 28.01360544] ; [46.01360544 42.98639456],0
d4,1,0.326698,0.961942,[31 26] ; [41 48],[28.10958904 28.89041096] ; [43.89041096 45.10958904],0
v3,1,0.328971,0.952944,[13 44] ; [26 60],[15.54545455 41.45454545] ; [23.45454545 62.54545455],0
p11,1,0.374216,0.789616,[37 21] ; [63 26],[39.45578231 18.54421769] ; [60.54421769 28.45578231],0
a8,1,0.380847,0.767966,[ 4 50] ; [10 73],[ 5.51824818 48.48175182] ; [ 8.48175182 74.51824818],0
p5,1,0.393922,0.726802,[ 2 55] ; [ 6 82],[ 3.14482759 53.85517241] ; [ 4.85517241 83.14482759],0
s2,1,0.394213,0.725907,[18 40] ; [33 54],[20.4 37.6] ; [30.6 56.4],0
b4,1,0.488687,0.479416,[34 24] ; [47 42],[31.95918367 26.04081633] ; [49.04081633 39.95918367],0
p2,1,0.501697,0.451345,[39 19] ; [55 34],[37.08843537 20.91156463] ; [56.91156463 32.08843537],0
s1,1,0.50351,0.447531,[ 3 55] ; [ 7 80],[ 4. 54.] ; [ 6. 81.],0
v2,1,0.525167,0.403734,[17 38] ; [30 53],[18.73188406 36.26811594] ; [28.26811594 54.73188406],0
u1,1,0.589494,0.291135,[ 3 55] ; [ 3 86],[ 2.36734694 55.63265306] ; [ 3.63265306 85.36734694],0
r4,1,0.648519,0.207773,[39 19] ; [63 26],[40.24489796 17.75510204] ; [61.75510204 27.24489796],0
v4,1,0.655492,0.199046,[47 10] ; [75 13],[47.95862069  9.04137931] ; [74.04137931 13.95862069],0
a2,1,0.672142,0.179106,[ 5 53] ; [ 6 83],[ 4.34013605 53.65986395] ; [ 6.65986395 82.34013605],0
s3,1,0.684704,0.164878,[27 31] ; [43 43],[28.19444444 29.80555556] ; [41.80555556 44.19444444],0
d3,1,0.70009,0.148378,[24 34] ; [34 55],[22.88435374 35.11564626] ; [35.11564626 53.88435374],0
u3,1,0.705743,0.142567,[13 16] ; [19 28],[12.21052632 16.78947368] ; [19.78947368 27.21052632],0
v1,1,0.7512,0.100525,[23 34] ; [37 49],[23.91608392 33.08391608] ; [36.08391608 49.91608392],0
d1,1,0.751977,0.099877,[ 4 54] ; [ 5 84],[ 3.55102041 54.44897959] ; [ 5.44897959 83.55102041],0
b1,1,0.770067,0.085432,[24 34] ; [39 50],[24.85714286 33.14285714] ; [38.14285714 50.85714286],0
a4,1,0.77088,0.084811,[12 46] ; [20 68],[12.71232877 45.28767123] ; [19.28767123 68.71232877],0
a7,1,0.786446,0.073402,[28 30] ; [45 44],[28.80272109 29.19727891] ; [44.19727891 44.80272109],0
n2,1,0.799176,0.064727,[16  6] ; [22  7],[16.39215686  5.60784314] ; [21.60784314  7.39215686],0
r3,1,0.82535,0.048695,[47 11] ; [70 18],[46.47945205 11.52054795] ; [70.52054795 17.47945205],0
s4,1,0.830306,0.045928,[ 9 49] ; [15 74],[ 9.46938776 48.53061224] ; [14.53061224 74.46938776],0
p9,1,0.846582,0.037435,[42 16] ; [61 25],[41.48611111 16.51388889] ; [61.51388889 24.48611111],0
s5,1,0.892343,0.018317,[12 46] ; [17 69],[11.68055556 46.31944444] ; [17.31944444 68.68055556],0
s8,1,0.906716,0.013732,[15 43] ; [22 66],[14.69863014 43.30136986] ; [22.30136986 65.69863014],0
u2,1,0.908729,0.013143,[13 16] ; [20 26],[12.76 16.24] ; [20.24 25.76],0
n3,1,0.910432,0.012655,[15  7] ; [18  9],[14.81632653  7.18367347] ; [18.18367347  8.81632653],0
a3,1,0.920788,0.009889,[28 29] ; [42 45],[27.70833333 29.29166667] ; [42.29166667 44.70833333],0
d2,1,0.936169,0.006414,[14 44] ; [22 67],[14.20408163 43.79591837] ; [21.79591837 67.20408163],0
b5,1,0.954099,0.003313,[31 27] ; [48 41],[31.17006803 26.82993197] ; [47.82993197 41.17006803],0
p4,1,0.986286,0.000295,[20 37] ; [31 57],[20.04827586 36.95172414] ; [30.95172414 57.04827586],0
