Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,32.27449,[46 20] ; [ 7 39],[31.23214286 34.76785714] ; [21.76785714 24.23214286],1
p6,1,8e-06,19.99935,[39 27] ; [ 8 39],[27.45132743 38.54867257] ; [19.54867257 27.45132743],1
p4,1,5.2e-05,16.379274,[49 17] ; [17 30],[38.54867257 27.45132743] ; [27.45132743 19.54867257],1
p3,1,0.000301,13.066109,[41 25] ; [13 34],[31.53982301 34.46017699] ; [22.46017699 24.53982301],1
p10,1,0.001901,9.642723,[58  8] ; [29 17],[51.26785714 14.73214286] ; [35.73214286 10.26785714],0
p2,1,0.002445,9.181155,[57  9] ; [29 18],[50.2300885 15.7699115] ; [35.7699115 11.2300885],0
b5,1,0.01627,5.773411,[36 30] ; [36 11],[42.05309735 23.94690265] ; [29.94690265 17.05309735],0
s8,1,0.025918,4.961451,[35 31] ; [15 32],[29.20353982 36.79646018] ; [20.79646018 26.20353982],0
s7,1,0.036457,4.375601,[40 24] ; [19 26],[34.64220183 29.35779817] ; [24.35779817 20.64220183],0
p11,1,0.039488,4.239749,[50 16] ; [27 20],[44.97345133 21.02654867] ; [32.02654867 14.97345133],0
p9,1,0.055302,3.672967,[57  9] ; [33 13],[53.03571429 12.96428571] ; [36.96428571  9.03571429],0
d5,1,0.063664,3.439268,[54 11] ; [32 15],[49.91071429 15.08928571] ; [36.08928571 10.91071429],0
b1,1,0.065913,3.381969,[31 35] ; [14 33],[26.28318584 39.71681416] ; [18.71681416 28.28318584],0
r3,1,0.066496,3.367454,[61  4] ; [39  8],[58.03571429  6.96428571] ; [41.96428571  5.03571429],0
n5,1,0.066691,3.362648,[50 16] ; [28 19],[45.55752212 20.44247788] ; [32.44247788 14.55752212],0
n3,1,0.100728,2.693981,[13  2] ; [11  7],[10.90909091  4.09090909] ; [13.09090909  4.90909091],0
v1,1,0.125818,2.343355,[32 34] ; [16 31],[28.03539823 37.96460177] ; [19.96460177 27.03539823],0
p5,1,0.130164,2.290552,[ 6 60] ; [ 1 46],[ 4.08849558 61.91150442] ; [ 2.91150442 44.08849558],0
s6,1,0.157339,1.999615,[54 10] ; [33 12],[51.08256881 12.91743119] ; [35.91743119  9.08256881],0
b4,1,0.192934,1.695069,[34 32] ; [30 17],[37.38053097 28.61946903] ; [26.61946903 20.38053097],0
b3,1,0.302834,1.061672,[ 6 33] ; [ 6 17],[ 7.5483871 31.4516129] ; [ 4.4516129 18.5483871],0
b2,1,0.302834,1.061672,[ 6 33] ; [ 6 17],[ 7.5483871 31.4516129] ; [ 4.4516129 18.5483871],0
a7,1,0.303655,1.058076,[41 24] ; [34 13],[43.52678571 21.47321429] ; [31.47321429 15.52678571],0
p1,1,0.310467,1.028688,[ 8 58] ; [ 3 44],[ 6.42477876 59.57522124] ; [ 4.57522124 42.42477876],0
r1,1,0.313359,1.016464,[48 18] ; [30 17],[45.55752212 20.44247788] ; [32.44247788 14.55752212],0
p12,1,0.327156,0.960122,[ 4 62] ; [ 1 45],[ 2.94642857 63.05357143] ; [ 2.05357143 43.94642857],0
n4,1,0.345652,0.889357,[45 21] ; [28 19],[42.63716814 23.36283186] ; [30.36283186 16.63716814],0
s5,1,0.353304,0.861555,[31 30] ; [17 24],[28.70588235 32.29411765] ; [19.29411765 21.70588235],0
v4,1,0.357038,0.848286,[62  4] ; [41  5],[60.69642857  5.30357143] ; [42.30357143  3.69642857],0
n6,1,0.372649,0.794813,[55 11] ; [36 11],[53.15044248 12.84955752] ; [37.84955752  9.15044248],0
s1,1,0.388781,0.742751,[ 3 63] ; [ 4 43],[ 4.08849558 61.91150442] ; [ 2.91150442 44.08849558],0
n2,1,0.391805,0.733333,[12  3] ; [12  6],[10.90909091  4.09090909] ; [13.09090909  4.90909091],0
