Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,84.37663,[226  62] ; [11 50],[195.57593123  92.42406877] ; [41.42406877 19.57593123],1
d5,1,0.0,60.945172,[252  36] ; [27 35],[229.57714286  58.42285714] ; [49.42285714 12.57714286],1
a5,1,2e-06,22.774399,[216  72] ; [28 35],[200.20512821  87.79487179] ; [43.79487179 19.20512821],1
d2,1,8e-06,20.027944,[133 153] ; [10 53],[117.18624642 168.81375358] ; [25.81375358 37.18624642],1
a4,1,0.00016,14.254612,[129 159] ; [12 51],[115.69230769 172.30769231] ; [25.30769231 37.69230769],1
s5,1,0.001232,10.442342,[ 78 199] ; [ 5 55],[ 68.22255193 208.77744807] ; [14.77744807 45.22255193],0
r1,1,0.00131,10.328448,[226  60] ; [37 25],[216.14367816  69.85632184] ; [46.85632184 15.14367816],0
r4,1,0.001386,10.224388,[261  27] ; [48 15],[253.53846154  34.46153846] ; [55.46153846  7.53846154],0
a3,1,0.002078,9.479167,[188 100] ; [28 35],[177.23076923 110.76923077] ; [38.76923077 24.23076923],0
u1,1,0.005079,7.851121,[ 41 247] ; [ 1 62],[ 34.46153846 253.53846154] ; [ 7.53846154 55.46153846],0
a2,1,0.009329,6.758638,[ 58 230] ; [ 4 59],[ 50.87179487 237.12820513] ; [11.12820513 51.87179487],0
r3,1,0.011927,6.321662,[274  13] ; [54  8],[269.73065903  17.26934097] ; [58.26934097  3.73065903],0
a7,1,0.01459,5.96531,[223  64] ; [39 23],[215.45558739  71.54441261] ; [46.54441261 15.45558739],0
p2,1,0.021092,5.319148,[246  39] ; [47 16],[239.95689655  45.04310345] ; [53.04310345  9.95689655],0
s2,1,0.041959,4.136845,[ 99 186] ; [13 48],[ 92.25433526 192.74566474] ; [19.74566474 41.25433526],0
b4,1,0.059922,3.539549,[183 105] ; [32 31],[176.41025641 111.58974359] ; [38.58974359 24.41025641],0
b2,1,0.079932,3.066289,[54 91] ; [ 7 26],[49.69101124 95.30898876] ; [11.30898876 21.69101124],0
b3,1,0.079932,3.066289,[54 91] ; [ 7 26],[49.69101124 95.30898876] ; [11.30898876 21.69101124],0
v2,1,0.097835,2.740483,[152 120] ; [25 32],[146.3343465 125.6656535] ; [30.6656535 26.3343465],0
p1,1,0.101561,2.680863,[ 19 268] ; [ 8 55],[ 22.14 264.86] ; [ 4.86 58.14],0
a6,1,0.104263,2.639098,[208  80] ; [39 24],[202.66666667  85.33333333] ; [44.33333333 18.66666667],0
p7,1,0.128752,2.307486,[170 111] ; [31 31],[164.66763848 116.33236152] ; [36.33236152 25.66763848],0
v4,1,0.152456,2.047505,[272  14] ; [57  6],[269.61031519  16.38968481] ; [59.38968481  3.61031519],0
p6,1,0.155929,2.013271,[ 85 199] ; [13 49],[ 80.43930636 203.56069364] ; [17.56069364 44.43930636],0
r2,1,0.190627,1.712766,[264  18] ; [56  7],[261.56521739  20.43478261] ; [58.43478261  4.56521739],0
p4,1,0.201786,1.629402,[157 129] ; [29 34],[152.42406877 133.57593123] ; [33.57593123 29.42406877],0
n1,1,0.248595,1.33118,[16 43] ; [6 8],[17.78082192 41.21917808] ; [4.21917808 9.78082192],0
n3,1,0.265396,1.240389,[42 17] ; [12  2],[43.64383562 15.35616438] ; [10.35616438  3.64383562],0
a8,1,0.29386,1.101853,[ 31 236] ; [ 4 54],[ 28.75384615 238.24615385] ; [ 6.24615385 51.75384615],0
s6,1,0.302561,1.062871,[154 127] ; [29 32],[150.35964912 130.64035088] ; [32.64035088 28.35964912],0
s3,1,0.317475,0.99932,[117 166] ; [21 40],[113.52906977 169.47093023] ; [24.47093023 36.52906977],0
s1,1,0.320633,0.986361,[  4 280] ; [ 2 60],[  4.92485549 279.07514451] ; [ 1.07514451 60.92485549],0
n6,1,0.338107,0.917594,[242  45] ; [50 13],[239.44  47.56] ; [52.56 10.44],0
u2,1,0.357156,0.847867,[57 42] ; [17 18],[54.67164179 44.32835821] ; [19.32835821 15.67164179],0
v3,1,0.419415,0.651955,[ 91 183] ; [17 44],[ 88.33432836 185.66567164] ; [19.66567164 41.33432836],0
