Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,43.033485,[ 7 31] ; [70 17],[23.408 14.592] ; [53.592 33.408],1
s6,1,0.009192,6.785088,[14 24] ; [54 33],[20.672 17.328] ; [47.328 39.672],0
p11,1,0.010302,6.581952,[19 19] ; [64 23],[25.232 12.768] ; [57.768 29.232],0
s8,1,0.012939,6.177438,[ 7 31] ; [36 51],[13.072 24.928] ; [29.928 57.072],0
s7,1,0.026457,4.9259,[ 6 27] ; [33 50],[11.09482759 21.90517241] ; [27.90517241 55.09482759],0
n5,1,0.040549,4.194778,[10 28] ; [39 46],[15.13821138 22.86178862] ; [33.86178862 51.13821138],0
b5,1,0.043129,4.09032,[19 19] ; [60 27],[24.016 13.984] ; [54.984 32.016],0
a7,1,0.04364,4.070418,[21 17] ; [64 23],[25.84 12.16] ; [59.16 27.84],0
b1,1,0.048557,3.890618,[23 15] ; [36 51],[17.936 20.064] ; [41.064 45.936],0
d1,1,0.077119,3.124597,[14 24] ; [47 40],[18.544 19.456] ; [42.456 44.544],0
s5,1,0.087485,2.920055,[ 4 33] ; [20 62],[ 7.46218487 29.53781513] ; [16.53781513 65.46218487],0
n1,1,0.123077,2.377717,[3 9] ; [12 11],[5.14285714 6.85714286] ; [ 9.85714286 13.14285714],0
b3,1,0.150243,2.069786,[ 4 20] ; [16 33],[ 6.57534247 17.42465753] ; [13.42465753 35.57534247],0
b2,1,0.150243,2.069786,[ 4 20] ; [16 33],[ 6.57534247 17.42465753] ; [13.42465753 35.57534247],0
s2,1,0.150832,2.063819,[12 26] ; [39 47],[15.62903226 22.37096774] ; [35.37096774 50.62903226],0
b4,1,0.165636,1.922,[26 12] ; [48 39],[22.496 15.504] ; [51.504 35.496],0
v1,1,0.166462,1.914518,[13 25] ; [40 44],[16.50819672 21.49180328] ; [36.49180328 47.50819672],0
d4,1,0.167757,1.902877,[27 10] ; [72 14],[29.7804878  7.2195122] ; [69.2195122 16.7804878],0
p4,1,0.186754,1.743039,[15 23] ; [45 41],[18.38709677 19.61290323] ; [41.61290323 44.38709677],0
p2,1,0.246096,1.345332,[26 12] ; [68 19],[28.576  9.424] ; [65.424 21.576],0
d3,1,0.248004,1.334511,[22 16] ; [59 27],[24.82258065 13.17741935] ; [56.17741935 29.82258065],0
v4,1,0.252472,1.309571,[33  3] ; [84  3],[34.24390244  1.75609756] ; [82.75609756  4.24390244],0
p8,1,0.267963,1.227143,[13 25] ; [39 48],[15.808 22.192] ; [36.192 50.808],0
a6,1,0.319749,0.989973,[24 14] ; [62 24],[26.35483871 11.64516129] ; [59.64516129 26.35483871],0
d5,1,0.33089,0.945411,[27 11] ; [68 18],[29.11290323  8.88709677] ; [65.88709677 20.11290323],0
p7,1,0.332893,0.93761,[17 21] ; [45 38],[19.47107438 18.52892562] ; [42.52892562 40.47107438],0
d2,1,0.359705,0.838922,[17 21] ; [31 55],[14.70967742 23.29032258] ; [33.29032258 52.70967742],0
p6,1,0.40622,0.689837,[ 7 30] ; [22 63],[ 8.79508197 28.20491803] ; [20.20491803 64.79508197],0
n2,1,0.423026,0.641893,[10  4] ; [19  4],[10.97297297  3.02702703] ; [18.02702703  4.97297297],0
u3,1,0.425031,0.636364,[12  2] ; [21  7],[11.  3.] ; [22.  6.],0
p1,1,0.478211,0.502939,[ 2 35] ; [ 8 79],[ 2.98387097 34.01612903] ; [ 7.01612903 79.98387097],0
u1,1,0.544239,0.367739,[ 3 35] ; [10 77],[ 3.952 34.048] ; [ 9.048 77.952],0
v2,1,0.581095,0.304468,[16 20] ; [39 39],[17.36842105 18.63157895] ; [37.63157895 40.36842105],0
r1,1,0.599704,0.275443,[34  4] ; [74 12],[33.09677419  4.90322581] ; [74.90322581 11.09677419],0
a4,1,0.605121,0.267342,[13 25] ; [34 53],[14.288 23.712] ; [32.712 54.288],0
a8,1,0.650766,0.204936,[ 3 32] ; [ 9 70],[ 3.68421053 31.31578947] ; [ 8.31578947 70.68421053],0
p3,1,0.661722,0.191438,[15 23] ; [38 49],[16.112 21.888] ; [36.888 50.112],0
a3,1,0.704051,0.144292,[24 14] ; [58 29],[24.928 13.072] ; [57.072 29.928],0
n3,1,0.721761,0.126812,[10  2] ; [18  5],[9.6 2.4] ; [18.4  4.6],0
a2,1,0.725367,0.123408,[ 6 32] ; [16 71],[ 6.688 31.312] ; [15.312 71.688],0
a5,1,0.726227,0.122605,[25 13] ; [60 27],[25.84 12.16] ; [59.16 27.84],0
s4,1,0.793774,0.068337,[ 5 33] ; [13 74],[ 5.472 32.528] ; [12.528 74.472],0
u2,1,0.80401,0.061584,[10  4] ; [21  7],[10.33333333  3.66666667] ; [20.66666667  7.33333333],0
s3,1,0.811402,0.056939,[21 17] ; [45 40],[20.3902439 17.6097561] ; [45.6097561 39.3902439],0
v3,1,0.835185,0.043287,[11 24] ; [23 55],[10.53097345 24.46902655] ; [23.46902655 54.53097345],0
s1,1,0.86954,0.026976,[ 2 35] ; [ 4 81],[ 1.81967213 35.18032787] ; [ 4.18032787 80.81967213],0
r2,1,0.872806,0.02563,[36  2] ; [83  4],[36.176  1.824] ; [82.824  4.176],0
n4,1,0.925578,0.008725,[20 18] ; [45 42],[19.76 18.24] ; [45.24 41.76],0
