Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.745634,[21 45] ; [32  7],[33.31428571 32.68571429] ; [19.68571429 19.31428571],1
a8,1,0.001116,10.623926,[ 2 59] ; [ 9 27],[ 6.91752577 54.08247423] ; [ 4.08247423 31.91752577],0
p9,1,0.001592,9.968832,[38 28] ; [34  5],[45.25714286 20.74285714] ; [26.74285714 12.25714286],0
s7,1,0.00558,7.681214,[20 42] ; [23 15],[26.66 35.34] ; [16.34 21.66],0
s2,1,0.00647,7.414543,[18 48] ; [21 18],[24.51428571 41.48571429] ; [14.48571429 24.51428571],0
r4,1,0.009021,6.818751,[53 14] ; [38  1],[57.51886792  9.48113208] ; [33.48113208  5.51886792],0
d2,1,0.010312,6.58015,[24 43] ; [24 15],[30.33962264 36.66037736] ; [17.66037736 21.33962264],0
p10,1,0.01509,5.905926,[35 32] ; [29  9],[40.83809524 26.16190476] ; [23.16190476 14.83809524],0
n6,1,0.017703,5.62535,[38 29] ; [31  8],[43.61320755 23.38679245] ; [25.38679245 13.61320755],0
u2,1,0.03028,4.693333,[11 11] ; [9 1],[13.75  8.25] ; [6.25 3.75],0
p7,1,0.042224,4.126197,[31 36] ; [26 13],[36.02830189 30.97169811] ; [20.97169811 18.02830189],0
u1,1,0.048239,3.901655,[ 5 62] ; [ 8 31],[ 8.21698113 58.78301887] ; [ 4.78301887 34.21698113],0
p11,1,0.049383,3.862278,[45 22] ; [33  6],[49.30188679 17.69811321] ; [28.69811321 10.30188679],0
v4,1,0.061824,3.487762,[57  9] ; [38  1],[59.71428571  6.28571429] ; [35.28571429  3.71428571],0
p4,1,0.065007,3.4048,[25 41] ; [22 17],[29.54285714 36.45714286] ; [17.45714286 21.54285714],0
s3,1,0.070497,3.271401,[26 38] ; [23 16],[30.44660194 33.55339806] ; [18.55339806 20.44660194],0
v3,1,0.085701,2.953331,[15 49] ; [15 23],[18.82352941 45.17647059] ; [11.17647059 26.82352941],0
d1,1,0.095955,2.771517,[30 37] ; [24 15],[34.13207547 32.86792453] ; [19.86792453 19.13207547],0
v2,1,0.10412,2.64127,[31 34] ; [25 14],[35. 30.] ; [21. 18.],0
a1,1,0.106234,2.609374,[ 1 66] ; [ 3 36],[ 2.52830189 64.47169811] ; [ 1.47169811 37.52830189],0
s5,1,0.110983,2.540169,[ 8 54] ; [ 9 26],[10.86597938 51.13402062] ; [ 6.13402062 28.86597938],0
p6,1,0.119845,2.419344,[17 49] ; [15 22],[20.50485437 45.49514563] ; [11.49514563 25.50485437],0
u3,1,0.127124,2.327273,[ 9 13] ; [7 3],[11. 11.] ; [5. 5.],0
p3,1,0.211367,1.562042,[26 41] ; [20 19],[29.0754717 37.9245283] ; [16.9245283 22.0754717],0
d5,1,0.228917,1.447577,[50 17] ; [33  6],[52.46226415 14.53773585] ; [30.53773585  8.46226415],0
b1,1,0.234646,1.412475,[32 35] ; [14 25],[29.0754717 37.9245283] ; [16.9245283 22.0754717],0
v1,1,0.3405,0.908548,[24 42] ; [17 20],[26.27184466 39.72815534] ; [14.72815534 22.27184466],0
r1,1,0.378431,0.775791,[50 17] ; [32  7],[51.83018868 15.16981132] ; [30.16981132  8.83018868],0
a6,1,0.396487,0.718955,[45 22] ; [23 16],[42.98113208 24.01886792] ; [25.01886792 13.98113208],0
b4,1,0.405373,0.692329,[41 26] ; [27 12],[42.98113208 24.01886792] ; [25.01886792 13.98113208],0
a7,1,0.436494,0.605481,[45 22] ; [29 10],[46.77358491 20.22641509] ; [27.22641509 11.77358491],0
a3,1,0.436494,0.605481,[45 22] ; [29 10],[46.77358491 20.22641509] ; [27.22641509 11.77358491],0
a5,1,0.450598,0.569147,[47 20] ; [30  9],[48.66981132 18.33018868] ; [28.33018868 10.66981132],0
a4,1,0.488756,0.479263,[28 39] ; [19 20],[29.70754717 37.29245283] ; [17.29245283 21.70754717],0
s1,1,0.489757,0.477061,[ 3 64] ; [ 3 36],[ 3.79245283 63.20754717] ; [ 2.20754717 36.79245283],0
b3,1,0.504821,0.444788,[11 26] ; [13 22],[12.33333333 24.66666667] ; [11.66666667 23.33333333],0
b2,1,0.504821,0.444788,[11 26] ; [13 22],[12.33333333 24.66666667] ; [11.66666667 23.33333333],0
n2,1,0.509432,0.435233,[11  5] ; [5 4],[10.24  5.76] ; [5.76 3.24],0
a2,1,0.519852,0.414186,[12 55] ; [ 9 30],[13.27358491 53.72641509] ; [ 7.72641509 31.27358491],0
p8,1,0.526753,0.400651,[23 43] ; [16 23],[24.51428571 41.48571429] ; [14.48571429 24.51428571],0
p2,1,0.569745,0.323109,[50 17] ; [31  8],[51.19811321 15.80188679] ; [29.80188679  9.19811321],0
p5,1,0.576575,0.311804,[ 2 65] ; [ 2 37],[ 2.52830189 64.47169811] ; [ 1.47169811 37.52830189],0
p12,1,0.608321,0.262627,[ 3 63] ; [ 1 38],[ 2.51428571 63.48571429] ; [ 1.48571429 37.51428571],0
s4,1,0.682493,0.167333,[10 57] ; [ 7 32],[10.74528302 56.25471698] ; [ 6.25471698 32.74528302],0
b5,1,0.765767,0.088754,[41 26] ; [25 14],[41.71698113 25.28301887] ; [24.28301887 14.71698113],0
