Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2e-06,23.039027,[12 39] ; [21  5],[21.85714286 29.14285714] ; [11.14285714 14.85714286],1
s8,1,0.000113,14.906702,[ 3 49] ; [11 16],[ 9.21518987 42.78481013] ; [ 4.78481013 22.21518987],1
s6,1,0.000124,14.736429,[11 41] ; [17  9],[18.66666667 33.33333333] ; [ 9.33333333 16.66666667],1
s7,1,0.000532,12.0,[10 40] ; [15 10],[16.66666667 33.33333333] ; [ 8.33333333 16.66666667],1
r3,1,0.000662,11.593382,[21 30] ; [22  5],[28.11538462 22.88461538] ; [14.88461538 12.11538462],1
s4,1,0.003553,8.499193,[ 4 48] ; [ 9 18],[ 8.55696203 43.44303797] ; [ 4.44303797 22.55696203],0
s5,1,0.003947,8.308086,[ 6 46] ; [10 15],[10.80519481 41.19480519] ; [ 5.19480519 19.80519481],0
p6,1,0.008155,6.999175,[ 7 43] ; [11 16],[11.68831169 38.31168831] ; [ 6.31168831 20.68831169],0
p7,1,0.018114,5.585106,[14 36] ; [14 11],[18.66666667 31.33333333] ; [ 9.33333333 15.66666667],0
n1,1,0.020216,5.393143,[13 12] ; [ 2 12],[ 9.61538462 15.38461538] ; [5.38461538 8.61538462],0
p3,1,0.023471,5.133333,[10 40] ; [12 15],[14.28571429 35.71428571] ; [ 7.71428571 19.28571429],0
v2,1,0.02669,4.910769,[14 36] ; [14 12],[18.42105263 31.57894737] ; [ 9.57894737 16.42105263],0
n2,1,0.036747,4.362101,[11 14] ; [11  3],[14.1025641 10.8974359] ; [7.8974359 6.1025641],0
p2,1,0.044638,4.032275,[24 25] ; [19  7],[28.09333333 20.90666667] ; [14.90666667 11.09333333],0
p8,1,0.088643,2.89884,[12 39] ; [11 15],[15.23376623 35.76623377] ; [ 7.76623377 18.23376623],0
u3,1,0.093079,2.820301,[ 6 15] ; [6 4],[ 8.12903226 12.87096774] ; [3.87096774 6.12903226],0
p11,1,0.114218,2.494864,[23 29] ; [17 10],[26.32911392 25.67088608] ; [13.67088608 13.32911392],0
p10,1,0.17017,1.881448,[27 24] ; [18  8],[29.80519481 21.19480519] ; [15.19480519 10.80519481],0
b3,1,0.171857,1.866667,[12 16] ; [ 3 11],[10. 18.] ; [5. 9.],0
b2,1,0.171857,1.866667,[12 16] ; [ 3 11],[10. 18.] ; [5. 9.],0
d3,1,0.183804,1.766593,[26 25] ; [18  9],[28.76923077 22.23076923] ; [15.23076923 11.76923077],0
p9,1,0.184146,1.763845,[28 23] ; [19  8],[30.73076923 20.26923077] ; [16.26923077 10.73076923],0
p4,1,0.23149,1.431683,[14 37] ; [11 16],[16.34615385 34.65384615] ; [ 8.65384615 18.34615385],0
p5,1,0.253018,1.306561,[ 6 45] ; [ 1 25],[ 4.63636364 46.36363636] ; [ 2.36363636 23.63636364],0
d5,1,0.255941,1.290579,[34 18] ; [21  6],[36.20253165 15.79746835] ; [18.79746835  8.20253165],0
p1,1,0.262498,1.255533,[ 6 46] ; [ 1 25],[ 4.66666667 47.33333333] ; [ 2.33333333 23.66666667],0
a7,1,0.305092,1.051806,[24 27] ; [16 11],[26.15384615 24.84615385] ; [13.84615385 13.15384615],0
a2,1,0.311824,1.022932,[ 8 44] ; [ 2 25],[ 6.58227848 45.41772152] ; [ 3.41772152 23.58227848],0
d4,1,0.312612,1.019608,[32 19] ; [20  7],[34. 17.] ; [18.  9.],0
d1,1,0.339311,0.913034,[23 29] ; [15 12],[25.01265823 26.98734177] ; [12.98734177 14.01265823],0
b1,1,0.345421,0.890209,[27 25] ; [11 16],[25.01265823 26.98734177] ; [12.98734177 14.01265823],0
n5,1,0.403986,0.696429,[35 17] ; [15 11],[33.33333333 18.66666667] ; [16.66666667  9.33333333],0
n4,1,0.407668,0.685592,[32 20] ; [14 13],[30.27848101 21.72151899] ; [15.72151899 11.27848101],0
a1,1,0.4218,0.645293,[ 7 45] ; [ 2 25],[ 5.92405063 46.07594937] ; [ 3.07594937 23.92405063],0
u2,1,0.429195,0.625,[ 7 13] ; [5 5],[ 8. 12.] ; [4. 6.],0
a6,1,0.434065,0.611921,[26 26] ; [16 11],[27.64556962 24.35443038] ; [14.35443038 12.64556962],0
r1,1,0.476661,0.506494,[16 36] ; [ 6 20],[14.66666667 37.33333333] ; [ 7.33333333 18.66666667],0
v4,1,0.538098,0.379077,[36 16] ; [19  6],[37.14285714 14.85714286] ; [17.85714286  7.14285714],0
a4,1,0.609065,0.261539,[20 31] ; [ 9 18],[18.96153846 32.03846154] ; [10.03846154 16.96153846],0
v3,1,0.721959,0.126623,[14 38] ; [ 8 18],[14.66666667 37.33333333] ; [ 7.33333333 18.66666667],0
b4,1,0.728568,0.120431,[31 21] ; [15 12],[30.27848101 21.72151899] ; [15.72151899 11.27848101],0
b5,1,0.740196,0.109955,[29 23] ; [14 13],[28.30379747 23.69620253] ; [14.69620253 12.30379747],0
s1,1,0.776692,0.080448,[ 3 49] ; [ 2 25],[ 3.29113924 48.70886076] ; [ 1.70886076 25.29113924],0
n3,1,0.804025,0.061574,[11 13] ; [7 7],[11.36842105 12.63157895] ; [6.63157895 7.36842105],0
a3,1,0.850754,0.035403,[31 20] ; [17 10],[31.38461538 19.61538462] ; [16.61538462 10.38461538],0
a5,1,0.866201,0.028387,[28 24] ; [14 13],[27.64556962 24.35443038] ; [14.35443038 12.64556962],0
d2,1,0.876747,0.024054,[25 25] ; [14 13],[25.32467532 24.67532468] ; [13.67532468 13.32467532],0
v1,1,0.904757,0.014317,[18 32] ; [ 9 17],[17.76315789 32.23684211] ; [ 9.23684211 16.76315789],0
n6,1,0.944541,0.004839,[29 22] ; [15 11],[29.14285714 21.85714286] ; [14.85714286 11.14285714],0
u1,1,0.974935,0.000987,[ 2 50] ; [ 1 26],[ 1.97468354 50.02531646] ; [ 1.02531646 25.97468354],0
