Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,40.904095,[337  21] ; [13 10],[328.87139108  29.12860892] ; [21.12860892  1.87139108],1
r4,1,0.0,33.305562,[323  40] ; [12 13],[313.41494845  49.58505155] ; [21.58505155  3.41494845],1
r1,1,0.000234,13.539777,[278  83] ; [11 14],[270.28238342  90.71761658] ; [18.71761658  6.28238342],1
p2,1,0.000346,12.805965,[295  66] ; [13 12],[288.05181347  72.94818653] ; [19.94818653  5.05181347],1
r3,1,0.004436,8.09614,[341  21] ; [19  5],[337.61658031  24.38341969] ; [22.38341969  1.61658031],0
a7,1,0.004671,8.002535,[257 105] ; [11 14],[250.6873385 111.3126615] ; [17.3126615  7.6873385],0
a6,1,0.009404,6.744419,[251 112] ; [11 14],[245.1185567 117.8814433] ; [16.8814433  8.1185567],0
p8,1,0.018368,5.560734,[186 169] ; [ 7 18],[180.30263158 174.69736842] ; [12.69736842 12.30263158],0
v1,1,0.021099,5.31859,[175 180] ; [ 6 18],[169.53825858 185.46174142] ; [11.46174142 12.53825858],0
p3,1,0.024092,5.088015,[171 191] ; [ 6 19],[165.56589147 196.43410853] ; [11.43410853 13.56589147],0
v3,1,0.03272,4.560392,[132 223] ; [ 4 21],[127.05263158 227.94736842] ; [ 8.94736842 16.05263158],0
p7,1,0.043765,4.065597,[216 141] ; [10 15],[211.20942408 145.79057592] ; [14.79057592 10.20942408],0
a8,1,0.044681,4.030651,[ 36 287] ; [ 6 18],[ 39.09510086 283.90489914] ; [ 2.90489914 21.09510086],0
d3,1,0.061855,3.486932,[241 122] ; [12 13],[236.69845361 126.30154639] ; [16.30154639  8.69845361],0
p9,1,0.076484,3.138075,[290  66] ; [16  8],[286.67368421  69.32631579] ; [19.32631579  4.67368421],0
p4,1,0.080627,3.05222,[194 165] ; [ 9 16],[189.78385417 169.21614583] ; [13.21614583 11.78385417],0
p6,1,0.138211,2.197766,[111 247] ; [ 4 20],[107.77486911 250.22513089] ; [ 7.22513089 16.77486911],0
b1,1,0.16066,1.967999,[124 239] ; [12 13],[127.2371134 235.7628866] ; [ 8.7628866 16.2371134],0
a5,1,0.162102,1.954511,[252 111] ; [14 11],[248.86082474 114.13917526] ; [17.13917526  7.86082474],0
u2,1,0.162382,1.951905,[62 64] ; [3 8],[59.7810219 66.2189781] ; [5.2189781 5.7810219],0
v2,1,0.189478,1.721668,[188 163] ; [10 15],[184.83510638 166.16489362] ; [13.16489362 11.83510638],0
d1,1,0.211998,1.557731,[192 171] ; [10 15],[188.98453608 174.01546392] ; [13.01546392 11.98453608],0
n2,1,0.223051,1.484633,[63 26] ; [4 4],[61.4742268 27.5257732] ; [5.5257732 2.4742268],0
s3,1,0.236786,1.39963,[ 78 280] ; [ 8 17],[ 80.38642298 277.61357702] ; [ 5.61357702 19.38642298],0
p10,1,0.258728,1.275548,[277  79] ; [17  8],[274.70866142  81.29133858] ; [19.29133858  5.70866142],0
a4,1,0.292797,1.106716,[144 216] ; [ 7 17],[141.5625 218.4375] ; [ 9.4375 14.5625],0
s1,1,0.309463,1.032965,[  5 354] ; [ 1 24],[  5.609375 353.390625] ; [ 0.390625 24.609375],0
s4,1,0.344579,0.893322,[ 36 323] ; [ 4 21],[ 37.39583333 321.60416667] ; [ 2.60416667 22.39583333],0
a3,1,0.347996,0.880751,[235 125] ; [14 11],[232.83116883 127.16883117] ; [16.16883117  8.83116883],0
n1,1,0.367691,0.811454,[30 58] ; [4 4],[31.16666667 56.83333333] ; [2.83333333 5.16666667],0
b4,1,0.372707,0.794621,[214 149] ; [17  8],[216.11597938 146.88402062] ; [14.88402062 10.11597938],0
p1,1,0.411501,0.674461,[ 27 335] ; [ 3 22],[ 28.0620155 333.9379845] ; [ 1.9379845 23.0620155],0
s8,1,0.417636,0.656956,[ 89 271] ; [ 8 17],[ 90.7012987 269.2987013] ; [ 6.2987013 18.7012987],0
n3,1,0.419874,0.650667,[63 25] ; [6 1],[63.91578947 24.08421053] ; [5.08421053 1.91578947],0
