Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,41.086882,[83  6] ; [ 9 16],[71.8245614 17.1754386] ; [20.1754386  4.8245614],1
v4,1,0.001175,10.528853,[86  2] ; [20  5],[82.54867257  5.45132743] ; [23.45132743  1.54867257],0
r2,1,0.002317,9.279423,[85  4] ; [19  6],[81.19298246  7.80701754] ; [22.80701754  2.19298246],0
r4,1,0.005523,7.69962,[79 11] ; [16  9],[74.34782609 15.65217391] ; [20.65217391  4.34782609],0
n3,1,0.014047,6.032223,[13  6] ; [1 6],[10.23076923  8.76923077] ; [3.76923077 3.23076923],0
p11,1,0.015863,5.817997,[69 21] ; [13 12],[64.17391304 25.82608696] ; [17.82608696  7.17391304],0
s5,1,0.025584,4.983949,[36 51] ; [ 4 20],[31.35135135 55.64864865] ; [ 8.64864865 15.35135135],0
p2,1,0.09544,2.780132,[74 15] ; [17  8],[71.04385965 17.95614035] ; [19.95614035  5.04385965],0
b1,1,0.102155,2.671573,[34 56] ; [14 11],[37.56521739 52.43478261] ; [10.43478261 14.56521739],0
v1,1,0.111044,2.539294,[44 44] ; [ 8 17],[40.49557522 47.50442478] ; [11.50442478 13.49557522],0
n1,1,0.124051,2.365414,[ 9 10] ; [1 6],[ 7.30769231 11.69230769] ; [2.69230769 4.30769231],0
d5,1,0.130498,2.286569,[64 25] ; [14 11],[60.89473684 28.10526316] ; [17.10526316  7.89473684],0
a4,1,0.161401,1.961053,[18 72] ; [ 2 23],[15.65217391 74.34782609] ; [ 4.34782609 20.65217391],0
n6,1,0.168443,1.896744,[72 17] ; [17  8],[69.48245614 19.51754386] ; [19.51754386  5.48245614],0
s7,1,0.189468,1.721748,[53 34] ; [10 12],[50.28440367 36.71559633] ; [12.71559633  9.28440367],0
d2,1,0.255823,1.291222,[19 71] ; [ 8 17],[21.13043478 68.86956522] ; [ 5.86956522 19.13043478],0
n2,1,0.25798,1.279563,[17  2] ; [5 2],[16.07692308  2.92307692] ; [5.92307692 1.07692308],0
s1,1,0.277066,1.181425,[ 5 83] ; [ 3 22],[ 6.2300885 81.7699115] ; [ 1.7699115 23.2300885],0
p4,1,0.305758,1.04891,[50 40] ; [11 14],[47.73913043 42.26086957] ; [13.26086957 11.73913043],0
d4,1,0.313587,1.015508,[70 20] ; [17  8],[68.08695652 21.91304348] ; [18.91304348  6.08695652],0
r3,1,0.31795,0.997362,[86  3] ; [23  2],[85.09649123  3.90350877] ; [23.90350877  1.09649123],0
p6,1,0.322266,0.979727,[31 58] ; [11 13],[33.07964602 55.92035398] ; [ 8.92035398 15.07964602],0
a7,1,0.380953,0.767623,[61 27] ; [15 10],[59.18584071 28.81415929] ; [16.81415929  8.18584071],0
d3,1,0.401074,0.705104,[58 31] ; [14 11],[56.21052632 32.78947368] ; [15.78947368  9.21052632],0
p7,1,0.425581,0.634853,[56 30] ; [17  6],[57.59633028 28.40366972] ; [15.40366972  7.59633028],0
n5,1,0.446603,0.579259,[68 22] ; [17  8],[66.52173913 23.47826087] ; [18.47826087  6.52173913],0
p3,1,0.466569,0.53009,[36 54] ; [ 8 17],[34.43478261 55.56521739] ; [ 9.56521739 15.43478261],0
n4,1,0.467408,0.528096,[61 29] ; [15 10],[59.47826087 30.52173913] ; [16.52173913  8.47826087],0
u3,1,0.512294,0.429378,[30 17] ; [7 6],[28.98333333 18.01666667] ; [8.01666667 4.98333333],0
d1,1,0.528839,0.396623,[35 55] ; [ 8 17],[33.65217391 56.34782609] ; [ 9.34782609 15.65217391],0
s8,1,0.529277,0.395779,[46 44] ; [11 14],[44.60869565 45.39130435] ; [12.39130435 12.60869565],0
r1,1,0.557395,0.344235,[63 27] ; [19  6],[64.17391304 25.82608696] ; [17.82608696  7.17391304],0
p8,1,0.562001,0.336252,[45 44] ; [11 14],[43.71929825 45.28070175] ; [12.28070175 12.71929825],0
v2,1,0.587605,0.294099,[38 49] ; [ 9 15],[36.83783784 50.16216216] ; [10.16216216 13.83783784],0
s3,1,0.619774,0.246185,[79 11] ; [21  4],[78.26086957 11.73913043] ; [21.73913043  3.26086957],0
a6,1,0.665083,0.187407,[44 46] ; [11 14],[43.04347826 46.95652174] ; [11.95652174 13.04347826],0
s4,1,0.684304,0.165321,[26 63] ; [ 6 18],[25.20353982 63.79646018] ; [ 6.79646018 17.20353982],0
v3,1,0.69468,0.154066,[27 57] ; [ 7 18],[26.20183486 57.79816514] ; [ 7.79816514 17.20183486],0
b3,1,0.696072,0.152591,[ 9 41] ; [ 4 14],[ 9.55882353 40.44117647] ; [ 3.44117647 14.55882353],0
b2,1,0.696072,0.152591,[ 9 41] ; [ 4 14],[ 9.55882353 40.44117647] ; [ 3.44117647 14.55882353],0
p5,1,0.710962,0.137318,[13 74] ; [ 3 22],[12.42857143 74.57142857] ; [ 3.57142857 21.42857143],0
u1,1,0.757008,0.095736,[ 5 85] ; [ 1 24],[ 4.69565217 85.30434783] ; [ 1.30434783 23.69565217],0
b5,1,0.839727,0.040902,[56 34] ; [15 10],[55.56521739 34.43478261] ; [15.43478261  9.56521739],0
p1,1,0.846303,0.037573,[12 77] ; [ 3 22],[11.71052632 77.28947368] ; [ 3.28947368 21.71052632],0
u2,1,0.853825,0.033944,[27 19] ; [8 5],[27.28813559 18.71186441] ; [7.71186441 5.28813559],0
a1,1,0.872143,0.025901,[ 3 87] ; [ 1 24],[ 3.13043478 86.86956522] ; [ 0.86956522 24.13043478],0
s6,1,0.883834,0.021348,[70 19] ; [20  5],[70.26315789 18.73684211] ; [19.73684211  5.26315789],0
a8,1,0.887004,0.020191,[ 9 73] ; [ 3 22],[ 9.19626168 72.80373832] ; [ 2.80373832 22.19626168],0
a3,1,0.905931,0.013965,[42 48] ; [12 13],[42.26086957 47.73913043] ; [11.73913043 13.26086957],0
b4,1,0.920364,0.009995,[53 37] ; [15 10],[53.2173913 36.7826087] ; [14.7826087 10.2173913],0
