Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000546,11.952906,[15 19] ; [12 71],[ 7.84615385 26.15384615] ; [19.15384615 63.84615385],1
s4,1,0.000817,11.202224,[12 22] ; [ 8 75],[ 5.81196581 28.18803419] ; [14.18803419 68.81196581],1
p2,1,0.005048,7.862336,[24  9] ; [35 45],[17.2300885 15.7699115] ; [41.7699115 38.2300885],0
s5,1,0.005549,7.691309,[10 23] ; [ 8 75],[ 5.12068966 27.87931034] ; [12.87931034 70.12068966],0
v2,1,0.006653,7.364438,[17 15] ; [21 59],[10.85714286 21.14285714] ; [27.14285714 52.85714286],0
s3,1,0.008603,6.903399,[16 17] ; [19 62],[10.13157895 22.86842105] ; [24.86842105 56.13157895],0
d3,1,0.008842,6.854437,[24 10] ; [36 46],[17.5862069 16.4137931] ; [42.4137931 39.5862069],0
r3,1,0.012101,6.296004,[23 10] ; [35 45],[16.9380531 16.0619469] ; [41.0619469 38.9380531],0
p11,1,0.022024,5.243915,[21 13] ; [32 51],[15.4017094 18.5982906] ; [37.5982906 45.4017094],0
b3,1,0.050806,3.814645,[ 3 15] ; [20 27],[ 6.36923077 11.63076923] ; [16.63076923 30.36923077],0
b2,1,0.050806,3.814645,[ 3 15] ; [20 27],[ 6.36923077 11.63076923] ; [16.63076923 30.36923077],0
b1,1,0.078501,3.095677,[14 20] ; [49 34],[18.30769231 15.69230769] ; [44.69230769 38.30769231],0
n3,1,0.090032,2.873794,[11  5] ; [17 22],[8.14545455 7.85454545] ; [19.85454545 19.14545455],0
p7,1,0.090365,2.867861,[15 17] ; [24 56],[11.14285714 20.85714286] ; [27.85714286 52.14285714],0
b5,1,0.104187,2.640258,[22 12] ; [40 43],[18.01709402 15.98290598] ; [43.98290598 39.01709402],0
v1,1,0.150666,2.065498,[14 20] ; [22 58],[10.73684211 23.26315789] ; [25.26315789 54.73684211],0
d4,1,0.160024,1.973998,[25  9] ; [49 33],[21.68965517 12.31034483] ; [52.31034483 29.68965517],0
v4,1,0.160892,1.965825,[22 10] ; [44 37],[18.69026549 13.30973451] ; [47.30973451 33.69026549],0
s7,1,0.162516,1.950662,[ 9 24] ; [12 64],[ 6.35779817 26.64220183] ; [14.64220183 61.35779817],0
u3,1,0.175855,1.832311,[6 8] ; [ 9 29],[4.03846154 9.96153846] ; [10.96153846 27.03846154],0
n6,1,0.186025,1.748825,[21 12] ; [40 40],[17.81415929 15.18584071] ; [43.18584071 36.81415929],0
d5,1,0.19782,1.658398,[24 10] ; [48 35],[20.92307692 13.07692308] ; [51.07692308 31.92307692],0
s1,1,0.211706,1.559718,[ 1 33] ; [ 8 74],[ 2.63793103 31.36206897] ; [ 6.36206897 75.63793103],0
p9,1,0.242408,1.366537,[20 14] ; [37 42],[17.15044248 16.84955752] ; [39.84955752 39.15044248],0
a7,1,0.243733,1.358873,[20 14] ; [38 43],[17.14782609 16.85217391] ; [40.85217391 40.14782609],0
a6,1,0.245002,1.35158,[20 14] ; [39 44],[17.14529915 16.85470085] ; [41.85470085 41.14529915],0
u2,1,0.282239,1.156275,[7 6] ; [14 24],[5.35294118 7.64705882] ; [15.64705882 22.35294118],0
u1,1,0.285169,1.142288,[ 1 33] ; [ 7 76],[ 2.32478632 31.67521368] ; [ 5.67521368 77.32478632],0
p3,1,0.288695,1.125697,[10 23] ; [17 64],[ 7.81578947 25.18421053] ; [19.18421053 61.81578947],0
n2,1,0.310186,1.029885,[10  6] ; [19 21],[8.28571429 7.71428571] ; [20.71428571 19.28571429],0
p4,1,0.310823,1.027178,[12 22] ; [21 60],[ 9.75652174 24.24347826] ; [23.24347826 57.75652174],0
