Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.7e-05,17.633971,[ 7 37] ; [7 1],[11.84615385 32.15384615] ; [2.15384615 5.84615385],1
s5,1,0.007881,7.060371,[ 5 39] ; [4 4],[ 7.61538462 36.38461538] ; [1.38461538 6.61538462],0
r1,1,0.009051,6.812834,[12 32] ; [6 2],[15.23076923 28.76923077] ; [2.76923077 5.23076923],0
p8,1,0.015553,5.85267,[ 9 34] ; [5 3],[11.80392157 31.19607843] ; [2.19607843 5.80392157],0
s2,1,0.030343,4.689755,[ 4 40] ; [3 5],[ 5.92307692 38.07692308] ; [1.07692308 6.92307692],0
p9,1,0.039076,4.257565,[15 27] ; [6 2],[17.64 24.36] ; [3.36 4.64],0
p6,1,0.049329,3.864114,[ 2 41] ; [2 6],[ 3.37254902 39.62745098] ; [0.62745098 7.37254902],0
p4,1,0.119607,2.422466,[10 33] ; [4 4],[11.80392157 31.19607843] ; [2.19607843 5.80392157],0
v1,1,0.151085,2.061261,[11 33] ; [4 4],[12.69230769 31.30769231] ; [2.30769231 5.69230769],0
p11,1,0.151085,2.061261,[11 33] ; [4 4],[12.69230769 31.30769231] ; [2.30769231 5.69230769],0
p12,1,0.166459,1.914545,[ 1 43] ; [1 7],[ 1.69230769 42.30769231] ; [0.30769231 7.69230769],0
n1,1,0.172946,1.85722,[ 8 13] ; [3 1],[ 9.24 11.76] ; [1.76 2.24],0
n2,1,0.172946,1.85722,[ 8 13] ; [3 1],[ 9.24 11.76] ; [1.76 2.24],0
p10,1,0.182004,1.781188,[16 27] ; [5 3],[17.70588235 25.29411765] ; [3.29411765 4.70588235],0
n4,1,0.185642,1.751872,[28 16] ; [7 1],[29.61538462 14.38461538] ; [5.38461538 2.61538462],0
n5,1,0.267253,1.230794,[30 14] ; [7 1],[31.30769231 12.69230769] ; [5.69230769 2.30769231],0
s4,1,0.298581,1.080519,[ 5 39] ; [2 6],[ 5.92307692 38.07692308] ; [1.07692308 6.92307692],0
d2,1,0.311316,1.025083,[19 24] ; [2 6],[17.70588235 25.29411765] ; [3.29411765 4.70588235],0
n3,1,0.347755,0.881633,[ 8 13] ; [2 1],[ 8.75 12.25] ; [1.25 1.75],0
a3,1,0.375209,0.78634,[23 20] ; [5 2],[24.08 18.92] ; [3.92 3.08],0
b4,1,0.394879,0.723864,[26 18] ; [6 2],[27.07692308 16.92307692] ; [4.92307692 3.07692308],0
p2,1,0.41679,0.659348,[15 28] ; [4 4],[16.01960784 26.98039216] ; [2.98039216 5.01960784],0
v2,1,0.432432,0.616284,[ 7 36] ; [2 5],[ 7.74 35.26] ; [1.26 5.74],0
a5,1,0.442068,0.590909,[21 23] ; [5 3],[22. 22.] ; [4. 4.],0
s3,1,0.451402,0.56713,[ 7 35] ; [2 5],[ 7.71428571 34.28571429] ; [1.28571429 5.71428571],0
p3,1,0.487917,0.481116,[11 32] ; [3 5],[11.80392157 31.19607843] ; [2.19607843 5.80392157],0
v3,1,0.52017,0.413557,[ 8 36] ; [2 5],[ 8.62745098 35.37254902] ; [1.37254902 5.62745098],0
d4,1,0.593506,0.284903,[23 21] ; [5 3],[23.69230769 20.30769231] ; [4.30769231 3.69230769],0
a1,1,0.599495,0.275758,[ 9 35] ; [1 7],[ 8.46153846 35.53846154] ; [1.53846154 6.46153846],0
p7,1,0.613505,0.255102,[12 30] ; [3 5],[12.6 29.4] ; [2.4 5.6],0
b1,1,0.632117,0.229201,[26 18] ; [4 4],[25.38461538 18.61538462] ; [4.61538462 3.38461538],0
d1,1,0.653856,0.201073,[13 31] ; [3 5],[13.53846154 30.46153846] ; [2.46153846 5.53846154],0
a6,1,0.676896,0.17364,[20 24] ; [3 5],[19.46153846 24.53846154] ; [3.53846154 4.46153846],0
b2,1,0.714219,0.1341,[12 17] ; [2 4],[11.6 17.4] ; [2.4 3.6],0
b3,1,0.714219,0.1341,[12 17] ; [2 4],[11.6 17.4] ; [2.4 3.6],0
a4,1,0.74371,0.106893,[15 28] ; [2 5],[14.62 28.38] ; [2.38 4.62],0
b5,1,0.764773,0.089532,[19 25] ; [3 5],[18.61538462 25.38461538] ; [3.38461538 4.61538462],0
d5,1,0.81248,0.056277,[24 20] ; [4 4],[23.69230769 20.30769231] ; [4.30769231 3.69230769],0
u3,1,0.865215,0.028812,[ 6 15] ; [1 2],[ 6.125 14.875] ; [0.875 2.125],0
a7,1,0.951541,0.003693,[17 27] ; [3 5],[16.92307692 27.07692308] ; [3.07692308 4.92307692],0
d3,1,0.951541,0.003693,[17 27] ; [3 5],[16.92307692 27.07692308] ; [3.07692308 4.92307692],0
u2,1,1.0,0.0,[ 7 14] ; [1 2],[ 7. 14.] ; [1. 2.],0
