Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.9e-05,18.302867,[ 1 17] ; [35 20],[8.87671233 9.12328767] ; [27.12328767 27.87671233],1
p9,1,0.00066,11.597486,[9 9] ; [50  7],[14.16  3.84] ; [44.84 12.16],1
p7,1,0.002646,9.036861,[9 9] ; [49  9],[13.73684211  4.26315789] ; [44.26315789 13.73684211],0
a3,1,0.01563,5.843976,[ 5 13] ; [35 23],[9.47368421 8.52631579] ; [30.52631579 27.47368421],0
s8,1,0.020453,5.372807,[ 3 15] ; [27 30],[ 7.2 10.8] ; [22.8 34.2],0
p4,1,0.024168,5.08255,[9 9] ; [45 13],[12.78947368  5.21052632] ; [41.21052632 16.78947368],0
p8,1,0.027169,4.880044,[9 9] ; [44 13],[12.72  5.28] ; [40.28 16.72],0
v4,1,0.02887,4.775358,[14  4] ; [55  3],[16.34210526  1.65789474] ; [52.65789474  5.34210526],0
v2,1,0.048477,3.893389,[13  5] ; [25 30],[9.36986301 8.63013699] ; [28.63013699 26.36986301],0
p10,1,0.067855,3.334163,[10  8] ; [45 13],[13.02631579  4.97368421] ; [41.97368421 16.02631579],0
p6,1,0.075404,3.16128,[ 5 13] ; [29 27],[8.27027027 9.72972973] ; [25.72972973 30.27027027],0
u2,1,0.086023,2.947261,[5 8] ; [15  7],[7.42857143 5.57142857] ; [12.57142857  9.42857143],0
p5,1,0.107007,2.597878,[ 1 17] ; [13 45],[ 3.31578947 14.68421053] ; [10.68421053 47.31578947],0
p11,1,0.14348,2.14023,[12  6] ; [48 10],[14.21052632  3.78947368] ; [45.78947368 12.21052632],0
d3,1,0.177002,1.82262,[ 4 14] ; [23 35],[ 6.39473684 11.60526316] ; [20.60526316 37.39473684],0
s3,1,0.204717,1.6084,[ 8 10] ; [35 22],[10.32  7.68] ; [32.68 24.32],0
s2,1,0.215231,1.535889,[ 6 12] ; [29 29],[8.28947368 9.71052632] ; [26.71052632 31.28947368],0
a7,1,0.236443,1.401675,[9 9] ; [38 20],[11.13157895  6.86842105] ; [35.86842105 22.13157895],0
s6,1,0.280121,1.166502,[9 9] ; [36 20],[10.94594595  7.05405405] ; [34.05405405 21.94594595],0
b5,1,0.290646,1.116627,[ 8 10] ; [34 24],[9.94736842 8.05263158] ; [32.05263158 25.94736842],0
p1,1,0.292564,1.107786,[ 2 16] ; [13 45],[ 3.55263158 14.44736842] ; [11.44736842 46.55263158],0
a6,1,0.294804,1.097554,[10  8] ; [40 18],[11.84210526  6.15789474] ; [38.15789474 19.84210526],0
d4,1,0.409502,0.680247,[ 7 11] ; [29 29],[8.52631579 9.47368421] ; [27.47368421 30.52631579],0
d2,1,0.422763,0.642621,[ 3 15] ; [15 43],[ 4.26315789 13.73684211] ; [13.73684211 44.26315789],0
n6,1,0.42305,0.641826,[13  5] ; [47 11],[14.21052632  3.78947368] ; [45.78947368 12.21052632],0
b1,1,0.42584,0.634142,[10  8] ; [26 32],[8.52631579 9.47368421] ; [27.47368421 30.52631579],0
a5,1,0.444032,0.585842,[10  8] ; [38 20],[11.36842105  6.63157895] ; [36.63157895 21.36842105],0
b4,1,0.529675,0.395016,[10  8] ; [37 21],[11.13157895  6.86842105] ; [35.86842105 22.13157895],0
p12,1,0.533221,0.38825,[ 2 16] ; [10 48],[ 2.84210526 15.15789474] ; [ 9.15789474 48.84210526],0
b3,1,0.546088,0.364372,[3 6] ; [16 20],[3.8 5.2] ; [15.2 20.8],0
b2,1,0.546088,0.364372,[3 6] ; [16 20],[3.8 5.2] ; [15.2 20.8],0
r2,1,0.562404,0.335559,[16  2] ; [54  4],[16.57894737  1.42105263] ; [53.42105263  4.57894737],0
a4,1,0.601334,0.272989,[ 3 15] ; [13 45],[ 3.78947368 14.21052632] ; [12.21052632 45.78947368],0
a8,1,0.606796,0.264868,[ 2 16] ; [ 4 51],[ 1.47945205 16.52054795] ; [ 4.52054795 50.47945205],0
r4,1,0.614184,0.254127,[15  3] ; [51  7],[15.63157895  2.36842105] ; [50.36842105  7.63157895],0
n4,1,0.651646,0.203831,[14  4] ; [42 16],[13.26315789  4.73684211] ; [42.73684211 15.26315789],0
n1,1,0.657619,0.196429,[1 1] ; [3 6],[0.72727273 1.27272727] ; [3.27272727 5.72727273],0
d1,1,0.673543,0.177486,[ 1 17] ; [ 5 53],[ 1.42105263 16.57894737] ; [ 4.57894737 53.42105263],0
s5,1,0.694732,0.154011,[ 5 12] ; [19 36],[ 5.66666667 11.33333333] ; [18.33333333 36.66666667],0
u3,1,0.7286,0.120401,[7 6] ; [11 12],[6.5 6.5] ; [11.5 11.5],0
n5,1,0.854563,0.033599,[12  6] ; [40 18],[12.31578947  5.68421053] ; [39.68421053 18.31578947],0
v3,1,0.869678,0.026918,[ 7 11] ; [23 33],[ 7.2972973 10.7027027] ; [22.7027027 33.2972973],0
v1,1,0.920126,0.010055,[ 8 10] ; [25 33],[ 7.81578947 10.18421053] ; [25.18421053 32.81578947],0
r3,1,0.926266,0.008564,[16  2] ; [52  6],[16.10526316  1.89473684] ; [51.89473684  6.10526316],0
a1,1,0.949293,0.004044,[ 1 17] ; [ 3 55],[ 0.94736842 17.05263158] ; [ 3.05263158 54.94736842],0
s4,1,0.95489,0.0032,[ 3 15] ; [10 48],[ 3.07894737 14.92105263] ; [ 9.92105263 48.07894737],0
r1,1,0.987332,0.000252,[13  5] ; [42 16],[13.02631579  4.97368421] ; [41.97368421 16.02631579],0
