Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,134.79519,[322 114] ; [ 9 84],[272.80907372 163.19092628] ; [58.19092628 34.80907372],1
d4,1,0.0,64.759631,[396  40] ; [54 39],[370.88846881  65.11153119] ; [79.11153119 13.88846881],1
d3,1,0.0,32.360176,[361  75] ; [52 41],[340.39319471  95.60680529] ; [72.60680529 20.39319471],1
d2,1,0.0,29.38664,[228 207] ; [20 73],[204.31818182 230.68181818] ; [43.68181818 49.31818182],1
a5,1,2.4e-05,17.858282,[344  92] ; [54 39],[328.03024575 107.96975425] ; [69.96975425 23.03024575],1
u1,1,2.5e-05,17.757418,[110 326] ; [ 5 88],[ 94.7826087 341.2173913] ; [20.2173913 72.7826087],1
a4,1,4.6e-05,16.59182,[208 227] ; [23 70],[190.3125 244.6875] ; [40.6875 52.3125],1
a2,1,0.000154,14.32406,[136 300] ; [11 82],[121.15689981 314.84310019] ; [25.84310019 67.15689981],1
a3,1,0.003353,8.604577,[323 112] ; [55 38],[311.42045455 123.57954545] ; [66.57954545 26.42045455],0
p2,1,0.004784,7.959238,[390  44] ; [73 19],[382.01901141  51.98098859] ; [80.98098859 11.01901141],0
n4,1,0.007771,7.085604,[353  83] ; [63 29],[343.51515152  92.48484848] ; [72.48484848 19.51515152],0
p4,1,0.013318,6.126348,[289 146] ; [48 43],[278.69771863 156.30228137] ; [58.30228137 32.69771863],0
a6,1,0.020786,5.344605,[351  84] ; [65 28],[342.72727273  92.27272727] ; [73.27272727 19.72727273],0
p3,1,0.029424,4.742605,[234 201] ; [38 54],[224.51612903 210.48387097] ; [47.48387097 44.51612903],0
r3,1,0.044347,4.043288,[425   8] ; [87  5],[422.27809524  10.72190476] ; [89.72190476  2.27809524],0
n3,1,0.060676,3.518815,[58 23] ; [15  1],[60.95876289 20.04123711] ; [12.04123711  3.95876289],0
s4,1,0.065291,3.397608,[ 57 370] ; [19 72],[ 62.64864865 364.35135135] ; [13.35135135 77.64864865],0
v1,1,0.069674,3.290673,[240 180] ; [42 48],[232.23529412 187.76470588] ; [49.76470588 40.23529412],0
s8,1,0.09147,2.84831,[194 239] ; [32 59],[186.7519084 246.2480916] ; [39.2480916 51.7519084],0
r2,1,0.1007,2.69442,[409  19] ; [85  8],[405.81957774  22.18042226] ; [88.18042226  4.81957774],0
v2,1,0.118772,2.433434,[260 155] ; [49 42],[253.42885375 161.57114625] ; [55.57114625 35.42885375],0
s6,1,0.168368,1.897415,[292 136] ; [54 35],[286.43713733 141.56286267] ; [59.56286267 29.43713733],0
n5,1,0.207666,1.587621,[332 100] ; [65 27],[327.29770992 104.70229008] ; [69.70229008 22.29770992],0
p9,1,0.213271,1.549081,[388  43] ; [77 13],[384.67370441  46.32629559] ; [80.32629559  9.67370441],0
a8,1,0.219973,1.504547,[ 63 324] ; [10 80],[ 59.22641509 327.77358491] ; [13.77358491 76.22641509],0
p1,1,0.235503,1.407316,[ 35 397] ; [11 81],[ 37.92366412 394.07633588] ; [ 8.07633588 83.92366412],0
p10,1,0.281649,1.159113,[383  49] ; [77 14],[379.96175908  52.03824092] ; [80.03824092 10.96175908],0
b1,1,0.31438,1.012187,[136 300] ; [34 59],[140.11342155 295.88657845] ; [29.88657845 63.11342155],0
r1,1,0.318076,0.996839,[358  74] ; [73 20],[354.65142857  77.34857143] ; [76.34857143 16.65142857],0
n1,1,0.332922,0.9375,[25 55] ; [7 9],[26.66666667 53.33333333] ; [ 5.33333333 10.66666667],0
p7,1,0.339159,0.913607,[286 136] ; [55 33],[282.16078431 139.83921569] ; [58.83921569 29.16078431],0
p5,1,0.367366,0.812556,[ 51 381] ; [14 78],[ 53.58778626 378.41221374] ; [11.41221374 80.58778626],0
u2,1,0.490331,0.475799,[69 43] ; [21 17],[67.2 44.8] ; [22.8 15.2],0
p8,1,0.496049,0.463379,[255 174] ; [50 40],[252.10982659 176.89017341] ; [52.89017341 37.10982659],0
n2,1,0.527089,0.4,[59 21] ; [13  3],[60. 20.] ; [12.  4.],0
p12,1,0.573051,0.317604,[ 40 395] ; [10 80],[ 41.42857143 393.57142857] ; [ 8.57142857 81.42857143],0
p6,1,0.602749,0.27087,[158 273] ; [36 55],[160.18007663 270.81992337] ; [33.81992337 57.18007663],0
s2,1,0.614405,0.25381,[218 212] ; [43 47],[215.82692308 214.17307692] ; [45.17307692 44.82692308],0
b4,1,0.661833,0.191305,[266 170] ; [59 34],[267.86389414 168.13610586] ; [57.13610586 35.86389414],0
u3,1,0.67774,0.172681,[72 40] ; [23 15],[70.93333333 41.06666667] ; [24.06666667 13.93333333],0
s1,1,0.679482,0.170709,[ 11 419] ; [ 3 87],[ 11.57692308 418.42307692] ; [ 2.42307692 87.57692308],0
r4,1,0.735106,0.114475,[403  33] ; [85  8],[402.20793951  33.79206049] ; [85.79206049  7.20793951],0
v3,1,0.765079,0.089292,[169 245] ; [36 56],[167.72727273 246.27272727] ; [37.27272727 54.72727273],0
s5,1,0.793776,0.068336,[134 288] ; [27 62],[132.95890411 289.04109589] ; [28.04109589 60.95890411],0
s3,1,0.86514,0.028844,[235 189] ; [49 41],[234.27237354 189.72762646] ; [49.72762646 40.27237354],0
b2,1,0.867298,0.02792,[ 98 174] ; [19 32],[ 98.52631579 173.47368421] ; [18.47368421 32.52631579],0
b3,1,0.867298,0.02792,[ 98 174] ; [19 32],[ 98.52631579 173.47368421] ; [18.47368421 32.52631579],0
b5,1,0.886908,0.020226,[280 156] ; [59 34],[279.4026465 156.5973535] ; [59.5973535 33.4026465],0
a1,1,0.904205,0.014484,[ 20 416] ; [ 4 89],[ 19.78071834 416.21928166] ; [ 4.21928166 88.78071834],0
n6,1,0.915267,0.011321,[378  54] ; [81 12],[377.69142857  54.30857143] ; [81.30857143 11.69142857],0
s7,1,0.948945,0.0041,[196 222] ; [40 46],[195.73015873 222.26984127] ; [40.26984127 45.73015873],0
u4,1,0.960129,0.002499,[  9 426] ; [ 2 91],[  9.0625 425.9375] ; [ 1.9375 91.0625],0
v4,1,0.988195,0.000219,[416  14] ; [90  3],[416.02294455  13.97705545] ; [89.97705545  3.02294455],0
