Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000415,12.46542,[10 88] ; [11 18],[16.20472441 81.79527559] ; [ 4.79527559 24.20472441],1
n4,1,0.380915,0.767746,[53 45] ; [13 16],[50.92913386 47.07086614] ; [15.07086614 13.92913386],0
a5,1,0.395728,0.721269,[69 29] ; [18 11],[67.13385827 30.86614173] ; [19.86614173  9.13385827],0
d1,1,0.420457,0.649036,[56 42] ; [19 10],[57.87401575 40.12598425] ; [17.12598425 11.87401575],0
d3,1,0.420719,0.648306,[66 31] ; [22  7],[67.74603175 29.25396825] ; [20.25396825  8.74603175],0
r3,1,0.489429,0.477782,[82 15] ; [26  3],[83.14285714 13.85714286] ; [24.85714286  4.14285714],0
v3,1,0.514603,0.424695,[26 65] ; [ 6 21],[24.6779661 66.3220339] ; [ 7.3220339 19.6779661],0
d2,1,0.517336,0.419201,[44 54] ; [15 14],[45.52755906 52.47244094] ; [13.47244094 15.52755906],0
r4,1,0.555048,0.348351,[73 25] ; [20  9],[71.76377953 26.23622047] ; [21.23622047  7.76377953],0
p1,1,0.584494,0.299025,[ 7 90] ; [ 3 26],[ 7.6984127 89.3015873] ; [ 2.3015873 26.6984127],0
p4,1,0.595652,0.281603,[43 54] ; [14 14],[44.232 52.768] ; [12.768 15.232],0
v4,1,0.60417,0.268752,[84 13] ; [24  5],[83.14285714 13.85714286] ; [24.85714286  4.14285714],0
a3,1,0.605844,0.266272,[66 32] ; [21  8],[67.13385827 30.86614173] ; [19.86614173  9.13385827],0
p8,1,0.649601,0.206404,[38 58] ; [12 15],[39.02439024 56.97560976] ; [10.97560976 16.02439024],0
p5,1,0.686888,0.162475,[ 5 92] ; [ 2 26],[ 5.432 91.568] ; [ 1.568 26.432],0
v2,1,0.703398,0.144961,[46 44] ; [16 13],[46.8907563 43.1092437] ; [15.1092437 13.8907563],0
a1,1,0.709907,0.13837,[ 5 93] ; [ 2 27],[ 5.4015748 92.5984252] ; [ 1.5984252 27.4015748],0
u1,1,0.713688,0.134621,[ 8 90] ; [ 3 26],[ 8.48818898 89.51181102] ; [ 2.51181102 26.48818898],0
r1,1,0.745243,0.105572,[73 25] ; [20  8],[72.33333333 25.66666667] ; [20.66666667  7.33333333],0
u3,1,0.779164,0.078629,[21 10] ; [5 3],[20.66666667 10.33333333] ; [5.33333333 2.66666667],0
r2,1,0.812143,0.056483,[85 12] ; [25  3],[85.36 11.64] ; [24.64  3.36],0
u2,1,0.821233,0.051058,[22  9] ; [6 2],[22.25641026  8.74358974] ; [5.74358974 2.25641026],0
b4,1,0.856708,0.032604,[59 39] ; [18 11],[59.41732283 38.58267717] ; [17.58267717 11.41732283],0
p7,1,0.903236,0.01478,[48 47] ; [14 13],[48.27868852 46.72131148] ; [13.72131148 13.27868852],0
n5,1,0.989111,0.000186,[40 57] ; [12 17],[40.03174603 56.96825397] ; [11.96825397 17.03174603],0
b1,1,0.99466,4.5e-05,[54 44] ; [16 13],[54.01574803 43.98425197] ; [15.98425197 13.01574803],0
