Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000415,12.46542,[10 88] ; [11 18],[16.20472441 81.79527559] ; [ 4.79527559 24.20472441],1
s7,1,0.003324,8.620308,[24 65] ; [16 12],[30.42735043 58.57264957] ; [ 9.57264957 18.42735043],0
s6,1,0.005167,7.820197,[42 56] ; [21  8],[48.61417323 49.38582677] ; [14.38582677 14.61417323],0
s8,1,0.010805,6.497157,[26 72] ; [15 14],[31.63779528 66.36220472] ; [ 9.36220472 19.63779528],0
s2,1,0.013829,6.05979,[31 67] ; [16 12],[36.55555556 61.44444444] ; [10.44444444 17.55555556],0
n2,1,0.017751,5.620525,[14 14] ; [13  2],[17.58139535 10.41860465] ; [9.41860465 5.58139535],0
s3,1,0.020828,5.341111,[38 58] ; [18 10],[43.35483871 52.64516129] ; [12.64516129 15.35483871],0
p6,1,0.022647,5.195401,[17 75] ; [11 17],[21.46666667 70.53333333] ; [ 6.53333333 21.46666667],0
v1,1,0.039482,4.239986,[39 57] ; [17 10],[43.70731707 52.29268293] ; [12.29268293 14.70731707],0
b3,1,0.113033,2.511301,[13 43] ; [ 8 11],[15.68 40.32] ; [ 5.32 13.68],0
b2,1,0.113033,2.511301,[13 43] ; [ 8 11],[15.68 40.32] ; [ 5.32 13.68],0
p10,1,0.124847,2.355442,[53 43] ; [20  8],[56.51612903 39.48387097] ; [16.48387097 11.51612903],0
n1,1,0.129588,2.297436,[ 8 19] ; [8 7],[10.28571429 16.71428571] ; [5.71428571 9.28571429],0
b5,1,0.148047,2.092257,[62 36] ; [14 15],[58.64566929 39.35433071] ; [17.35433071 11.64566929],0
a2,1,0.149853,2.07375,[22 76] ; [ 3 26],[19.29133858 78.70866142] ; [ 5.70866142 23.29133858],0
a6,1,0.154717,2.025119,[74 24] ; [18 11],[70.99212598 27.00787402] ; [21.00787402  7.99212598],0
p9,1,0.168644,1.894956,[59 38] ; [21  7],[62.08 34.92] ; [17.92 10.08],0
p12,1,0.182447,1.777579,[ 2 94] ; [ 2 26],[ 3.09677419 92.90322581] ; [ 0.90322581 27.09677419],0
a4,1,0.295599,1.093945,[41 57] ; [ 9 20],[38.58267717 59.41732283] ; [11.41732283 17.58267717],0
n3,1,0.306504,1.045679,[17 10] ; [7 8],[15.42857143 11.57142857] ; [8.57142857 6.42857143],0
p2,1,0.313736,1.014881,[66 30] ; [22  6],[68.12903226 27.87096774] ; [19.87096774  8.12903226],0
a8,1,0.334777,0.930332,[ 5 86] ; [ 3 25],[ 6.11764706 84.88235294] ; [ 1.88235294 26.11764706],0
a7,1,0.342136,0.90241,[73 25] ; [19 10],[70.99212598 27.00787402] ; [21.00787402  7.99212598],0
p3,1,0.354054,0.858874,[32 64] ; [12 16],[34.06451613 61.93548387] ; [ 9.93548387 18.06451613],0
p11,1,0.360744,0.8353,[60 38] ; [15 14],[57.87401575 40.12598425] ; [17.12598425 11.87401575],0
d4,1,0.36316,0.826936,[81 17] ; [26  3],[82.56692913 15.43307087] ; [24.43307087  4.56692913],0
