Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.004004,8.281893,[94  6] ; [49 13],[88.27160494 11.72839506] ; [54.72839506  7.27160494],0
b1,1,0.005154,7.824736,[30 71] ; [32 30],[38.41717791 62.58282209] ; [23.58282209 38.41717791],0
p11,1,0.007749,7.090495,[70 31] ; [30 32],[61.96319018 39.03680982] ; [38.03680982 23.96319018],0
p9,1,0.011466,6.391606,[72 27] ; [33 29],[64.56521739 34.43478261] ; [40.43478261 21.56521739],0
s5,1,0.024961,5.026602,[29 69] ; [ 8 50],[23.24358974 74.75641026] ; [13.75641026 44.24358974],0
u3,1,0.042823,4.102381,[15 21] ; [17  8],[18.8852459 17.1147541] ; [13.1147541 11.8852459],0
r4,1,0.049867,3.845942,[86 15] ; [45 17],[81.17177914 19.82822086] ; [49.82822086 12.17177914],0
u2,1,0.065174,3.400561,[15 21] ; [17  9],[18.58064516 17.41935484] ; [13.41935484 12.58064516],0
p10,1,0.065868,3.383112,[67 32] ; [33 29],[61.49068323 37.50931677] ; [38.50931677 23.49068323],0
r3,1,0.068837,3.310538,[96  5] ; [54  8],[92.94478528  8.05521472] ; [57.05521472  4.94478528],0
p2,1,0.074207,3.187423,[76 24] ; [39 23],[70.98765432 29.01234568] ; [44.01234568 17.98765432],0
p7,1,0.081301,3.038697,[60 40] ; [28 33],[54.65838509 45.34161491] ; [33.34161491 27.65838509],0
a8,1,0.111876,2.527521,[ 7 86] ; [ 1 59],[ 4.8627451 88.1372549] ; [ 3.1372549 56.8627451],0
s6,1,0.131587,2.273685,[53 48] ; [25 37],[48.33128834 52.66871166] ; [29.66871166 32.33128834],0
s1,1,0.141056,2.166405,[ 2 99] ; [ 4 58],[ 3.71779141 97.28220859] ; [ 2.28220859 59.71779141],0
p6,1,0.211111,1.563792,[26 73] ; [11 51],[22.7515528 76.2484472] ; [14.2484472 47.7515528],0
a1,1,0.271922,1.207025,[ 5 96] ; [ 1 61],[ 3.71779141 97.28220859] ; [ 2.28220859 59.71779141],0
s8,1,0.27236,1.204823,[29 72] ; [13 49],[26.02453988 74.97546012] ; [15.97546012 46.02453988],0
p1,1,0.28294,1.152914,[ 3 97] ; [ 4 57],[ 4.34782609 95.65217391] ; [ 2.65217391 58.34782609],0
d5,1,0.302103,1.064889,[70 30] ; [48 14],[72.83950617 27.16049383] ; [45.16049383 16.83950617],0
d4,1,0.305499,1.050035,[78 23] ; [52 10],[80.55214724 20.44785276] ; [49.44785276 12.55214724],0
r2,1,0.364387,0.822716,[90 10] ; [52  9],[88.19875776 11.80124224] ; [53.80124224  7.19875776],0
r1,1,0.37014,0.803194,[66 35] ; [44 17],[68.58024691 32.41975309] ; [41.41975309 19.58024691],0
a7,1,0.390567,0.737176,[74 26] ; [42 20],[71.60493827 28.39506173] ; [44.39506173 17.60493827],0
b5,1,0.392089,0.732455,[55 46] ; [38 24],[57.62576687 43.37423313] ; [35.37423313 26.62576687],0
p4,1,0.438947,0.599034,[39 61] ; [28 34],[41.35802469 58.64197531] ; [25.64197531 36.35802469],0
