Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,123.897867,[ 4 99] ; [230 117],[53.56 49.44] ; [180.44 166.56],1
d4,1,0.0,74.981317,[49 54] ; [303  43],[80.74832962 22.25167038] ; [271.25167038  74.74832962],1
a5,1,0.0,42.23613,[40 63] ; [255  92],[67.52222222 35.47777778] ; [227.47777778 119.52222222],1
d3,1,0.0,33.133728,[42 61] ; [248  98],[66.52561247 36.47438753] ; [223.47438753 122.52561247],1
d2,1,1e-06,24.32832,[21 82] ; [164 180],[42.62863535 60.37136465] ; [142.37136465 201.62863535],1
a4,1,3e-06,21.575523,[19 82] ; [154 193],[39.00223214 61.99776786] ; [133.99776786 213.00223214],1
a7,1,8e-06,19.87764,[57 46] ; [268  77],[74.72098214 28.27901786] ; [250.27901786  94.72098214],1
a2,1,3.3e-05,17.250919,[ 4 99] ; [ 75 272],[18.08222222 84.91777778] ; [ 60.91777778 286.08222222],1
p2,1,5.9e-05,16.132202,[67 36] ; [286  57],[81.52242152 21.47757848] ; [271.47757848  71.52242152],1
a3,1,7.7e-05,15.632511,[44 57] ; [227 120],[61.09598214 39.90401786] ; [209.90401786 137.09598214],1
u1,1,0.001088,10.670894,[  2 101] ; [ 46 301],[10.98666667 92.01333333] ; [ 37.01333333 309.98666667],0
p4,1,0.001477,10.107042,[35 65] ; [182 161],[48.98419865 51.01580135] ; [168.01580135 174.98419865],0
r2,1,0.002475,9.159005,[90 13] ; [328  15],[96.53363229  6.46636771] ; [321.46636771  21.53363229],0
p10,1,0.003586,8.482609,[63 37] ; [265  77],[74.2081448 25.7918552] ; [253.7918552  88.2081448],0
r1,1,0.004415,8.104652,[67 36] ; [271  73],[77.8836689 25.1163311] ; [260.1163311  83.8836689],0
u3,1,0.010219,6.596292,[24 34] ; [73 45],[31.96590909 26.03409091] ; [65.03409091 52.96590909],0
v2,1,0.012794,6.197378,[39 59] ; [177 150],[49.80705882 48.19294118] ; [166.19294118 160.80705882],0
s8,1,0.014888,5.929655,[11 92] ; [ 74 272],[19.49888641 83.50111359] ; [ 65.50111359 280.49888641],0
p7,1,0.019704,5.437902,[46 54] ; [200 138],[56.16438356 43.83561644] ; [189.83561644 148.16438356],0
p3,1,0.026599,4.916634,[31 72] ; [145 198],[40.64573991 62.35426009] ; [135.35426009 207.64573991],0
p8,1,0.02709,4.885064,[38 64] ; [169 171],[47.76923077 54.23076923] ; [159.23076923 180.76923077],0
n5,1,0.032038,4.596461,[58 43] ; [237 107],[66.95505618 34.04494382] ; [228.04494382 115.95505618],0
r4,1,0.032335,4.580655,[85 18] ; [313  34],[91.09777778 11.90222222] ; [306.90222222  40.09777778],0
v1,1,0.036623,4.367863,[39 61] ; [172 166],[48.17351598 51.82648402] ; [162.82648402 175.17351598],0
n4,1,0.038872,4.26645,[60 42] ; [242 105],[68.60579065 33.39420935] ; [233.39420935 113.60579065],0
a6,1,0.040195,4.209616,[62 41] ; [246 101],[70.49777778 32.50222222] ; [237.50222222 109.49777778],0
s6,1,0.054399,3.700413,[42 58] ; [180 160],[50.45454545 49.54545455] ; [171.54545455 168.45454545],0
a1,1,0.0673,3.347684,[ 7 96] ; [ 10 337],[ 3.89111111 99.10888889] ; [ 13.10888889 333.89111111],0
p6,1,0.09747,2.746453,[20 82] ; [ 94 244],[26.42727273 75.57272727] ; [ 87.57272727 250.42727273],0
p9,1,0.126286,2.33757,[73 28] ; [271  70],[78.60633484 22.39366516] ; [265.39366516  75.60633484],0
r3,1,0.126357,2.336704,[93 10] ; [327  19],[96.34743875  6.65256125] ; [323.65256125  22.34743875],0
b1,1,0.162608,1.9498,[44 59] ; [122 225],[37.99555556 65.00444444] ; [128.00444444 218.99555556],0
n2,1,0.163068,1.945539,[24  5] ; [59 26],[21.11403509  7.88596491] ; [61.88596491 23.11403509],0
b5,1,0.29154,1.112497,[60 43] ; [222 125],[64.54666667 38.45333333] ; [217.45333333 129.54666667],0
s5,1,0.30276,1.061996,[18 80] ; [ 78 257],[21.72748268 76.27251732] ; [ 74.27251732 260.72748268],0
v3,1,0.31618,1.004685,[28 73] ; [109 221],[32.10440835 68.89559165] ; [104.89559165 225.10440835],0
p12,1,0.375088,0.78674,[ 7 95] ; [ 16 328],[ 5.26008969 96.73991031] ; [ 17.73991031 326.26008969],0
s3,1,0.378992,0.773969,[41 58] ; [125 217],[37.26530612 61.73469388] ; [128.73469388 213.26530612],0
u2,1,0.425615,0.634759,[27 30] ; [64 55],[29.47159091 27.52840909] ; [61.52840909 57.47159091],0
n6,1,0.428555,0.626737,[79 24] ; [277  68],[81.84821429 21.15178571] ; [274.15178571  70.84821429],0
s1,1,0.429122,0.625199,[ 3 96] ; [  6 336],[ 2.02040816 96.97959184] ; [  6.97959184 335.02040816],0
s4,1,0.529053,0.396211,[16 86] ; [ 45 295],[14.07692308 87.92307692] ; [ 46.92307692 293.07692308],0
s2,1,0.607257,0.264189,[27 73] ; [102 242],[29.05405405 70.94594595] ; [ 99.94594595 244.05405405],0
u4,1,0.66571,0.186662,[  1 102] ; [  2 345],[  0.68666667 102.31333333] ; [  2.31333333 344.68666667],0
b4,1,0.680136,0.169973,[60 43] ; [210 137],[61.8 41.2] ; [208.2 138.8],0
p1,1,0.699397,0.1491,[ 8 95] ; [ 23 322],[ 7.12723214 95.87276786] ; [ 23.87276786 321.12723214],0
b3,1,0.825675,0.048511,[18 39] ; [ 60 121],[18.68067227 38.31932773] ; [ 59.31932773 121.68067227],0
b2,1,0.825675,0.048511,[18 39] ; [ 60 121],[18.68067227 38.31932773] ; [ 59.31932773 121.68067227],0
p11,1,0.861003,0.030659,[79 24] ; [269  78],[79.65333333 23.34666667] ; [268.34666667  78.65333333],0
a8,1,0.881271,0.022308,[10 85] ; [ 32 288],[ 9.61445783 85.38554217] ; [ 32.38554217 287.61445783],0
n1,1,0.904746,0.01432,[ 8 20] ; [25 59],[ 8.25 19.75] ; [24.75 59.25],0
p5,1,0.916836,0.010904,[ 6 97] ; [ 21 323],[ 6.22147651 96.77852349] ; [ 20.77852349 323.22147651],0
n3,1,0.975058,0.000978,[21  7] ; [64 21],[21.0619469  6.9380531] ; [63.9380531 21.0619469],0
