Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.6e-05,18.631362,[22 25] ; [53  9],[32.33944954 14.66055046] ; [42.66055046 19.33944954],1
s1,1,0.088239,2.906201,[ 4 43] ; [ 1 61],[ 2.1559633 44.8440367] ; [ 2.8440367 59.1559633],0
a6,1,0.089509,2.883183,[23 24] ; [41 22],[27.34545455 19.65454545] ; [36.65454545 26.34545455],0
n3,1,0.109315,2.564103,[12  1] ; [8 4],[10.4  2.6] ; [9.6 2.4],0
s4,1,0.120991,2.404449,[ 4 43] ; [12 51],[ 6.83636364 40.16363636] ; [ 9.16363636 53.83636364],0
p12,1,0.127568,2.321851,[ 2 45] ; [ 8 55],[ 4.27272727 42.72727273] ; [ 5.72727273 57.27272727],0
r4,1,0.132643,2.261299,[34 13] ; [53 10],[37.17272727  9.82727273] ; [49.82727273 13.17272727],0
v4,1,0.136397,2.218144,[39  7] ; [58  4],[41.31481481  4.68518519] ; [55.68518519  6.31481481],0
r3,1,0.13949,2.183572,[40  7] ; [59  4],[42.3  4.7] ; [56.7  6.3],0
p2,1,0.141725,2.159125,[36 11] ; [55  8],[38.88181818  8.11818182] ; [52.11818182 10.88181818],0
v1,1,0.146805,2.105142,[18 28] ; [33 29],[21.72222222 24.27777778] ; [29.27777778 32.72222222],0
p11,1,0.17911,1.804992,[32 15] ; [50 13],[35.03636364 11.96363636] ; [46.96363636 16.03636364],0
u3,1,0.191581,1.705421,[ 8 12] ; [16 11],[10.21276596  9.78723404] ; [13.78723404 13.21276596],0
p4,1,0.208035,1.58505,[25 22] ; [41 22],[28.2 18.8] ; [37.8 25.2],0
b2,1,0.26891,1.222301,[ 9 25] ; [14 22],[11.17142857 22.82857143] ; [11.82857143 24.17142857],0
b3,1,0.26891,1.222301,[ 9 25] ; [14 22],[11.17142857 22.82857143] ; [11.82857143 24.17142857],0
d1,1,0.292532,1.107933,[ 2 45] ; [ 6 57],[ 3.41818182 43.58181818] ; [ 4.58181818 58.41818182],0
a5,1,0.307512,1.041333,[20 27] ; [33 30],[22.64545455 24.35454545] ; [30.35454545 32.64545455],0
p6,1,0.364914,0.82091,[19 28] ; [30 31],[21.32407407 25.67592593] ; [27.67592593 33.32407407],0
n6,1,0.415324,0.663509,[35 12] ; [51 12],[36.74545455 10.25454545] ; [49.25454545 13.74545455],0
p3,1,0.457447,0.552134,[22 25] ; [34 29],[23.92727273 23.07272727] ; [32.07272727 30.92727273],0
n1,1,0.470989,0.519655,[5 8] ; [3 9],[4.16 8.84] ; [3.84 8.16],0
d2,1,0.481497,0.49547,[14 33] ; [15 48],[12.39090909 34.60909091] ; [16.60909091 46.39090909],0
a2,1,0.552154,0.353473,[ 3 44] ; [ 6 57],[ 3.84545455 43.15454545] ; [ 5.15454545 57.84545455],0
a8,1,0.556731,0.345397,[ 4 38] ; [ 8 52],[ 4.94117647 37.05882353] ; [ 7.05882353 52.94117647],0
p1,1,0.570166,0.322406,[ 5 42] ; [ 9 54],[ 5.98181818 41.01818182] ; [ 8.01818182 54.98181818],0
v3,1,0.622856,0.241874,[14 32] ; [22 41],[15.19266055 30.80733945] ; [20.80733945 42.19266055],0
r1,1,0.665288,0.187163,[31 16] ; [44 19],[32.04545455 14.95454545] ; [42.95454545 20.04545455],0
b4,1,0.679176,0.171055,[25 22] ; [31 32],[23.92727273 23.07272727] ; [32.07272727 30.92727273],0
b1,1,0.679176,0.171055,[22 25] ; [32 31],[23.07272727 23.92727273] ; [30.92727273 32.07272727],0
a3,1,0.743717,0.106886,[27 19] ; [35 28],[26.16513761 19.83486239] ; [35.83486239 27.16513761],0
b5,1,0.798132,0.065416,[28 19] ; [36 27],[27.34545455 19.65454545] ; [36.65454545 26.34545455],0
n2,1,0.890787,0.018854,[9 4] ; [8 4],[8.84 4.16] ; [8.16 3.84],0
v2,1,0.890807,0.018847,[22 23] ; [29 32],[21.6509434 23.3490566] ; [29.3490566 31.6509434],0
a1,1,0.89959,0.015921,[ 2 45] ; [ 3 60],[ 2.13636364 44.86363636] ; [ 2.86363636 60.13636364],0
u1,1,0.89959,0.015921,[ 2 45] ; [ 3 60],[ 2.13636364 44.86363636] ; [ 2.86363636 60.13636364],0
r2,1,0.956018,0.003042,[40  7] ; [53  9],[40.10091743  6.89908257] ; [52.89908257  9.10091743],0
