Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.3e-05,17.961386,[34 21] ; [21 61],[22.08029197 32.91970803] ; [32.91970803 49.08029197],1
v3,1,0.002528,9.119899,[26 27] ; [19 61],[17.93233083 35.06766917] ; [27.06766917 52.93233083],0
d3,1,0.004203,8.194134,[41 15] ; [40 42],[32.86956522 23.13043478] ; [48.13043478 33.86956522],0
r3,1,0.006096,7.521692,[51  5] ; [59 23],[44.63768116 11.36231884] ; [65.36231884 16.63768116],0
r2,1,0.009086,6.805762,[54  2] ; [66 15],[49.05109489  6.94890511] ; [70.94890511 10.05109489],0
s8,1,0.01584,5.820583,[21 34] ; [16 66],[14.8540146 40.1459854] ; [22.1459854 59.8540146],0
s2,1,0.017107,5.685329,[25 29] ; [22 61],[18.52554745 35.47445255] ; [28.47445255 54.52554745],0
r4,1,0.029816,4.719889,[47  9] ; [56 27],[41.49640288 14.50359712] ; [61.50359712 21.49640288],0
r1,1,0.032308,4.582066,[45 10] ; [54 29],[39.45652174 15.54347826] ; [59.54347826 23.45652174],0
s6,1,0.033369,4.526721,[33 22] ; [34 48],[26.89781022 28.10218978] ; [40.10218978 41.89781022],0
b5,1,0.033481,4.521027,[41 15] ; [46 37],[35.05035971 20.94964029] ; [51.94964029 31.05035971],0
s7,1,0.046055,3.979592,[25 27] ; [24 54],[19.6 32.4] ; [29.4 48.6],0
a3,1,0.048407,3.895811,[40 15] ; [46 36],[34.52554745 20.47445255] ; [51.47445255 30.52554745],0
a2,1,0.060943,3.511546,[17 39] ; [14 69],[12.48920863 43.51079137] ; [18.51079137 64.48920863],0
a8,1,0.079632,3.072393,[11 36] ; [ 9 69],[ 7.52 39.48] ; [12.48 65.52],0
a7,1,0.091713,2.844054,[40 16] ; [47 35],[35.30434783 20.69565217] ; [51.69565217 30.30434783],0
v4,1,0.093198,2.818253,[50  6] ; [65 18],[46.33093525  9.66906475] ; [68.66906475 14.33093525],0
n2,1,0.106985,2.598201,[14  3] ; [21 14],[11.44230769  5.55769231] ; [23.55769231 11.44230769],0
n3,1,0.110381,2.548765,[13  4] ; [17 15],[10.40816327  6.59183673] ; [19.59183673 12.40816327],0
a5,1,0.135386,2.229634,[40 16] ; [49 34],[35.85611511 20.14388489] ; [53.14388489 29.85611511],0
s3,1,0.156139,2.011229,[29 25] ; [33 47],[24.98507463 29.01492537] ; [37.01492537 42.98507463],0
u4,1,0.178052,1.813807,[ 4 52] ; [ 2 81],[ 2.41726619 53.58273381] ; [ 3.58273381 79.41726619],0
p2,1,0.182725,1.775321,[38 18] ; [47 36],[34.24460432 21.75539568] ; [50.75539568 32.24460432],0
u1,1,0.187371,1.738172,[13 43] ; [12 71],[10.07194245 45.92805755] ; [14.92805755 68.07194245],0
a6,1,0.21426,1.542407,[36 20] ; [44 38],[32.46376812 23.53623188] ; [47.53623188 34.46376812],0
s5,1,0.238552,1.38913,[13 40] ; [13 67],[10.36090226 42.63909774] ; [15.63909774 64.36090226],0
a1,1,0.258648,1.275981,[ 3 53] ; [ 9 74],[ 4.83453237 51.16546763] ; [ 7.16546763 75.83453237],0
n5,1,0.270473,1.214345,[37 19] ; [62 21],[39.88489209 16.11510791] ; [59.11510791 23.88489209],0
n1,1,0.275633,1.188498,[11  6] ; [16 17],[9.18 7.82] ; [17.82 15.18],0
d4,1,0.295054,1.096418,[42 14] ; [54 27],[39.24087591 16.75912409] ; [56.75912409 24.24087591],0
p11,1,0.333072,0.936916,[31 25] ; [39 44],[28.20143885 27.79856115] ; [41.79856115 41.20143885],0
p8,1,0.333436,0.935506,[19 37] ; [21 59],[16.47058824 39.52941176] ; [23.52941176 56.47058824],0
p1,1,0.338585,0.915782,[ 3 53] ; [ 8 73],[ 4.49635036 51.50364964] ; [ 6.50364964 74.49635036],0
s1,1,0.346545,0.886067,[ 2 54] ; [ 6 75],[ 3.27007299 52.72992701] ; [ 4.72992701 76.27007299],0
p4,1,0.458511,0.549527,[24 32] ; [30 52],[21.91304348 34.08695652] ; [32.08695652 49.91304348],0
p6,1,0.486564,0.484115,[16 39] ; [19 61],[14.25925926 40.74074074] ; [20.74074074 59.25925926],0
u3,1,0.52355,0.406894,[8 8] ; [15 22],[6.94339623 9.05660377] ; [16.05660377 20.94339623],0
d2,1,0.538199,0.378889,[31 25] ; [40 40],[29.23529412 26.76470588] ; [41.76470588 38.23529412],0
d5,1,0.581502,0.303813,[42 14] ; [58 24],[40.57971014 15.42028986] ; [59.42028986 22.57971014],0
p12,1,0.674079,0.176868,[ 2 53] ; [ 2 81],[ 1.5942029 53.4057971] ; [ 2.4057971 80.5942029],0
b1,1,0.680764,0.169267,[31 25] ; [43 40],[29.81294964 26.18705036] ; [44.18705036 38.81294964],0
b2,1,0.724072,0.124625,[15 25] ; [18 35],[14.19354839 25.80645161] ; [18.80645161 34.19354839],0
b3,1,0.724072,0.124625,[15 25] ; [18 35],[14.19354839 25.80645161] ; [18.80645161 34.19354839],0
u2,1,0.74253,0.107915,[7 8] ; [15 21],[6.47058824 8.52941176] ; [15.52941176 20.47058824],0
p3,1,0.747658,0.103509,[19 37] ; [26 57],[18.1294964 37.8705036] ; [26.8705036 56.1294964],0
d1,1,0.778127,0.079389,[27 29] ; [38 45],[26.18705036 29.81294964] ; [38.81294964 44.18705036],0
b4,1,0.817679,0.053145,[34 22] ; [52 31],[34.64748201 21.35251799] ; [51.35251799 31.64748201],0
p7,1,0.864384,0.029172,[22 33] ; [34 48],[22.48175182 32.51824818] ; [33.51824818 48.48175182],0
n6,1,0.866454,0.028279,[39 17] ; [56 26],[38.55072464 17.44927536] ; [56.44927536 25.55072464],0
p9,1,0.870807,0.02645,[20 35] ; [28 52],[19.55555556 35.44444444] ; [28.44444444 51.55555556],0
s4,1,0.939377,0.005784,[ 7 47] ; [11 71],[ 7.14705882 46.85294118] ; [10.85294118 71.14705882],0
a4,1,0.971578,0.001269,[27 28] ; [40 42],[26.89781022 28.10218978] ; [40.10218978 41.89781022],0
p5,1,0.984634,0.000371,[ 4 52] ; [ 6 77],[ 4.02877698 51.97122302] ; [ 5.97122302 77.02877698],0
