Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,84.002388,[23 48] ; [156  18],[51.87346939 19.12653061] ; [127.12653061  46.87346939],1
n6,1,0.0,38.506207,[43 28] ; [160  12],[59.3127572 11.6872428] ; [143.6872428  28.3127572],1
p10,1,4e-06,21.460619,[46 24] ; [157  17],[58.23770492 11.76229508] ; [144.76229508  29.23770492],1
p9,1,0.00016,14.245647,[49 22] ; [153  19],[59.02057613 11.97942387] ; [142.97942387  29.02057613],1
v4,1,0.003308,8.629276,[63  7] ; [170   3],[67.11934156  2.88065844] ; [165.88065844   7.11934156],0
p2,1,0.003629,8.460462,[53 16] ; [158  16],[59.91358025  9.08641975] ; [151.08641975  22.91358025],0
a4,1,0.004154,8.215191,[18 53] ; [78 95],[27.93442623 43.06557377] ; [ 68.06557377 104.93442623],0
p11,1,0.005681,7.648938,[50 21] ; [149  25],[57.66938776 13.33061224] ; [141.33061224  32.66938776],0
a2,1,0.006421,7.428208,[ 6 65] ; [ 41 133],[13.62040816 57.37959184] ; [ 33.37959184 140.62040816],0
d2,1,0.008004,7.032486,[20 51] ; [81 93],[29.26938776 41.73061224] ; [ 71.73061224 102.26938776],0
u1,1,0.008748,6.873479,[ 3 68] ; [ 29 145],[ 9.27346939 61.72653061] ; [ 22.72653061 151.27346939],0
r4,1,0.030576,4.676587,[58 13] ; [159  15],[62.88571429  8.11428571] ; [154.11428571  19.88571429],0
p4,1,0.043592,4.072295,[41 30] ; [123  50],[47.72131148 23.27868852] ; [116.27868852  56.72131148],0
a3,1,0.044899,4.022446,[36 35] ; [111  61],[42.95061728 28.04938272] ; [104.04938272  67.95061728],0
n2,1,0.054321,3.702813,[10  6] ; [22  3],[12.48780488  3.51219512] ; [19.51219512  5.48780488],0
s6,1,0.058301,3.585069,[31 38] ; [97 69],[37.58297872 31.41702128] ; [90.41702128 75.58297872],0
v3,1,0.059197,3.559734,[17 49] ; [ 66 104],[23.21186441 42.78813559] ; [ 59.78813559 110.21186441],0
