Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,95.600912,[173  10] ; [25 41],[145.51807229  37.48192771] ; [52.48192771 13.51807229],1
n5,1,1e-06,24.517447,[153  30] ; [35 31],[138.1686747  44.8313253] ; [49.8313253 16.1686747],1
p11,1,2e-06,22.996711,[155  29] ; [37 30],[140.74900398  43.25099602] ; [51.25099602 15.74900398],1
a3,1,1.4e-05,18.896079,[142  42] ; [32 34],[128.064  55.936] ; [45.936 20.064],1
p2,1,4.6e-05,16.602511,[151  31] ; [39 28],[138.87550201  43.12449799] ; [51.12449799 15.87550201],1
s6,1,5.8e-05,16.154261,[126  53] ; [28 38],[112.51428571  66.48571429] ; [41.48571429 24.51428571],1
p8,1,6.2e-05,16.054346,[102  80] ; [18 48],[88.06451613 93.93548387] ; [31.93548387 34.06451613],1
s7,1,0.000213,13.714474,[102  76] ; [19 44],[89.36929461 88.63070539] ; [31.63070539 31.36929461],1
s8,1,0.000281,13.191356,[98 86] ; [18 48],[85.376 98.624] ; [30.624 35.376],1
n4,1,0.000412,12.477819,[149  35] ; [39 27],[138.368  45.632] ; [49.632 16.368],1
n6,1,0.000428,12.407455,[159  25] ; [44 22],[149.408  34.592] ; [53.592 12.408],1
r4,1,0.000716,11.446643,[164  20] ; [48 19],[155.41035857  28.58964143] ; [56.58964143 10.41035857],1
v1,1,0.001609,9.949372,[102  78] ; [22 43],[91.10204082 88.89795918] ; [32.89795918 32.10204082],0
d5,1,0.001707,9.840932,[143  40] ; [39 28],[133.224  49.776] ; [48.776 18.224],0
r1,1,0.002031,9.521351,[141  43] ; [38 29],[131.21912351  52.78087649] ; [47.78087649 19.21912351],0
p4,1,0.002297,9.295264,[106  76] ; [24 42],[95.40322581 86.59677419] ; [34.59677419 31.40322581],0
d4,1,0.002388,9.224542,[142  41] ; [39 28],[132.492  50.508] ; [48.508 18.492],0
p7,1,0.004717,7.984725,[120  58] ; [32 35],[110.43265306  67.56734694] ; [41.56734694 25.43265306],0
p3,1,0.009264,6.771236,[94 89] ; [22 45],[84.912 98.088] ; [31.088 35.912],0
v3,1,0.013409,6.114322,[ 77 102] ; [16 47],[ 68.7892562 110.2107438] ; [24.2107438 38.7892562],0
s2,1,0.014072,6.029051,[96 87] ; [23 43],[87.45783133 95.54216867] ; [31.54216867 34.45783133],0
b1,1,0.015073,5.907943,[ 78 106] ; [40 27],[86.50199203 97.49800797] ; [31.49800797 35.50199203],0
d1,1,0.015693,5.836964,[92 92] ; [22 45],[ 83.56972112 100.43027888] ; [30.43027888 36.56972112],0
