Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4e-06,21.058014,[21 37] ; [27  4],[31.28089888 26.71910112] ; [16.71910112 14.28089888],1
p4,1,0.000821,11.193959,[19 40] ; [22 10],[26.58241758 32.41758242] ; [14.41758242 17.58241758],1
a4,1,0.001844,9.698276,[26 32] ; [ 4 28],[19.33333333 38.66666667] ; [10.66666667 21.33333333],0
p2,1,0.003499,8.527229,[34 25] ; [28  4],[40.1978022 18.8021978] ; [21.8021978 10.1978022],0
d3,1,0.004619,8.023005,[28 31] ; [25  7],[34.36263736 24.63736264] ; [18.63736264 13.36263736],0
b1,1,0.00669,7.354306,[23 36] ; [22 10],[29.17582418 29.82417582] ; [15.82417582 16.17582418],0
p6,1,0.009348,6.755177,[ 9 50] ; [12 18],[13.92134831 45.07865169] ; [ 7.07865169 22.92134831],0
d1,1,0.021246,5.306497,[22 37] ; [20 12],[27.23076923 31.76923077] ; [14.76923077 17.23076923],0
n3,1,0.036966,4.351974,[15  3] ; [4 5],[12.66666667  5.33333333] ; [6.33333333 2.66666667],0
p3,1,0.047768,3.918125,[13 46] ; [13 18],[17.04444444 41.95555556] ; [ 8.95555556 22.04444444],0
a7,1,0.06329,3.449,[32 26] ; [24  8],[36.08888889 21.91111111] ; [19.91111111 12.08888889],0
b2,1,0.070112,3.280405,[13 27] ; [ 2 17],[10.16949153 29.83050847] ; [ 4.83050847 14.16949153],0
b3,1,0.070112,3.280405,[13 27] ; [ 2 17],[10.16949153 29.83050847] ; [ 4.83050847 14.16949153],0
s8,1,0.076085,3.146613,[12 47] ; [12 20],[15.56043956 43.43956044] ; [ 8.43956044 23.56043956],0
d5,1,0.093058,2.820655,[38 21] ; [26  6],[41.49450549 17.50549451] ; [22.50549451  9.49450549],0
s6,1,0.113938,2.498738,[23 36] ; [18 14],[26.58241758 32.41758242] ; [14.41758242 17.58241758],0
d4,1,0.114957,2.484717,[38 20] ; [26  6],[41.24444444 16.75555556] ; [22.75555556  9.24444444],0
a2,1,0.149769,2.074597,[10 49] ; [ 2 30],[ 7.78021978 51.21978022] ; [ 4.21978022 27.78021978],0
p10,1,0.167605,1.904234,[17 41] ; [14 18],[19.97777778 38.02222222] ; [11.02222222 20.97777778],0
b5,1,0.17505,1.839152,[30 29] ; [21 11],[33.06593407 25.93406593] ; [17.93406593 14.06593407],0
u2,1,0.194916,1.680067,[11 12] ; [11  5],[12.97435897 10.02564103] ; [9.02564103 6.97435897],0
v2,1,0.208692,1.580474,[22 34] ; [17 15],[24.81818182 31.18181818] ; [14.18181818 17.81818182],0
