Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.003029,8.789862,[15 16] ; [29  6],[20.66666667 10.33333333] ; [23.33333333 11.66666667],0
a2,1,0.010012,6.632732,[ 5 26] ; [16 19],[ 9.86363636 21.13636364] ; [11.13636364 23.86363636],0
b5,1,0.013438,6.110455,[17 14] ; [29  6],[21.60606061  9.39393939] ; [24.39393939 10.60606061],0
p4,1,0.028476,4.799013,[24  7] ; [18 17],[19.72727273 11.27272727] ; [22.27272727 12.72727273],0
p5,1,0.029827,4.71922,[ 6 25] ; [ 1 34],[ 3.28787879 27.71212121] ; [ 3.71212121 31.28787879],0
n1,1,0.095852,2.773232,[6 2] ; [4 7],[4.21052632 3.78947368] ; [5.78947368 5.21052632],0
v2,1,0.09601,2.770601,[15 16] ; [24 11],[18.31818182 12.68181818] ; [20.68181818 14.31818182],0
a7,1,0.102182,2.67115,[20 11] ; [28  6],[22.89230769  8.10769231] ; [25.10769231  8.89230769],0
p3,1,0.104943,2.62877,[22  9] ; [18 17],[18.78787879 12.21212121] ; [21.21212121 13.78787879],0
v4,1,0.118792,2.43318,[30  1] ; [30  5],[28.18181818  2.81818182] ; [31.81818182  3.18181818],0
r4,1,0.184119,1.764055,[29  2] ; [29  6],[27.24242424  3.75757576] ; [30.75757576  4.24242424],0
r1,1,0.191533,1.705786,[27  4] ; [26  9],[24.89393939  6.10606061] ; [28.10606061  6.89393939],0
b1,1,0.228009,1.453236,[14 17] ; [21 14],[16.43939394 14.56060606] ; [18.56060606 16.43939394],0
p9,1,0.250015,1.32322,[22  9] ; [29  6],[23.95454545  7.04545455] ; [27.04545455  7.95454545],0
n5,1,0.260333,1.266983,[24  7] ; [22 12],[21.93846154  9.06153846] ; [24.06153846  9.93846154],0
d5,1,0.263779,1.248814,[23  8] ; [29  5],[24.8  6.2] ; [27.2  6.8],0
u2,1,0.278503,1.174381,[6 5] ; [7 2],[7.15 3.85] ; [5.85 3.15],0
u1,1,0.294557,1.098677,[ 7 24] ; [12 23],[ 8.92424242 22.07575758] ; [10.07575758 24.92424242],0
d3,1,0.312085,1.021831,[25  6] ; [23 10],[23.25  7.75] ; [24.75  8.25],0
p1,1,0.321992,0.980838,[ 5 25] ; [ 3 32],[ 3.69230769 26.30769231] ; [ 4.30769231 30.69230769],0
p2,1,0.341778,0.903752,[26  5] ; [26  9],[24.42424242  6.57575758] ; [27.57575758  7.42424242],0
a4,1,0.344343,0.894194,[15 16] ; [21 14],[16.90909091 14.09090909] ; [19.09090909 15.90909091],0
n3,1,0.347756,0.881629,[6 2] ; [10  1],[6.73684211 1.26315789] ; [9.26315789 1.73684211],0
d1,1,0.350682,0.870987,[22  9] ; [21 14],[20.1969697 10.8030303] ; [22.8030303 12.1969697],0
v3,1,0.373479,0.792055,[12 18] ; [10 24],[10.3125 19.6875] ; [11.6875 22.3125],0
s2,1,0.37584,0.784266,[18 13] ; [24 11],[19.72727273 11.27272727] ; [22.27272727 12.72727273],0
a1,1,0.484136,0.489533,[ 2 29] ; [ 1 34],[ 1.40909091 29.59090909] ; [ 1.59090909 33.40909091],0
a3,1,0.500769,0.453307,[20 10] ; [26  9],[21.23076923  8.76923077] ; [24.76923077 10.23076923],0
a8,1,0.513193,0.427551,[ 4 22] ; [ 3 28],[ 3.19298246 22.80701754] ; [ 3.80701754 27.19298246],0
s5,1,0.5221,0.409742,[12 18] ; [14 15],[13.22033898 16.77966102] ; [12.77966102 16.22033898],0
p7,1,0.531363,0.391785,[24  7] ; [24 10],[22.89230769  8.10769231] ; [25.10769231  8.89230769],0
a5,1,0.557883,0.343384,[21 10] ; [26  9],[22.07575758  8.92424242] ; [24.92424242 10.07575758],0
s3,1,0.565531,0.330217,[19 12] ; [19 16],[17.84848485 13.15151515] ; [20.15151515 14.84848485],0
u3,1,0.581989,0.30303,[6 5] ; [6 3],[6.6 4.4] ; [5.4 3.6],0
n2,1,0.598802,0.276807,[6 2] ; [7 4],[5.47368421 2.52631579] ; [7.52631579 3.47368421],0
s6,1,0.60064,0.274032,[20 10] ; [24  9],[20.95238095  9.04761905] ; [23.04761905  9.95238095],0
b3,1,0.625444,0.23829,[ 7 11] ; [8 9],[ 7.71428571 10.28571429] ; [7.28571429 9.71428571],0
b2,1,0.625444,0.23829,[ 7 11] ; [8 9],[ 7.71428571 10.28571429] ; [7.28571429 9.71428571],0
d4,1,0.728324,0.120656,[25  6] ; [27  8],[24.42424242  6.57575758] ; [27.57575758  7.42424242],0
p10,1,0.744989,0.10579,[21 10] ; [25 10],[21.60606061  9.39393939] ; [24.39393939 10.60606061],0
s1,1,0.745322,0.105504,[ 2 29] ; [ 3 32],[ 2.34848485 28.65151515] ; [ 2.65151515 32.34848485],0
r3,1,0.773885,0.08254,[28  2] ; [32  3],[27.69230769  2.30769231] ; [32.30769231  2.69230769],0
n6,1,0.779983,0.078031,[24  6] ; [27  8],[23.53846154  6.46153846] ; [27.46153846  7.53846154],0
n4,1,0.780216,0.077862,[23  8] ; [27  8],[23.48484848  7.51515152] ; [26.51515152  8.48484848],0
s7,1,0.795542,0.067143,[19  9] ; [22  9],[19.45762712  8.54237288] ; [21.54237288  9.45762712],0
b4,1,0.828099,0.04715,[16 15] ; [19 16],[16.43939394 14.56060606] ; [18.56060606 16.43939394],0
d2,1,0.861552,0.030415,[21 10] ; [23 12],[20.66666667 10.33333333] ; [23.33333333 11.66666667],0
s8,1,0.896635,0.016877,[16 15] ; [17 17],[15.73846154 15.26153846] ; [17.26153846 16.73846154],0
r2,1,0.947083,0.004405,[30  1] ; [33  1],[30.04615385  0.95384615] ; [32.95384615  1.04615385],0
v1,1,0.988068,0.000224,[15 16] ; [17 18],[15.03030303 15.96969697] ; [16.96969697 18.03030303],0
s4,1,0.993182,7.3e-05,[ 8 23] ; [ 9 26],[ 7.98484848 23.01515152] ; [ 9.01515152 25.98484848],0
