Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,70.034585,[147 106] ; [ 18 114],[108.42857143 144.57142857] ; [56.57142857 75.42857143],1
a3,1,0.0,56.242403,[200  55] ; [52 78],[166.90909091  88.09090909] ; [85.09090909 44.90909091],1
d2,1,0.0,47.813917,[146 106] ; [ 28 105],[113.89090909 138.10909091] ; [60.10909091 72.89090909],1
d1,1,0.0,40.849617,[160  95] ; [38 95],[130.12886598 124.87113402] ; [67.87113402 65.12886598],1
d5,1,0.0,31.201061,[213  40] ; [77 55],[190.57142857  62.42857143] ; [99.42857143 32.57142857],1
n4,1,1e-06,24.895083,[207  47] ; [77 56],[186.39793282  67.60206718] ; [97.60206718 35.39793282],1
u1,1,4.1e-05,16.818646,[ 48 207] ; [  5 128],[ 34.83247423 220.16752577] ; [ 18.16752577 114.83247423],1
r1,1,0.000212,13.717693,[202  51] ; [83 50],[186.80051813  66.19948187] ; [98.19948187 34.80051813],1
a6,1,0.000256,13.367757,[176  78] ; [67 66],[159.48837209  94.51162791] ; [83.51162791 49.48837209],1
d4,1,0.000266,13.294213,[206  47] ; [86 47],[191.38860104  61.61139896] ; [100.61139896  32.38860104],1
s8,1,0.00118,10.521858,[107 146] ; [34 99],[ 92.41709845 160.58290155] ; [48.58290155 84.41709845],0
d3,1,0.001408,10.195232,[174  80] ; [68 63],[159.65714286  94.34285714] ; [82.34285714 48.65714286],0
p4,1,0.009257,6.77256,[147 107] ; [58 74],[134.89637306 119.10362694] ; [70.10362694 61.89637306],0
n5,1,0.011796,6.341269,[195  60] ; [85 47],[184.49612403  70.50387597] ; [95.50387597 36.49612403],0
n6,1,0.011984,6.313306,[211  43] ; [96 37],[201.49354005  52.50645995] ; [105.50645995  27.49354005],0
v1,1,0.017594,5.636137,[108 140] ; [41 91],[ 97.24210526 150.75789474] ; [51.75789474 80.24210526],0
v4,1,0.019942,5.416921,[244  10] ; [119  13],[238.86528497  15.13471503] ; [124.13471503   7.86528497],0
s6,1,0.02872,4.784331,[163  84] ; [72 60],[153.1530343  93.8469657] ; [81.8469657 50.1530343],0
r4,1,0.03345,4.52259,[230  25] ; [110  23],[223.45360825  31.54639175] ; [116.54639175  16.45360825],0
p11,1,0.049036,3.874133,[191  64] ; [87 46],[182.70618557  72.29381443] ; [95.29381443 37.70618557],0
s7,1,0.053574,3.725914,[113 129] ; [46 81],[104.27642276 137.72357724] ; [54.72357724 72.27642276],0
s5,1,0.065681,3.387788,[ 85 163] ; [32 96],[ 77.17021277 170.82978723] ; [39.82978723 88.17021277],0
p2,1,0.075885,3.150895,[204  49] ; [96 36],[197.14285714  55.85714286] ; [102.85714286  29.14285714],0
p5,1,0.086165,2.944595,[ 32 221] ; [  9 121],[ 27.08355091 225.91644909] ; [ 13.91644909 116.08355091],0
p12,1,0.102295,2.669393,[ 15 237] ; [  3 130],[ 11.78181818 240.21818182] ; [  6.21818182 126.78181818],0
p3,1,0.103801,2.646154,[115 138] ; [49 84],[107.49222798 145.50777202] ; [56.50777202 76.49222798],0
b2,1,0.105796,2.615921,[62 98] ; [20 52],[ 56.55172414 103.44827586] ; [25.44827586 46.55172414],0
b3,1,0.105796,2.615921,[62 98] ; [20 52],[ 56.55172414 103.44827586] ; [25.44827586 46.55172414],0
p10,1,0.119518,2.423625,[190  62] ; [89 42],[183.57180157  68.42819843] ; [95.42819843 35.57180157],0
b5,1,0.180581,1.792838,[147 108] ; [86 47],[153.1314433 101.8685567] ; [79.8685567 53.1314433],0
p6,1,0.204803,1.607785,[ 90 164] ; [38 93],[ 84.44675325 169.55324675] ; [43.55324675 87.44675325],0
b1,1,0.258689,1.27576,[113 142] ; [51 82],[107.78350515 147.21649485] ; [56.21649485 76.78350515],0
p9,1,0.265963,1.237448,[197  55] ; [95 35],[192.62827225  59.37172775] ; [99.37172775 30.62827225],0
a1,1,0.269785,1.217839,[ 14 241] ; [  4 129],[ 11.82989691 243.17010309] ; [  6.17010309 126.82989691],0
u2,1,0.377288,0.77952,[26 29] ; [44 36],[28.51851852 26.48148148] ; [41.48148148 38.51851852],0
p8,1,0.486389,0.484505,[123 131] ; [59 73],[119.76165803 134.23834197] ; [62.23834197 69.76165803],0
v3,1,0.4885,0.479828,[ 50 200] ; [ 22 107],[ 47.49340369 202.50659631] ; [ 24.50659631 104.49340369],0
s1,1,0.512401,0.429162,[ 13 238] ; [  9 123],[ 14.41775457 236.58224543] ; [  7.58224543 124.41775457],0
p7,1,0.526044,0.402027,[143 108] ; [68 59],[140.10846561 110.89153439] ; [70.89153439 56.10846561],0
s4,1,0.577776,0.309843,[ 54 197] ; [ 25 106],[ 51.90837696 199.09162304] ; [ 27.09162304 103.90837696],0
a7,1,0.593656,0.284671,[173  82] ; [86 46],[170.65891473  84.34108527] ; [88.34108527 43.65891473],0
a8,1,0.599342,0.275989,[ 25 214] ; [ 15 107],[ 26.48199446 212.51800554] ; [ 13.51800554 108.48199446],0
b4,1,0.61242,0.256667,[143 112] ; [71 62],[140.6443299 114.3556701] ; [73.3556701 59.6443299],0
s3,1,0.713225,0.135077,[136 117] ; [73 58],[137.70052083 115.29947917] ; [71.29947917 59.70052083],0
n1,1,0.748888,0.102468,[32 42] ; [14 21],[31.2293578 42.7706422] ; [14.7706422 20.2293578],0
n2,1,0.749428,0.102012,[52 24] ; [25 10],[52.72072072 23.27927928] ; [24.27927928 10.72072072],0
n3,1,0.80609,0.060257,[47 25] ; [22 13],[46.42990654 25.57009346] ; [22.57009346 12.42990654],0
p1,1,0.880941,0.022433,[ 24 230] ; [ 13 118],[ 24.41038961 229.58961039] ; [ 12.58961039 118.41038961],0
r3,1,0.90005,0.015775,[229  26] ; [118  14],[228.64341085  26.35658915] ; [118.35658915  13.64341085],0
s2,1,0.915956,0.011136,[117 135] ; [61 72],[116.50909091 135.49090909] ; [61.49090909 71.50909091],0
u3,1,1.0,0.0,[33 22] ; [48 32],[33. 22.] ; [48. 32.],0
