Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.001423,10.175316,[29  5] ; [4 7],[24.93333333  9.06666667] ; [8.06666667 2.93333333],0
d3,1,0.003047,8.779273,[26  8] ; [3 8],[21.91111111 12.08888889] ; [7.08888889 3.91111111],0
u2,1,0.005517,7.701553,[12  1] ; [1 3],[9.94117647 3.05882353] ; [3.05882353 0.94117647],0
s2,1,0.010483,6.55091,[18 16] ; [ 1 10],[14.35555556 19.64444444] ; [4.64444444 6.35555556],0
v2,1,0.019301,5.474064,[26  7] ; [4 6],[23.02325581  9.97674419] ; [6.97674419 3.02325581],0
r3,1,0.028479,4.798812,[31  3] ; [7 4],[28.71111111  5.28888889] ; [9.28888889 1.71111111],0
s8,1,0.049738,3.850267,[14 20] ; [ 1 10],[11.33333333 22.66666667] ; [3.66666667 7.33333333],0
n4,1,0.063286,3.449117,[17 17] ; [9 2],[19.64444444 14.35555556] ; [6.35555556 4.64444444],0
a1,1,0.078169,3.102559,[ 1 33] ; [2 9],[ 2.26666667 31.73333333] ; [ 0.73333333 10.26666667],0
s7,1,0.089794,2.878066,[12 19] ; [1 9],[ 9.82926829 21.17073171] ; [3.17073171 6.82926829],0
p2,1,0.112724,2.515605,[23  9] ; [5 6],[20.8372093 11.1627907] ; [7.1627907 3.8372093],0
s3,1,0.116806,2.459627,[18 15] ; [3 8],[15.75 17.25] ; [5.25 5.75],0
v4,1,0.11767,2.448067,[31  3] ; [8 3],[29.46666667  4.53333333] ; [9.53333333 1.46666667],0
r1,1,0.118541,2.436497,[29  5] ; [7 4],[27.2  6.8] ; [8.8 2.2],0
s6,1,0.137997,2.200153,[18 16] ; [3 8],[15.86666667 18.13333333] ; [5.13333333 5.86666667],0
u3,1,0.145729,2.116402,[8 4] ; [1 3],[6.75 5.25] ; [2.25 1.75],0
p8,1,0.18684,1.74236,[13 19] ; [7 4],[14.88372093 17.11627907] ; [5.11627907 5.88372093],0
r4,1,0.194329,1.684492,[28  6] ; [7 4],[26.44444444  7.55555556] ; [8.55555556 2.44444444],0
b2,1,0.225709,1.4677,[ 4 13] ; [3 3],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
b3,1,0.225709,1.4677,[ 4 13] ; [3 3],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
n5,1,0.341097,0.906303,[13 21] ; [6 5],[14.35555556 19.64444444] ; [4.64444444 6.35555556],0
a6,1,0.408383,0.683503,[20 14] ; [8 3],[21.15555556 12.84444444] ; [6.84444444 4.15555556],0
v1,1,0.437967,0.601604,[20 14] ; [5 6],[18.88888889 15.11111111] ; [6.11111111 4.88888889],0
s5,1,0.475289,0.509653,[ 6 27] ; [ 1 10],[ 5.25 27.75] ; [1.75 9.25],0
d2,1,0.509106,0.435904,[13 21] ; [3 8],[12.08888889 21.91111111] ; [3.91111111 7.08888889],0
p10,1,0.511939,0.430102,[21 11] ; [6 5],[20.09302326 11.90697674] ; [6.90697674 4.09302326],0
p4,1,0.544784,0.366745,[15 17] ; [4 7],[14.13953488 17.86046512] ; [4.86046512 6.13953488],0
a4,1,0.545739,0.365007,[12 22] ; [5 6],[12.84444444 21.15555556] ; [4.15555556 6.84444444],0
s4,1,0.633938,0.226759,[ 5 29] ; [ 1 10],[ 4.53333333 29.46666667] ; [1.46666667 9.53333333],0
p3,1,0.641581,0.21668,[12 20] ; [5 6],[12.65116279 19.34883721] ; [4.34883721 6.65116279],0
a5,1,0.642986,0.214859,[27  7] ; [8 3],[26.44444444  7.55555556] ; [8.55555556 2.44444444],0
a7,1,0.665079,0.187412,[24 10] ; [7 4],[23.42222222 10.57777778] ; [7.57777778 3.42222222],0
b5,1,0.665908,0.186426,[18 16] ; [5 6],[17.37777778 16.62222222] ; [5.62222222 5.37777778],0
p9,1,0.708597,0.139683,[22 11] ; [8 3],[22.5 10.5] ; [7.5 3.5],0
s1,1,0.729859,0.119241,[ 2 31] ; [ 1 10],[ 2.25 30.75] ; [ 0.75 10.25],0
b1,1,0.793208,0.068721,[17 17] ; [6 5],[17.37777778 16.62222222] ; [5.62222222 5.37777778],0
p6,1,0.795061,0.067467,[ 7 25] ; [2 9],[ 6.69767442 25.30232558] ; [2.30232558 8.69767442],0
r2,1,0.806243,0.06016,[30  4] ; [10  1],[30.22222222  3.77777778] ; [9.77777778 1.22222222],0
a2,1,0.806243,0.06016,[ 4 30] ; [ 1 10],[ 3.77777778 30.22222222] ; [1.22222222 9.77777778],0
a3,1,0.911385,0.012386,[21 13] ; [7 4],[21.15555556 12.84444444] ; [6.84444444 4.15555556],0
p11,1,0.938176,0.006016,[19 15] ; [6 5],[18.88888889 15.11111111] ; [6.11111111 4.88888889],0
b4,1,0.948642,0.004149,[22 12] ; [7 4],[21.91111111 12.08888889] ; [7.08888889 3.91111111],0
p7,1,1.0,0.0,[15 18] ; [5 6],[15. 18.] ; [5. 6.],0
