Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.252244,1.310833,[2 1] ; [3 7],[1.15384615 1.84615385] ; [3.84615385 6.15384615],0
s2,1,0.372374,0.795726,[4 2] ; [11  2],[4.73684211 1.26315789] ; [10.26315789  2.73684211],0
p12,1,0.516407,0.421062,[1 5] ; [4 9],[1.57894737 4.42105263] ; [3.42105263 9.57894737],0
p7,1,0.516407,0.421062,[5 1] ; [9 4],[4.42105263 1.57894737] ; [9.57894737 3.42105263],0
s8,1,0.553516,0.351056,[5 1] ; [12  1],[5.36842105 0.63157895] ; [11.63157895  1.36842105],0
s3,1,0.553516,0.351056,[5 1] ; [12  1],[5.36842105 0.63157895] ; [11.63157895  1.36842105],0
b3,1,0.553516,0.351056,[5 1] ; [12  1],[5.36842105 0.63157895] ; [11.63157895  1.36842105],0
d1,1,0.553516,0.351056,[5 1] ; [12  1],[5.36842105 0.63157895] ; [11.63157895  1.36842105],0
b2,1,0.553516,0.351056,[5 1] ; [12  1],[5.36842105 0.63157895] ; [11.63157895  1.36842105],0
b4,1,0.598802,0.276807,[4 2] ; [7 6],[3.47368421 2.52631579] ; [7.52631579 5.47368421],0
a2,1,0.635848,0.224213,[3 3] ; [8 5],[3.47368421 2.52631579] ; [7.52631579 5.47368421],0
a4,1,0.636982,0.222711,[4 2] ; [10  3],[4.42105263 1.57894737] ; [9.57894737 3.42105263],0
a1,1,0.636982,0.222711,[2 4] ; [ 3 10],[1.57894737 4.42105263] ; [3.42105263 9.57894737],0
a6,1,0.636982,0.222711,[4 2] ; [10  3],[4.42105263 1.57894737] ; [9.57894737 3.42105263],0
p3,1,0.636982,0.222711,[4 2] ; [10  3],[4.42105263 1.57894737] ; [9.57894737 3.42105263],0
b5,1,0.829454,0.046398,[4 2] ; [8 5],[3.78947368 2.21052632] ; [8.21052632 4.78947368],0
u1,1,0.829454,0.046398,[2 4] ; [5 8],[2.21052632 3.78947368] ; [4.78947368 8.21052632],0
p6,1,0.875975,0.024359,[3 3] ; [7 6],[3.15789474 2.84210526] ; [6.84210526 6.15789474],0
s5,1,0.900569,0.015611,[2 4] ; [4 7],[2.11764706 3.88235294] ; [3.88235294 7.11764706],0
p8,1,0.911008,0.012492,[4 2] ; [9 4],[4.10526316 1.89473684] ; [8.89473684 4.10526316],0
a7,1,0.911008,0.012492,[4 2] ; [9 4],[4.10526316 1.89473684] ; [8.89473684 4.10526316],0
s7,1,0.943209,0.005075,[5 1] ; [11  2],[5.05263158 0.94736842] ; [10.94736842  2.05263158],0
p4,1,0.943209,0.005075,[5 1] ; [11  2],[5.05263158 0.94736842] ; [10.94736842  2.05263158],0
n4,1,0.943209,0.005075,[5 1] ; [11  2],[5.05263158 0.94736842] ; [10.94736842  2.05263158],0
d5,1,0.943209,0.005075,[5 1] ; [11  2],[5.05263158 0.94736842] ; [10.94736842  2.05263158],0
d2,1,0.943209,0.005075,[5 1] ; [11  2],[5.05263158 0.94736842] ; [10.94736842  2.05263158],0
r1,1,0.943209,0.005075,[5 1] ; [11  2],[5.05263158 0.94736842] ; [10.94736842  2.05263158],0
p5,1,0.949272,0.004048,[2 3] ; [5 7],[2.05882353 2.94117647] ; [4.94117647 7.05882353],0
