Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,66.121034,[483   9] ; [66 19],[468.12478336  23.87521664] ; [80.87521664  4.12478336],1
u1,1,1.9e-05,18.297007,[118 374] ; [ 3 82],[103.17504333 388.82495667] ; [17.82495667 67.17504333],1
a2,1,0.000755,11.348876,[144 348] ; [10 75],[131.31369151 360.68630849] ; [22.68630849 62.31369151],1
a6,1,0.001841,9.701328,[342 146] ; [45 40],[329.59162304 158.40837696] ; [57.40837696 27.59162304],0
n4,1,0.003104,8.745255,[394  97] ; [56 29],[383.59375 107.40625] ; [66.40625 18.59375],0
a5,1,0.004624,8.020786,[382 109] ; [54 31],[371.65972222 119.34027778] ; [64.34027778 20.65972222],0
a3,1,0.00783,7.071935,[367 122] ; [52 33],[356.95296167 132.04703833] ; [62.04703833 22.95296167],0
a8,1,0.009943,6.645,[ 69 373] ; [ 4 78],[ 61.57633588 380.42366412] ; [11.42366412 70.57633588],0
a7,1,0.011107,6.448074,[370 120] ; [53 32],[360.46956522 129.53043478] ; [62.53043478 22.46956522],0
d1,1,0.022497,5.206947,[313 179] ; [43 42],[303.55632582 188.44367418] ; [52.44367418 32.55632582],0
r3,1,0.024258,5.07607,[478  12] ; [79  6],[474.66086957  15.33913043] ; [82.33913043  2.66086957],0
d5,1,0.028381,4.804773,[415  74] ; [64 21],[408.06794425  80.93205575] ; [70.93205575 14.06794425],0
p4,1,0.035187,4.43606,[322 166] ; [46 39],[313.41012216 174.58987784] ; [54.58987784 30.41012216],0
v2,1,0.036322,4.381946,[279 191] ; [38 43],[270.39927405 199.60072595] ; [46.60072595 34.39927405],0
v4,1,0.039425,4.242442,[482  10] ; [80  5],[479.20970537  12.79029463] ; [82.79029463  2.20970537],0
u3,1,0.044208,4.048594,[83 40] ; [16 17],[78.05769231 44.94230769] ; [20.94230769 12.05769231],0
a4,1,0.046204,3.974128,[235 253] ; [31 54],[226.54101222 261.45898778] ; [39.45898778 45.54101222],0
s8,1,0.055784,3.658486,[279 210] ; [39 46],[270.90940767 218.09059233] ; [47.09059233 37.90940767],0
d3,1,0.059974,3.538099,[354 135] ; [53 32],[346.72996516 142.27003484] ; [60.27003484 24.72996516],0
n5,1,0.063199,3.451381,[390 100] ; [60 25],[383.47826087 106.52173913] ; [66.52173913 18.47826087],0
s7,1,0.090065,2.873216,[298 175] ; [43 38],[291.14259928 181.85740072] ; [49.85740072 31.14259928],0
a1,1,0.091718,2.84395,[ 24 468] ; [ 8 77],[ 27.28596187 464.71403813] ; [ 4.71403813 80.28596187],0
s3,1,0.104703,2.632407,[348 134] ; [54 31],[341.73544974 140.26455026] ; [60.26455026 24.73544974],0
b4,1,0.113477,2.505113,[291 201] ; [58 27],[297.58752166 194.41247834] ; [51.41247834 33.58752166],0
d2,1,0.173102,1.855868,[252 237] ; [37 48],[246.20383275 242.79616725] ; [42.79616725 42.20383275],0
