Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.057909,[11 34] ; [24  5],[21.28378378 23.71621622] ; [13.71621622 15.28378378],1
s8,1,0.000531,12.003968,[ 6 39] ; [15 15],[12.6 32.4] ; [ 8.4 21.6],1
s3,1,0.002368,9.239604,[16 27] ; [22  8],[22.38356164 20.61643836] ; [15.61643836 14.38356164],0
s4,1,0.015707,5.835375,[ 6 40] ; [11 19],[10.28947368 35.71052632] ; [ 6.71052632 23.28947368],0
n1,1,0.030522,4.67963,[ 5 13] ; [7 3],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
s5,1,0.030754,4.666667,[ 8 34] ; [12 16],[12. 30.] ; [ 8. 20.],0
v1,1,0.033204,4.535232,[13 32] ; [16 14],[17.4 27.6] ; [11.6 18.4],0
p2,1,0.059916,3.539696,[30 16] ; [13 17],[26.02631579 19.97368421] ; [16.97368421 13.02631579],0
p3,1,0.072337,3.229181,[15 31] ; [16 14],[18.76315789 27.23684211] ; [12.23684211 17.76315789],0
b3,1,0.075599,3.157065,[13 15] ; [ 4 15],[10.12765957 17.87234043] ; [ 6.87234043 12.12765957],0
b2,1,0.075599,3.157065,[13 15] ; [ 4 15],[10.12765957 17.87234043] ; [ 6.87234043 12.12765957],0
s7,1,0.084108,2.983683,[10 34] ; [11 15],[13.2 30.8] ; [ 7.8 18.2],0
n4,1,0.084323,2.979545,[23 23] ; [ 9 21],[19.36842105 26.63157895] ; [12.63157895 17.36842105],0
p4,1,0.099845,2.708021,[14 31] ; [15 15],[17.4 27.6] ; [11.6 18.4],0
b5,1,0.110964,2.540432,[27 19] ; [12 18],[23.60526316 22.39473684] ; [15.39473684 14.60526316],0
a1,1,0.155631,2.016177,[ 2 44] ; [ 4 26],[ 3.63157895 42.36842105] ; [ 2.36842105 27.63157895],0
p10,1,0.174131,1.847014,[18 28] ; [16 13],[20.85333333 25.14666667] ; [13.14666667 15.85333333],0
n3,1,0.192373,1.699346,[12  4] ; [5 5],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
a6,1,0.192478,1.698546,[19 27] ; [ 8 22],[16.34210526 29.65789474] ; [10.65789474 19.34210526],0
u3,1,0.226398,1.463348,[ 8 12] ; [8 5],[ 9.6969697 10.3030303] ; [6.3030303 6.6969697],0
v2,1,0.270126,1.216106,[17 27] ; [15 14],[19.28767123 24.71232877] ; [12.71232877 16.28767123],0
u2,1,0.284462,1.145648,[13  7] ; [6 7],[11.51515152  8.48484848] ; [7.48484848 5.51515152],0
a2,1,0.325515,0.96666,[ 1 45] ; [ 2 28],[ 1.81578947 44.18421053] ; [ 1.18421053 28.81578947],0
a5,1,0.337361,0.920436,[24 22] ; [19 11],[26.02631579 19.97368421] ; [16.97368421 13.02631579],0
b1,1,0.347884,0.881159,[25 21] ; [13 17],[23. 23.] ; [15. 15.],0
p8,1,0.428111,0.627943,[14 31] ; [12 18],[15.6 29.4] ; [10.4 19.6],0
v4,1,0.454941,0.558313,[36  9] ; [26  4],[37.2  7.8] ; [24.8  5.2],0
d5,1,0.484416,0.488904,[27 19] ; [20 10],[28.44736842 17.55263158] ; [18.55263158 11.44736842],0
d4,1,0.49859,0.457936,[32 14] ; [23  7],[33.28947368 12.71052632] ; [21.71052632  8.28947368],0
r1,1,0.510478,0.433087,[31 15] ; [18 12],[29.65789474 16.34210526] ; [19.34210526 10.65789474],0
r3,1,0.510731,0.432569,[39  7] ; [27  3],[39.94736842  6.05263158] ; [26.05263158  3.94736842],0
p6,1,0.568317,0.325506,[ 9 34] ; [ 8 22],[10.01369863 32.98630137] ; [ 6.98630137 23.01369863],0
p11,1,0.578267,0.309044,[29 17] ; [17 13],[27.84210526 18.15789474] ; [18.15789474 11.84210526],0
b4,1,0.578267,0.309044,[29 17] ; [17 13],[27.84210526 18.15789474] ; [18.15789474 11.84210526],0
v3,1,0.587343,0.294512,[ 8 33] ; [ 7 21],[ 8.91304348 32.08695652] ; [ 6.08695652 21.91304348],0
r4,1,0.63348,0.227371,[33 13] ; [23  7],[33.89473684 12.10526316] ; [22.10526316  7.89473684],0
n6,1,0.638819,0.22029,[22 24] ; [16 14],[23. 23.] ; [15. 15.],0
a8,1,0.639028,0.220015,[ 2 42] ; [ 2 26],[ 2.44444444 41.55555556] ; [ 1.55555556 26.44444444],0
a4,1,0.644793,0.212528,[19 27] ; [14 16],[19.97368421 26.02631579] ; [13.02631579 16.97368421],0
p7,1,0.776273,0.080758,[23 23] ; [16 14],[23.60526316 22.39473684] ; [15.39473684 14.60526316],0
p9,1,0.799895,0.064254,[24 22] ; [16 13],[24.53333333 21.46666667] ; [15.46666667 13.53333333],0
d1,1,0.828893,0.046709,[18 28] ; [11 19],[17.55263158 28.44736842] ; [11.44736842 18.55263158],0
p1,1,0.847581,0.036943,[ 4 42] ; [ 3 27],[ 4.23684211 41.76315789] ; [ 2.76315789 27.23684211],0
r2,1,0.897685,0.016534,[38  7] ; [25  5],[37.8  7.2] ; [25.2  4.8],0
n2,1,0.900744,0.015556,[13  5] ; [7 3],[12.85714286  5.14285714] ; [7.14285714 2.85714286],0
d2,1,0.909953,0.012791,[19 27] ; [12 18],[18.76315789 27.23684211] ; [12.23684211 17.76315789],0
a3,1,0.924067,0.009084,[26 19] ; [17 13],[25.8 19.2] ; [17.2 12.8],0
d3,1,0.930886,0.007522,[21 25] ; [14 16],[21.18421053 24.81578947] ; [13.81578947 16.18421053],0
s1,1,0.980126,0.000621,[ 3 43] ; [ 2 28],[ 3.02631579 42.97368421] ; [ 1.97368421 28.02631579],0
