Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,84.282684,[ 43 206] ; [155 121],[ 93.90857143 155.09142857] ; [104.09142857 171.90857143],1
v1,1,0.0,25.893674,[ 89 161] ; [160 117],[118.12144213 131.87855787] ; [130.87855787 146.12144213],1
r1,1,0.0,25.429902,[176  79] ; [246  37],[200.01858736  54.98141264] ; [221.98141264  61.01858736],1
d1,1,6e-06,20.475928,[113 144] ; [180 104],[139.18853974 117.81146026] ; [153.81146026 130.18853974],1
r3,1,0.000124,14.728817,[230  27] ; [276   7],[240.81851852  16.18148148] ; [265.18148148  17.81851852],1
d4,1,0.000228,13.585264,[186  70] ; [242  41],[203.28014842  52.71985158] ; [224.71985158  58.28014842],1
a5,1,0.00023,13.567725,[163  94] ; [221  63],[182.41774492  74.58225508] ; [201.58225508  82.41774492],1
a3,1,0.000564,11.890767,[156  99] ; [213  71],[174.57328386  80.42671614] ; [194.42671614  89.57328386],1
d5,1,0.000782,11.28343,[185  71] ; [239  45],[201.00740741  54.99259259] ; [222.99259259  61.00740741],1
p10,1,0.001291,10.354801,[178  76] ; [231  51],[193.81716418  60.18283582] ; [215.18283582  66.81716418],0
p7,1,0.00159,9.970857,[109 141] ; [160 119],[127.12665406 122.87334594] ; [141.87334594 137.12665406],0
p11,1,0.001594,9.967049,[177  80] ; [229  55],[192.86876155  64.13123845] ; [213.13123845  70.86876155],0
d3,1,0.001676,9.87445,[150 106] ; [203  81],[167.34814815  88.65185185] ; [185.65185185  98.34814815],0
s1,1,0.0036,8.475313,[ 14 240] ; [  3 276],[  8.10131332 245.89868668] ; [  8.89868668 270.10131332],0
r4,1,0.006372,7.44207,[218  39] ; [262  22],[228.02218115  28.97781885] ; [251.97781885  32.02218115],0
p9,1,0.008804,6.862138,[186  64] ; [235  46],[198.21092279  51.78907721] ; [222.78907721  58.21092279],0
p3,1,0.009522,6.722212,[ 87 168] ; [128 156],[101.716141 153.283859] ; [113.283859 170.716141],0
b1,1,0.01621,5.779972,[108 149] ; [ 91 193],[ 94.53419593 162.46580407] ; [104.46580407 179.53419593],0
p8,1,0.024382,5.06726,[ 93 162] ; [129 151],[105.81308411 149.18691589] ; [116.18691589 163.81308411],0
r2,1,0.024886,5.031791,[235  22] ; [270  11],[241.23605948  15.76394052] ; [263.76394052  17.23605948],0
s7,1,0.025605,4.982504,[ 86 157] ; [123 150],[ 98.4244186 144.5755814] ; [110.5755814 162.4244186],0
s8,1,0.035407,4.425444,[ 82 174] ; [115 167],[ 93.73977695 162.26022305] ; [103.26022305 178.73977695],0
s5,1,0.041772,4.144412,[ 60 191] ; [ 88 188],[ 70.48956357 180.51043643] ; [ 77.51043643 198.48956357],0
a7,1,0.051316,3.797925,[173  84] ; [212  71],[183.23148148  73.76851852] ; [201.76851852  81.23148148],0
n6,1,0.062189,3.478029,[201  56] ; [239  44],[209.40740741  47.59259259] ; [230.59259259  52.40740741],0
a6,1,0.065152,3.401129,[164  92] ; [203  81],[173.98518519  82.01481481] ; [193.01481481  90.98518519],0
d2,1,0.066218,3.374366,[106 149] ; [140 143],[116.59851301 138.40148699] ; [129.40148699 153.59851301],0
p2,1,0.074242,3.186649,[192  64] ; [231  53],[200.53333333  55.46666667] ; [222.46666667  61.53333333],0
n2,1,0.076856,3.130156,[56 24] ; [49 10],[60.43165468 19.56834532] ; [44.56834532 14.43165468],0
b5,1,0.082551,3.013953,[168  89] ; [165 119],[158.19038817  98.80961183] ; [174.80961183 109.19038817],0
a2,1,0.089079,2.890933,[ 47 210] ; [ 69 215],[ 55.10536044 201.89463956] ; [ 60.89463956 223.10536044],0
n4,1,0.095787,2.774325,[174  82] ; [210  72],[182.72118959  73.27881041] ; [201.27881041  80.72118959],0
n1,1,0.107631,2.588667,[30 48] ; [15 44],[25.62043796 52.37956204] ; [19.37956204 39.62043796],0
u1,1,0.117984,2.443875,[ 32 225] ; [ 49 235],[ 38.47874307 218.52125693] ; [ 42.52125693 241.47874307],0
p4,1,0.125737,2.344367,[112 143] ; [142 139],[120.83955224 134.16044776] ; [133.16044776 147.83955224],0
p12,1,0.130754,2.283525,[  9 246] ; [ 18 264],[ 12.82122905 242.17877095] ; [ 14.17877095 267.82122905],0
a4,1,0.133391,2.252593,[ 95 161] ; [123 160],[103.53988868 152.46011132] ; [114.46011132 168.53988868],0
s6,1,0.223746,1.480184,[149 105] ; [178 101],[155.83114447  98.16885553] ; [171.16885553 107.83114447],0
s4,1,0.231615,1.430914,[ 45 211] ; [ 39 243],[ 39.97026022 216.02973978] ; [ 44.02973978 237.97026022],0
s2,1,0.237583,1.394879,[106 148] ; [132 150],[112.78358209 141.21641791] ; [125.21641791 156.78358209],0
a1,1,0.253814,1.302188,[  7 250] ; [ 13 271],[  9.50092421 247.49907579] ; [ 10.49907579 273.50092421],0
b3,1,0.27699,1.181801,[ 41 107] ; [ 57 114],[ 45.46708464 102.53291536] ; [ 52.53291536 118.46708464],0
b2,1,0.27699,1.181801,[ 41 107] ; [ 57 114],[ 45.46708464 102.53291536] ; [ 52.53291536 118.46708464],0
n5,1,0.281693,1.158902,[175  81] ; [204  77],[180.67783985  75.32216015] ; [198.32216015  82.67783985],0
n3,1,0.311084,1.026067,[52 25] ; [46 15],[54.68115942 22.31884058] ; [43.31884058 17.68115942],0
a8,1,0.3138,1.014614,[ 27 213] ; [ 36 216],[ 30.73170732 209.26829268] ; [ 32.26829268 219.73170732],0
