Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000819,11.197495,[32 25] ; [46  8],[40.05405405 16.94594595] ; [37.94594595 16.05405405],1
v2,1,0.006096,7.521691,[22 32] ; [35 17],[29.03773585 24.96226415] ; [27.96226415 24.03773585],0
n6,1,0.00901,6.820924,[53  4] ; [42 14],[47.92035398  9.07964602] ; [47.07964602  8.92035398],0
b5,1,0.034995,4.445414,[32 25] ; [42 14],[37.32743363 19.67256637] ; [36.67256637 19.32743363],0
n5,1,0.052211,3.769007,[46 10] ; [37 19],[41.5 14.5] ; [41.5 14.5],0
p9,1,0.052933,3.746028,[44 13] ; [49  5],[47.75675676  9.24324324] ; [45.24324324  8.75675676],0
v3,1,0.05358,3.725728,[19 35] ; [27 23],[23.88461538 30.11538462] ; [22.11538462 27.88461538],0
a7,1,0.088632,2.899047,[44 13] ; [35 21],[39.84955752 17.15044248] ; [39.15044248 16.84955752],0
p3,1,0.107431,2.591613,[19 38] ; [27 29],[23.20353982 33.79646018] ; [22.79646018 33.20353982],0
p4,1,0.109078,2.567527,[25 32] ; [33 23],[29.25663717 27.74336283] ; [28.74336283 27.25663717],0
n2,1,0.121458,2.398422,[15 10] ; [11  2],[17.10526316  7.89473684] ; [8.89473684 4.10526316],0
a8,1,0.131106,2.279359,[ 3 48] ; [ 7 39],[ 5.25773196 45.74226804] ; [ 4.74226804 41.25773196],0
u3,1,0.138792,2.191304,[10  4] ; [13  1],[11.5  2.5] ; [11.5  2.5],0
r2,1,0.142213,2.153846,[50  6] ; [54  2],[52.  4.] ; [52.  4.],0
s5,1,0.162938,1.946743,[15 39] ; [20 29],[18.34951456 35.65048544] ; [16.65048544 32.34951456],0
a5,1,0.16518,1.92615,[37 20] ; [43 13],[40.3539823 16.6460177] ; [39.6460177 16.3539823],0
n1,1,0.172773,1.85872,[11 13] ; [9 4],[12.97297297 11.02702703] ; [7.02702703 5.97297297],0
v4,1,0.176325,1.828331,[53  4] ; [55  1],[54.47787611  2.52212389] ; [53.52212389  2.47787611],0
r3,1,0.195103,1.678661,[50  7] ; [53  3],[51.95575221  5.04424779] ; [51.04424779  4.95575221],0
u1,1,0.210047,1.571105,[17 40] ; [11 45],[14.12389381 42.87610619] ; [13.87610619 42.12389381],0
d1,1,0.211299,1.562506,[40 17] ; [33 23],[36.82300885 20.17699115] ; [36.17699115 19.82300885],0
p2,1,0.251324,1.315929,[36 21] ; [41 15],[38.84070796 18.15929204] ; [38.15929204 17.84070796],0
p5,1,0.259244,1.27279,[ 3 54] ; [ 6 48],[ 4.62162162 52.37837838] ; [ 4.37837838 49.62162162],0
s6,1,0.262778,1.254063,[44 13] ; [47  8],[46.3125 10.6875] ; [44.6875 10.3125],0
d4,1,0.284959,1.143287,[50  7] ; [45 11],[47.92035398  9.07964602] ; [47.07964602  8.92035398],0
s7,1,0.34574,0.889032,[36 18] ; [39 13],[38.20754717 15.79245283] ; [36.79245283 15.20754717],0
p6,1,0.354646,0.856764,[12 45] ; [16 40],[14.12389381 42.87610619] ; [13.87610619 42.12389381],0
r4,1,0.356945,0.848614,[50  7] ; [52  4],[51.45132743  5.54867257] ; [50.54867257  5.45132743],0
n4,1,0.465344,0.53301,[46 11] ; [42 14],[44.38938053 12.61061947] ; [43.61061947 12.38938053],0
u2,1,0.472423,0.516303,[9 5] ; [10  3],[9.85185185 4.14814815] ; [9.14814815 3.85185185],0
s3,1,0.511062,0.431893,[39 18] ; [40 14],[40.56756757 16.43243243] ; [38.43243243 15.56756757],0
p1,1,0.520135,0.413625,[ 5 52] ; [ 7 49],[ 6.05309735 50.94690265] ; [ 5.94690265 50.05309735],0
p12,1,0.52025,0.413397,[ 6 51] ; [ 8 47],[ 7.125 49.875] ; [ 6.875 48.125],0
p8,1,0.565495,0.330279,[17 40] ; [14 42],[15.63716814 41.36283186] ; [15.36283186 40.63716814],0
r1,1,0.591539,0.287947,[48  9] ; [45 11],[46.91150442 10.08849558] ; [46.08849558  9.91150442],0
p11,1,0.599338,0.275995,[36 21] ; [38 18],[37.32743363 19.67256637] ; [36.67256637 19.32743363],0
s4,1,0.621705,0.243478,[11 45] ; [ 9 47],[10. 46.] ; [10. 46.],0
a4,1,0.638666,0.220491,[27 30] ; [29 27],[28.24778761 28.75221239] ; [27.75221239 28.24778761],0
b4,1,0.644297,0.213166,[37 20] ; [34 22],[35.81415929 21.18584071] ; [35.18584071 20.81415929],0
s1,1,0.647281,0.209346,[ 3 53] ; [ 2 54],[ 2.5 53.5] ; [ 2.5 53.5],0
n3,1,0.682234,0.167622,[15  9] ; [9 4],[15.56756757  8.43243243] ; [8.43243243 4.56756757],0
a2,1,0.719986,0.128506,[17 40] ; [15 41],[16.14159292 40.85840708] ; [15.85840708 40.14159292],0
a6,1,0.746077,0.104857,[36 21] ; [37 19],[36.82300885 20.17699115] ; [36.17699115 19.82300885],0
d3,1,0.789739,0.071102,[37 20] ; [35 21],[36.31858407 20.68141593] ; [35.68141593 20.31858407],0
b2,1,0.884951,0.020937,[12 24] ; [15 28],[12.30379747 23.69620253] ; [14.69620253 28.30379747],0
b3,1,0.884951,0.020937,[12 24] ; [15 28],[12.30379747 23.69620253] ; [14.69620253 28.30379747],0
d2,1,0.900787,0.015542,[36 21] ; [36 20],[36.31858407 20.68141593] ; [35.68141593 20.31858407],0
b1,1,0.940116,0.005644,[22 35] ; [22 34],[22.19469027 34.80530973] ; [21.80530973 34.19469027],0
p10,1,0.952304,0.003578,[43 14] ; [41 13],[43.13513514 13.86486486] ; [40.86486486 13.13513514],0
a3,1,0.95694,0.002915,[43 14] ; [42 14],[42.87610619 14.12389381] ; [42.12389381 13.87610619],0
d5,1,0.967336,0.001677,[48  9] ; [47  9],[47.92035398  9.07964602] ; [47.07964602  8.92035398],0
a1,1,0.985622,0.000325,[ 2 55] ; [ 2 54],[ 2.01769912 54.98230088] ; [ 1.98230088 54.01769912],0
u4,1,0.985622,0.000325,[ 2 55] ; [ 2 54],[ 2.01769912 54.98230088] ; [ 1.98230088 54.01769912],0
