Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,46.079161,[210  81] ; [27 58],[183.42287234 107.57712766] ; [53.57712766 31.42287234],1
d2,1,0.0,41.354478,[173 117] ; [17 68],[146.93333333 143.06666667] ; [43.06666667 41.93333333],1
a3,1,0.0,30.798781,[232  58] ; [41 42],[212.25201072  77.74798928] ; [60.74798928 22.25201072],1
a4,1,2e-06,22.78442,[151 139] ; [19 65],[131.81818182 158.18181818] ; [38.18181818 45.81818182],1
d3,1,4e-06,21.172205,[219  71] ; [42 43],[201.84  88.16] ; [59.16 25.84],1
d4,1,1.1e-05,19.247494,[255  34] ; [58 27],[241.86363636  47.13636364] ; [71.13636364 13.86363636],1
a6,1,5.8e-05,16.157377,[210  79] ; [42 43],[194.72727273  94.27272727] ; [57.27272727 27.72727273],1
u1,1,0.00018,14.027988,[ 66 225] ; [ 4 81],[ 54.17553191 236.82446809] ; [15.82446809 69.17553191],1
d5,1,0.000189,13.932617,[246  43] ; [57 28],[234.13636364  54.86363636] ; [68.86363636 16.13636364],1
r1,1,0.000493,12.140637,[253  36] ; [61 24],[242.63636364  46.36363636] ; [71.36363636 13.63636364],1
b3,1,0.00642,7.4286,[ 82 102] ; [11 37],[ 73.75862069 110.24137931] ; [19.24137931 28.75862069],0
b2,1,0.00642,7.4286,[ 82 102] ; [11 37],[ 73.75862069 110.24137931] ; [19.24137931 28.75862069],0
v1,1,0.015025,5.913531,[190  96] ; [43 40],[180.59078591 105.40921409] ; [52.40921409 30.59078591],0
p11,1,0.017472,5.648306,[261  30] ; [68 17],[254.625  36.375] ; [74.375 10.625],0
a7,1,0.023265,5.148575,[220  71] ; [53 31],[211.848  79.152] ; [61.152 22.848],0
s4,1,0.023835,5.106611,[ 44 241] ; [22 62],[ 50.97560976 234.02439024] ; [15.02439024 68.97560976],0
v2,1,0.024575,5.053577,[179 104] ; [40 41],[170.26648352 112.73351648] ; [48.73351648 32.26648352],0
p3,1,0.033339,4.528269,[196  93] ; [47 38],[187.77272727 101.22727273] ; [55.22727273 29.77272727],0
p10,1,0.04272,4.106439,[267  23] ; [72 13],[262.16  27.84] ; [76.84  8.16],0
s5,1,0.049738,3.850273,[120 159] ; [25 56],[112.375 166.625] ; [32.625 48.375],0
r4,1,0.062784,3.462278,[274  17] ; [75 10],[270.1037234  20.8962766] ; [78.8962766  6.1037234],0
r2,1,0.084732,2.971715,[277  11] ; [76  7],[274.02695418  13.97304582] ; [78.97304582  4.02695418],0
n4,1,0.090706,2.861797,[265  26] ; [72 13],[260.81648936  30.18351064] ; [76.18351064  8.81648936],0
p4,1,0.110098,2.552811,[231  59] ; [60 24],[225.64171123  64.35828877] ; [65.35828877 18.64171123],0
