Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,127.92772,[  5 101] ; [238 116],[55.99565217 50.00434783] ; [187.00434783 166.99565217],1
v4,1,0.334179,0.932636,[97  8] ; [333  18],[99.01315789  5.98684211] ; [330.98684211  20.01315789],0
p8,1,0.339548,0.912136,[35 70] ; [132 211],[39.140625 65.859375] ; [127.859375 215.140625],0
v3,1,0.423862,0.639582,[31 73] ; [114 221],[34.35079727 69.64920273] ; [110.64920273 224.35079727],0
b5,1,0.432777,0.615358,[62 44] ; [222 132],[65.44347826 40.55652174] ; [218.55652174 135.44347826],0
p12,1,0.45069,0.568916,[  3 101] ; [ 16 334],[ 4.35242291 99.64757709] ; [ 14.64757709 335.35242291],0
u4,1,0.474979,0.510368,[  1 105] ; [  7 347],[  1.84347826 104.15652174] ; [  6.15652174 347.84347826],0
s3,1,0.508014,0.438156,[57 45] ; [181 166],[54.06681514 47.93318486] ; [183.93318486 163.06681514],0
u3,1,0.565673,0.329977,[29 27] ; [56 43],[30.70967742 25.29032258] ; [54.29032258 44.70967742],0
p11,1,0.575163,0.314119,[74 32] ; [257  97],[76.27391304 29.72608696] ; [254.72608696  99.27391304],0
b1,1,0.603238,0.27014,[37 69] ; [114 240],[34.79565217 71.20434783] ; [116.20434783 237.79565217],0
s4,1,0.628343,0.234314,[19 86] ; [ 56 292],[17.38410596 87.61589404] ; [ 57.61589404 290.38410596],0
p6,1,0.631685,0.229783,[24 82] ; [ 86 259],[25.85365854 80.14634146] ; [ 84.14634146 260.85365854],0
n1,1,0.645631,0.211453,[14 19] ; [41 67],[12.87234043 20.12765957] ; [42.12765957 65.87234043],0
a8,1,0.692364,0.156539,[14 85] ; [ 41 284],[12.84198113 86.15801887] ; [ 42.15801887 282.84198113],0
b2,1,0.858988,0.031564,[23 41] ; [ 67 126],[22.41245136 41.58754864] ; [ 67.58754864 125.41245136],0
b3,1,0.858988,0.031564,[23 41] ; [ 67 126],[22.41245136 41.58754864] ; [ 67.58754864 125.41245136],0
n6,1,0.891967,0.018446,[83 23] ; [277  74],[83.50109409 22.49890591] ; [276.49890591  74.50109409],0
n5,1,0.895932,0.017109,[71 33] ; [242 109],[71.54285714 32.45714286] ; [241.45714286 109.54285714],0
n3,1,0.926881,0.008422,[22 10] ; [74 35],[21.78723404 10.21276596] ; [74.21276596 34.78723404],0
a1,1,0.932732,0.007125,[  4 102] ; [ 14 340],[  4.14782609 101.85217391] ; [ 13.85217391 340.14782609],0
v1,1,0.938158,0.00602,[46 56] ; [158 189],[46.34298441 55.65701559] ; [157.65701559 189.34298441],0
